,Symbol,Company Name,Industry Code,Industry Name,Lot Size,Active,Year End,IDX WT %,FF BASED SHARES,ORD SHARES,FACE_VALUE,NSHARE_HOLDER
189,HINOON,Highnoon Laboratories Limited,823,PHARMACEUTICALS,1,1,12,0.3763195801234996,21193345.0,52983368.0,10.0,
190,HIRAT,Hira Textile Mills Limited,830,TEXTILE SPINNING,500,1,6,0.002332026068668747,43288960.0,86577920.0,10.0,1970.0
191,HMB,Habib Metropolitan Bank Limited,807,COMMERCIAL BANKS,500,1,9,0.7035997259428383,471524166.0,1047831480.0,10.0,
192,HMIM,Haji Mohammad Ismail Mills Limited,830,TEXTILE SPINNING,500,1,6,0.0007995333311422725,5987520.0,11975040.0,10.0,494.0
193,HPL,Hoechst Pakistan Limited,823,PHARMACEUTICALS,1,1,6,0.19708580547876967,964476.0,9644800.0,10.0,
194,HRPL,Habib Rice Product Limited.,826,SUGAR & ALLIED INDUSTRIES,500,1,6,0.009904355953933417,8000000.0,40000000.0,5.0,2259.0
195,HTL,Hi-Tech Lubricants Limited,821,OIL & GAS MARKETING COMPANIES,500,1,6,0.05445892644431401,34801200.0,139204800.0,10.0,5403.0
196,HUBC,The Hub Power Company Limited,824,POWER GENERATION & DISTRIBUTION,1,1,6,1.0817418871392808,972865790.0,1297154400.0,10.0,23239.0
197,HUMNL,Hum Network Limited,828,TECHNOLOGY & COMMUNICATION,500,1,6,0.1309192564954825,567000000.0,1134000000.0,1.0,4916.0
198,HUSI,Husein Industries Limited,838,PROPERTY,500,1,6,0.0015429579788367837,2656463.0,10625852.0,10.0,996.0
199,HWQS,Haseeb Waqas Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,500,1,12,0.003755383828092492,12960000.0,32400000.0,10.0,
200,IBFL,Ibrahim Fibres Limited,827,SYNTHETIC & RAYON,1,1,12,0.8377663454637365,15525350.0,310506995.0,10.0,
201,IBLHL,IBL HealthCare Limited,823,PHARMACEUTICALS,500,1,6,0.02894756860470284,21418691.0,85674767.0,10.0,5263.0
202,ICCI,ICC Industries Limited,831,TEXTILE WEAVING,500,1,12,0.0019550005613109163,4500168.0,30001120.0,10.0,1527.0
203,ICIBL,Invest Capital Investment Bank Limited,813,INV. BANKS / INV. COS. / SECURITIES COS.,500,1,6,0.00373871170759549,156676793.0,284866896.0,10.0,9562.0
204,ICL,Ittehad Chemicals Limted,805,CHEMICAL,500,1,6,0.05662575100087645,30000000.0,99999999.0,10.0,1090.0
205,IDRT,Idrees Textile Mills Limited,830,TEXTILE SPINNING,500,1,6,0.0022026105833651043,1985280.0,19852800.0,10.0,1406.0
206,IDSM,Ideal Spinning Mills Limited,830,TEXTILE SPINNING,500,1,6,0.0008031166019866232,1488000.0,9920000.0,10.0,1324.0
207,IDYM,Indus Dyeing & Manufacturing Co. Limited,830,TEXTILE SPINNING,1,1,6,0.05264344198403371,8133179.0,54221193.0,10.0,2099.0
208,IGIHL,IGI Holdings Limited,812,INSURANCE,1,1,12,0.19099257259214847,28526110.0,142630550.0,10.0,
209,IGIL,IGI Life Insurance Limited,812,INSURANCE,500,1,12,0.01926232842096543,34113440.0,170567200.0,10.0,
210,ILP,Interloop Limited,829,TEXTILE COMPOSITE,1,1,6,0.7336186397832783,280341894.0,1401709468.0,10.0,7268.0
211,IMAGE,Image Pakistan Limited,827,SYNTHETIC & RAYON,500,1,6,0.03160577889229844,149740273.0,230369650.0,10.0,6685.0
212,IML,Imperial  Limited,813,INV. BANKS / INV. COS. / SECURITIES COS.,500,1,6,0.014771385465499554,24755000.0,99020000.0,10.0,
213,INDU,Indus Motor Company Limited,801,AUTOMOBILE ASSEMBLER,1,1,6,1.215458091208628,13943853.0,78600000.0,10.0,4109.0
214,INIL,International Industries Limited,808,ENGINEERING,1,1,6,0.15772071777668478,59346846.0,131881860.0,10.0,4177.0
215,INKL,International Knitwear Limited,829,TEXTILE COMPOSITE,500,1,6,0.0012144186374447848,3870000.0,9675000.0,10.0,1238.0
216,ISIL,Ismail Industries Limited,810,FOOD & PERSONAL CARE PRODUCTS,1,1,6,0.8100447657491562,3317847.0,66356940.0,10.0,1588.0
217,ISL,International Steels Limited,808,ENGINEERING,1,1,6,0.26155740630888263,152250000.0,435000000.0,10.0,5623.0
218,ITTEFAQ,Ittefaq Iron Industries Limited,808,ENGINEERING,500,1,6,0.007478562792460687,93823187.0,144343364.0,10.0,4974.0
219,JATM,J.A. Textile Mills Limited,830,TEXTILE SPINNING,500,1,6,0.006572066830787627,1890174.0,12601200.0,10.0,
220,JDMT,Janana De Malucho Textile Mills Limited,830,TEXTILE SPINNING,500,1,6,0.0035356572478712853,2074747.0,6915822.0,10.0,2672.0
221,JDWS,JDW Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,1,1,9,0.27339258353763407,8666499.0,57776661.0,10.0,
222,JGICL,Jubilee General Insurance Limited,812,INSURANCE,500,1,12,0.0695496703719804,49622810.0,198491379.0,10.0,
223,JKSM,J.K. Spinning Mills Limited,830,TEXTILE SPINNING,500,1,6,0.04617243690432196,5115875.0,102317502.0,10.0,272.0
224,JLICL,Jubilee Life Insurance Company Limited,812,INSURANCE,1,1,12,0.12272569103789284,20070662.0,100353310.0,10.0,
225,JSBL,JS Bank Limited,807,COMMERCIAL BANKS,500,1,12,0.1397324274750404,410132507.0,2050662536.0,10.0,
226,JSCL,Jahangir Siddiqui & Co. Ltd.,813,INV. BANKS / INV. COS. / SECURITIES COS.,500,1,12,0.12405608253609268,228985597.0,915942388.0,10.0,
227,JSGBETF,JS Global Banking Sector(ETF),837,EXCHANGE TRADED FUNDS,500,1,6,,,,,
228,JSIL,JS Investments Limited,813,INV. BANKS / INV. COS. / SECURITIES COS.,500,1,12,0.01154848874824998,12354851.0,61774256.0,10.0,
229,JSML,Jauharabad Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,500,1,9,0.006838532021277817,13651381.0,34128454.0,10.0,
230,JUBS,Jubilee Spinning & Weaving Mills Ltd.,829,TEXTILE COMPOSITE,500,1,6,0.0029726005174959417,6498241.0,32491205.0,10.0,1538.0
231,JVDC,Javedan Corporation Limited,838,PROPERTY,500,1,6,0.16451692191383568,133301156.0,380860447.0,10.0,3015.0
232,KAPCO,Kot Addu Power Company Limited,824,POWER GENERATION & DISTRIBUTION,1,1,6,0.2416686594480728,456366078.0,880253228.0,10.0,61328.0
233,KCL,Karam Ceramics Limited,811,GLASS & CERAMICS,500,1,6,0.00737036763732094,727434.0,14549060.0,10.0,284.0
234,KEL,K-Electric Limited,824,POWER GENERATION & DISTRIBUTION,1,1,6,1.2179444716935846,2761519425.0,27615194245.0,3.5,
235,KHTC,Khyber Tobacco Company Limited,832,TOBACCO,1,1,9,0.013345741930889379,983960.0,6922368.0,10.0,
236,KHYT,Khyber Textile Mills Limited,829,TEXTILE COMPOSITE,1,1,6,0.003381273107069823,17766.0,1227500.0,10.0,522.0
237,KML,Kohinoor Mills Limited,829,TEXTILE COMPOSITE,500,1,6,0.012563287103904593,7636652.0,50911011.0,10.0,1354.0
238,KOHC,Kohat Cement Company Limited,804,CEMENT,1,1,6,0.6343467390680334,58758389.0,195861297.0,10.0,2210.0
239,KOHE,Kohinoor Energy Limited,824,POWER GENERATION & DISTRIBUTION,500,1,6,0.03064527646427893,67783446.0,169458614.0,10.0,2660.0
240,KOHP,Kohinoor Power Company Limited,824,POWER GENERATION & DISTRIBUTION,500,1,6,0.0006730078544968624,6930000.0,12600000.0,10.0,1332.0
241,KOHTM,Kohat Textile Mills Limited,830,TEXTILE SPINNING,500,1,6,0.004956634174098524,4160000.0,20800000.0,10.0,780.0
242,KOIL,Kohinoor Industries Limited,829,TEXTILE COMPOSITE,500,1,6,0.0018682823668965739,16666399.0,30302580.0,10.0,2048.0
243,KPUS,Khairpur Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,1,1,9,0.028571632614957536,800875.0,16017500.0,10.0,
244,KSBP,KSB Pumps Company Limited,808,ENGINEERING,1,1,12,0.03404215654871588,8365701.0,30900000.0,10.0,
245,KSTM,Khalid Siraj Textile Mills Limited,830,TEXTILE SPINNING,500,1,6,0.0008760624125015789,3210000.0,10700000.0,10.0,
246,KTML,Kohinoor Textile Mills Limited,829,TEXTILE COMPOSITE,1,1,6,0.22936600059537537,53859891.0,269299456.0,10.0,4438.0
247,LCI,Lucky Core Industries Limited,805,CHEMICAL,1,1,6,0.8193557954658499,13853858.0,92359050.0,10.0,9231.0
248,LEUL,Leather Up Limited,816,LEATHER & TANNERIES,500,1,6,0.0008533922726409194,1772800.0,6000000.0,10.0,1269.0
249,LOADS,Loads Limited,802,AUTOMOBILE PARTS & ACCESSORIES,500,1,6,0.0273386549465728,125625000.0,251250000.0,10.0,8182.0
250,LOTCHEM,Lotte Chemical Pakistan Limited,805,CHEMICAL,1,1,12,0.22172355299519397,378551802.0,1514207200.0,10.0,
251,LPGL,Leiner Pak Gelatine Limited,805,CHEMICAL,500,1,6,0.004613766431083082,1875000.0,7500000.0,10.0,669.0
252,LPL,Lalpir Power Limited,824,POWER GENERATION & DISTRIBUTION,1,1,12,0.06173485018893584,151935493.0,379838732.0,10.0,
253,LSEVL,LSE Ventures Limited,813,INV. BANKS / INV. COS. / SECURITIES COS.,500,1,3,0.011648544932804672,107758728.0,179597880.0,10.0,
254,LUCK,Lucky Cement Limited,804,CEMENT,1,1,6,2.3253817749707557,87900000.0,293000000.0,10.0,9640.0
255,MACFL,MACPAC Films Limited,822,"PAPER, BOARD & PACKAGING",500,1,6,0.007977502986986181,20755403.0,59301150.0,10.0,1196.0
256,MACTER,Macter International Limited,823,PHARMACEUTICALS,500,1,6,0.0999321574925828,16033856.0,45811018.0,10.0,1104.0
257,MARI,Mari Petroleum Company Limited,820,OIL & GAS EXPLORATION COMPANIES,1,1,6,4.256257389030492,240124500.0,1200622500.0,10.0,5066.0
258,MCB,MCB Bank Limited,807,COMMERCIAL BANKS,1,1,12,2.486073826482778,414771002.0,1185060006.0,10.0,
259,MCBIM,MCB Investment Management Limited.,813,INV. BANKS / INV. COS. / SECURITIES COS.,500,1,3,0.03618859377608843,10800000.0,72000000.0,10.0,931.0
260,MDTL,Media Times Limited,828,TECHNOLOGY & COMMUNICATION,500,1,9,0.003452736738346747,116253157.0,178851010.0,10.0,2818.0
261,MEBL,Meezan Bank Limited,807,COMMERCIAL BANKS,1,1,12,3.2593441514641612,448685179.0,1794740714.0,10.0,
262,MEHT,Mehmood Textile Mills Limited,829,TEXTILE COMPOSITE,1,1,6,0.13829853581438076,22500000.0,30000000.0,10.0,131.0
263,MERIT,Merit Packaging Limited,822,"PAPER, BOARD & PACKAGING",500,1,6,0.01629530569115855,39991685.0,199958427.0,10.0,1550.0
264,MFFL,Mitchells Fruit Farms Limited,810,FOOD & PERSONAL CARE PRODUCTS,1,1,6,0.03463363659798177,6862500.0,22875000.0,10.0,1833.0
265,MFL,Matco Foods Limited,810,FOOD & PERSONAL CARE PRODUCTS,500,1,6,0.027374819263078477,30600175.0,122400698.0,10.0,1960.0
266,MIRKS,Mirpurkhas Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,500,1,9,0.016317807510991753,29951050.0,66557888.0,10.0,
267,MLCF,Maple Leaf Cement Factory Limited,804,CEMENT,1,1,6,0.35594609354900253,471403174.0,1047562608.0,10.0,13778.0
268,MQTM,Maqbool Textile Mills Limited,830,TEXTILE SPINNING,500,1,6,0.0037988189309304692,4608000.0,18432000.0,10.0,
269,MRNS,Mehran Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,500,1,9,0.027534811175900238,18731902.0,74927989.0,10.0,
270,MSCL,Metropolitan Steel Corporation Limited,808,ENGINEERING,500,1,6,0.0026993799464939483,7744400.0,30977500.0,10.0,3609.0
271,MSOT,Masood Textile Mills Limited,829,TEXTILE COMPOSITE,500,1,6,0.027457690349408977,13500000.0,67500000.0,10.0,1296.0
272,MTL,Millat Tractors Limited,801,AUTOMOBILE ASSEMBLER,1,1,6,0.8710966819097491,86309203.0,191798229.0,10.0,10003.0
273,MUBT,Mubarak Textile Mills Limited,829,TEXTILE COMPOSITE,500,1,6,0.00015863756570283185,666000.0,5400000.0,10.0,611.0
274,MUGHAL,Mughal Iron & Steel Industries Limited,808,ENGINEERING,1,1,6,0.19520293989894588,83908483.0,335633933.0,10.0,6014.0
275,MWMP,Mandviwala Mauser Plastic Industries,818,MISCELLANEOUS,500,1,6,0.003413271116565013,2874813.0,28748133.0,10.0,
276,NAGC,Nagina Cotton Mills Limited,830,TEXTILE SPINNING,500,1,6,0.006709277871370455,1870000.0,18700000.0,10.0,927.0
277,NATF,National Foods Limited,810,FOOD & PERSONAL CARE PRODUCTS,1,1,6,0.3197357014396451,58278856.0,233115250.0,5.0,3737.0
278,NATM,Nadeem Textile Mills Limited,830,TEXTILE SPINNING,500,1,6,0.012982022398642476,1063337.0,21266735.0,10.0,41.0
279,NBP,National Bank of Pakistan,807,COMMERCIAL BANKS,1,1,12,1.1951421274850236,509331527.0,2127512862.0,10.0,
280,NCL,Nishat Chunian Limited,829,TEXTILE COMPOSITE,1,1,6,0.06830524128754695,108053563.0,240119029.0,10.0,7776.0
281,NCML,Nazir Cotton Mills Limited,830,TEXTILE SPINNING,500,1,6,0.0024359526923988474,18358283.0,23000000.0,10.0,770.0
282,NCPL,Nishat Chunian Power Limited,824,POWER GENERATION & DISTRIBUTION,1,1,6,0.07744775939655163,202040816.0,367346939.0,10.0,9455.0
283,NESTLE,Nestle Pakistan Limited,810,FOOD & PERSONAL CARE PRODUCTS,1,1,12,2.2952290112488325,2267479.0,45349551.0,10.0,
284,NETSOL,NetSol Technologies Limited,828,TECHNOLOGY & COMMUNICATION,1,1,6,0.09668954279976358,31442923.0,89836923.0,10.0,6457.0
285,NEXT,Next Capital Limited,813,INV. BANKS / INV. COS. / SECURITIES COS.,500,1,6,0.002606188579403666,28462500.0,56925000.0,10.0,793.0
286,NICL,Nimir Industrial Chemicals Limited,805,CHEMICAL,500,1,6,0.11314452699199805,38706691.0,110590546.0,10.0,1826.0
287,NML,Nishat Mills Limited,829,TEXTILE COMPOSITE,1,1,6,0.21787617225984532,140639939.0,351599848.0,10.0,13209.0
288,NONS,Noon Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,500,1,9,0.01020639750585404,3303491.0,16517456.0,10.0,
289,NPL,Nishat Power Limited,824,POWER GENERATION & DISTRIBUTION,1,1,6,0.08505465619395856,159339825.0,354088500.0,10.0,4743.0
290,NRL,National Refinery Limited,825,REFINERY,1,1,6,0.14780457969094818,26272664.0,79966560.0,10.0,7540.0
291,NRSL,Nimir Resins Limited,805,CHEMICAL,500,1,6,0.02696945986118452,56528426.0,141321100.0,10.0,4944.0
292,NSRM,The National Silk & Rayon Mills Limited,827,SYNTHETIC & RAYON,500,1,6,0.006579496421793019,777659.0,15553133.0,10.0,600.0
293,OBOY,Oilboy Energy Limited,821,OIL & GAS MARKETING COMPANIES,500,1,6,0.0018713738811264795,16475220.0,25000000.0,10.0,
294,OCTOPUS,Octopus Digital Limited,828,TECHNOLOGY & COMMUNICATION,500,1,9,0.0853791118865238,47178751.0,157262502.0,10.0,
295,OGDC,Oil & Gas Development Company Limited,820,OIL & GAS EXPLORATION COMPANIES,1,1,6,6.293203584402911,645139260.0,4300928400.0,10.0,31665.0
296,OLPL,OLP Financial Services Pakistan Limited,813,INV. BANKS / INV. COS. / SECURITIES COS.,500,1,6,0.042415277440691526,87703824.0,175407648.0,10.0,3436.0
297,OLPM,OLP Modaraba,819,MODARABAS,500,1,6,0.005194468053536392,34037648.0,45383530.0,10.0,8255.0
298,OML,Olympia Mills Limited,818,MISCELLANEOUS,500,1,6,0.002776271856917669,1200000.0,12000000.0,10.0,364.0
299,ORM,Orient Rental Mod,819,MODARABAS,500,1,6,0.004521056165412596,26250000.0,75000000.0,10.0,639.0
300,OTSU,Otsuka Pakistan Limited,823,PHARMACEUTICALS,1,1,6,0.015139143816467021,2970872.0,12100000.0,10.0,1291.0
301,PABC,Pakistan Aluminium Beverage Cans Limited,818,MISCELLANEOUS,1,1,12,0.23148345071686044,90277064.0,361108254.0,10.0,
302,PACE,Pace (Pakistan) Limited,838,PROPERTY,500,1,6,0.014406294797716249,209157453.0,278876604.0,10.0,9676.0
303,PAEL,Pak Elektron Limited,803,CABLE & ELECTRICAL GOODS,1,1,12,0.18099559485209363,428006078.0,856012155.0,10.0,
304,PAKD,Pak Datacom Limited,828,TECHNOLOGY & COMMUNICATION,500,1,6,0.0068339105263968995,4150724.0,11859210.0,10.0,2207.0
305,PAKL,Pak Leather Crafts Limited,816,LEATHER & TANNERIES,500,1,6,0.0007316098989700586,1020000.0,3400000.0,10.0,504.0
306,PAKOXY,Pakistan Oxygen Limited,805,CHEMICAL,500,1,12,0.08954839414417674,21781057.0,87124171.0,10.0,
307,PAKRI,Pakistan Reinsurance Company Limited,812,INSURANCE,500,1,12,0.10445356598874772,225000000.0,900000000.0,10.0,
308,PAKT,Pakistan Tobacco Company Limited,832,TOBACCO,1,1,12,2.368611751792985,12589809.0,255493792.0,10.0,
309,PASL,Pervez Ahmed Consultancy Services Ltd.,813,INV. BANKS / INV. COS. / SECURITIES COS.,500,1,6,0.002178117317953192,186154897.0,186568487.0,10.0,6416.0
310,PASM,Paramount Spinning Mills Limited,829,TEXTILE COMPOSITE,500,1,3,0.0007229395570937144,8676164.0,17352330.0,10.0,2888.0
311,PCAL,Pakistan Cables Limited,803,CABLE & ELECTRICAL GOODS,1,1,6,0.0569284239999748,12376686.0,54457418.0,10.0,2290.0
312,PGLC,Pak-Gulf Leasing Company Limited,815,LEASING COMPANIES,500,1,6,0.004454358935238136,9894222.0,49471110.0,10.0,386.0
313,PHDL,Pakistan Hotels Developers Limited,818,MISCELLANEOUS,1,1,6,0.005815337257019827,9000000.0,18000000.0,10.0,608.0
314,PICT,Pakistan International Container,833,TRANSPORT,500,1,12,0.03451497599550891,21830630.0,109153152.0,10.0,
315,PIL,PICIC Insurance Limited,812,INSURANCE,500,1,12,0.0005341332178546527,34668541.0,35000000.0,10.0,
316,PIM,Popular Islamic Modaraba,819,MODARABAS,500,1,6,0.0017916354221753207,1000000.0,20000000.0,10.0,1001.0
317,PINL,Premier Insurance Limited,812,INSURANCE,500,1,12,0.0023458813378347855,22754297.0,50565105.0,10.0,
318,PIOC,Pioneer Cement Limited,804,CEMENT,1,1,6,0.37880246106139137,102216957.0,227148793.0,10.0,6792.0
319,PKGI,The Pakistan General Insurance Co. Ltd.,812,INSURANCE,500,1,12,0.0038152372703903763,17500000.0,50000000.0,10.0,
320,PKGP,Pakgen Power Limited,824,POWER GENERATION & DISTRIBUTION,500,1,12,0.31622554136201847,148832636.0,372081591.0,10.0,
321,PKGS,Packages Limited,822,"PAPER, BOARD & PACKAGING",1,1,12,0.4161544796668135,26813851.0,89379504.0,10.0,
322,PMI,First Prudential Modaraba,819,MODARABAS,500,1,6,0.002952086469625786,77635006.0,129391676.0,10.0,15503.0
323,PMRS,The Premier Sugar Mills,826,SUGAR & ALLIED INDUSTRIES,1,1,9,0.013281603985682977,364448.0,3750000.0,10.0,
324,PNSC,Pakistan National Shipping Corporation,833,TRANSPORT,1,1,6,0.5115871974904501,11709973.0,198095040.0,10.0,15828.0
325,POL,Pakistan Oilfields Limited,820,OIL & GAS EXPLORATION COMPANIES,1,1,6,1.253759662202756,129925469.0,283855104.0,10.0,9124.0
326,POML,Punjab Oil Mills Limited,834,VANASPATI & ALLIED INDUSTRIES,1,1,6,0.006240044700913096,3105015.0,7762500.0,10.0,1190.0
327,POWER,Power Cement Limited,804,CEMENT,500,1,6,0.06321495421678619,444807395.0,1112018487.0,10.0,9799.0
328,PPL,Pakistan Petroleum Limited,820,OIL & GAS EXPLORATION COMPANIES,1,1,6,3.470829277930095,668167049.0,2720967548.0,10.0,29064.0
329,PPP,Pakistan Paper Products Limited,822,"PAPER, BOARD & PACKAGING",500,1,6,0.0047937693255001,4000000.0,8000000.0,10.0,807.0
330,PPVC,Pakistan PVC Limited,805,CHEMICAL,500,1,6,0.0011664764422098046,2533180.0,14958000.0,10.0,570.0
331,PREMA,At-Tahur Limited,810,FOOD & PERSONAL CARE PRODUCTS,500,1,6,0.04160796574939184,54657256.0,218639430.0,10.0,2380.0
332,PRET,Premium Textile Mills Limited,830,TEXTILE SPINNING,1,1,6,0.01773749849287865,1848900.0,6163000.0,10.0,788.0
333,PRL,Pakistan Refinery Limited,825,REFINERY,1,1,6,0.12897714811536298,227225765.0,630000000.0,10.0,16935.0
334,PRWM,Prosperity Weaving Mills Limited,831,TEXTILE WEAVING,500,1,6,0.00493539093297699,2772000.0,18480000.0,10.0,547.0
335,PSEL,Pakistan Services Limited,818,MISCELLANEOUS,1,1,6,0.20273205281252737,24393128.0,32524250.0,10.0,
336,PSO,Pakistan State Oil Company Limited,821,OIL & GAS MARKETING COMPANIES,1,1,6,1.0480388767374935,211262985.0,469473300.0,10.0,23871.0
337,PSX,Pakistan Stock Exchange Limited,813,INV. BANKS / INV. COS. / SECURITIES COS.,500,1,6,0.12078402412879749,480885960.0,801476600.0,10.0,2786.0
338,PSYL,Pakistan Synthetics Limited,827,SYNTHETIC & RAYON,500,1,6,0.03135859015026974,13869900.0,138699000.0,10.0,1405.0
339,PTC,Pakistan Telecommunication Company Ltd,828,TECHNOLOGY & COMMUNICATION,1,1,12,0.5958184318707967,593201087.0,3774000000.0,10.0,
340,PTL,Panther Tyres Ltd.,802,AUTOMOBILE PARTS & ACCESSORIES,500,1,6,0.05634037181930877,42000000.0,168000000.0,10.0,3735.0
341,QUET,Quetta Textile Mills Limited,829,TEXTILE COMPOSITE,500,1,6,0.0022805199260031435,8450000.0,13000000.0,10.0,388.0
342,QUICE,Quice Food Industries Limited,810,FOOD & PERSONAL CARE PRODUCTS,500,1,6,0.005131450522344369,68923280.0,98461828.0,10.0,4278.0
343,RCML,Reliance Cotton Spinning Mills Limited,830,TEXTILE SPINNING,1,1,6,0.05099922887653085,1029200.0,10292000.0,10.0,474.0
344,REDCO,Redco Textiles Limited,829,TEXTILE COMPOSITE,500,1,6,0.00574344294115754,7275200.0,49292600.0,10.0,760.0
345,REWM,Reliance Weaving Mills Limited,829,TEXTILE COMPOSITE,500,1,6,0.032124347936085505,6162187.0,30810938.0,10.0,1505.0
346,RICL,Reliance Insurance Company Limited,812,INSURANCE,500,1,12,0.006463226184810673,46576564.0,66537948.0,10.0,
347,RMPL,Rafhan Maize Products Company Limited,810,FOOD & PERSONAL CARE PRODUCTS,1,1,12,0.5661154591268139,786692.0,9236400.0,10.0,
348,RPL,Roshan Packages Limited,822,"PAPER, BOARD & PACKAGING",500,1,6,0.019262377561221473,44394332.0,141900000.0,10.0,5230.0
349,RUBY,Ruby Textile Mills Limited,830,TEXTILE SPINNING,500,1,6,0.0030120601129577976,2610720.0,52214400.0,10.0,939.0
350,RUPL,Rupali Polyester Limited,827,SYNTHETIC & RAYON,500,1,6,0.004533681853806753,10220554.0,34068500.0,10.0,671.0
351,SAIF,Saif Textile Mills Limited,830,TEXTILE SPINNING,500,1,6,0.0028216014539746313,13206440.0,26412900.0,10.0,1405.0
352,SANE,Salman Noman Enterprises Limited,830,TEXTILE SPINNING,500,1,6,0.0002750708280789613,1563463.0,4467036.0,10.0,761.0
353,SANSM,Sanghar Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,500,1,9,0.002036372515625488,5973000.0,11946000.0,10.0,
354,SAPT,Sapphire Textile Mills Limited,829,TEXTILE COMPOSITE,1,1,6,0.1952940096640195,2168979.0,21689791.0,10.0,430.0
355,SARC,Sardar Chemical Industries Limited,805,CHEMICAL,500,1,6,0.001510833959074589,2700000.0,6000000.0,10.0,1681.0
356,SASML,Sindh Abadgars Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,500,1,9,0.00284303469391223,1563750.0,10425000.0,10.0,
357,SAZEW,Sazgar Engineering Works Limited,801,AUTOMOBILE ASSEMBLER,1,1,6,0.4768117620640154,21156087.0,60445961.0,10.0,5009.0
358,SBL,Samba Bank Limited,807,COMMERCIAL BANKS,500,1,12,0.07901059496629277,100823865.0,1008238648.0,10.0,
359,SCBPL,Standard Chartered Bank (Pak) Ltd,807,COMMERCIAL BANKS,500,1,12,1.5352993477027916,193579251.0,3871585021.0,10.0,
360,SCL,Shield Corporation Limited,810,FOOD & PERSONAL CARE PRODUCTS,1,1,6,0.008165233457547749,195000.0,3900000.0,10.0,366.0
361,SEARL,The Searle Company Limited,823,PHARMACEUTICALS,1,1,6,0.3806542449019261,255747212.0,511494426.0,10.0,18334.0
362,SEL,Sitara Energy Limited,824,POWER GENERATION & DISTRIBUTION,500,1,6,0.0016024912192584475,10500600.0,19092000.0,10.0,1225.0
363,SEPL,Security Papers Limited,822,"PAPER, BOARD & PACKAGING",1,1,6,0.06565236657203727,23702394.0,59255985.0,10.0,1931.0
364,SERT,Service Industries Textiles Limited,830,TEXTILE SPINNING,500,1,6,0.0011235966514295986,2068135.0,13787567.0,10.0,1307.0
365,SFL,Sapphire Fibres Limited,829,TEXTILE COMPOSITE,1,1,6,0.18928345907724253,2067188.0,20671875.0,10.0,625.0
366,SGABL,SG.Allied Businesses Limited,827,SYNTHETIC & RAYON,1,1,3,0.014421596882075623,0.0,15000000.0,10.0,
367,SGF,Service GlobalFootwear Limited,816,LEATHER & TANNERIES,500,1,12,0.16644453696550002,41211280.0,206056400.0,10.0,
368,SGPL,S.G. Power Limited,824,POWER GENERATION & DISTRIBUTION,500,1,6,0.0012165174605110228,3232280.0,17833200.0,10.0,
369,SHCM,Shadman Cotton Mills Limited,830,TEXTILE SPINNING,500,1,6,0.00412209820805519,881836.0,17636800.0,10.0,
370,SHDT,Shadab Textile Mills Limited,830,TEXTILE SPINNING,500,1,6,0.0029728481420372628,7470000.0,16600000.0,10.0,456.0
371,SHEL,Shell Pakistan Limited,821,OIL & GAS MARKETING COMPANIES,1,1,12,0.2809765298190399,53506166.0,214024662.0,10.0,
372,SHEZ,Shezan International Limited,810,FOOD & PERSONAL CARE PRODUCTS,1,1,6,0.007980201956794669,3865224.0,9663060.0,10.0,955.0
373,SHFA,Shifa International Hospitals Limited,818,MISCELLANEOUS,1,1,6,0.19314006189050342,28446472.0,63214383.0,10.0,2431.0
374,SHJS,Shahtaj Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,500,1,9,0.00915411744172607,4804438.0,12011200.0,10.0,
375,SHNI,Shaheen Insurance Company Limited,812,INSURANCE,500,1,12,0.0028988554304153116,16888640.0,64500000.0,10.0,
376,SHSML,Shahmurad Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,1,1,9,0.06574572005138245,7391532.0,21118663.0,10.0,
377,SIBL,Security Investment Bank Limited,813,INV. BANKS / INV. COS. / SECURITIES COS.,500,1,12,0.0022837390750280835,17744578.0,59148593.0,10.0,
378,SIEM,Siemens (Pakistan) Engineering,803,CABLE & ELECTRICAL GOODS,1,1,9,0.09314155484940297,2061759.0,8247037.0,10.0,
379,SINDM,Sindh Modaraba,819,MODARABAS,500,1,6,0.0035161226683917707,4500000.0,45000000.0,10.0,860.0
380,SITC,Sitara Chemical Industries Limited,805,CHEMICAL,1,1,6,0.047004722527134786,7500292.0,21429524.0,10.0,1716.0
381,SKRS,Sakrand Sugar Mills Limited,826,SUGAR & ALLIED INDUSTRIES,500,1,9,0.0036937875854094935,12481471.0,44616000.0,10.0,
382,SLCL,Security Leasing Corporation Limited,815,LEASING COMPANIES,500,1,6,0.0002769862258303413,10890000.0,36300000.0,10.0,405.0
383,SLL,SME Leasing Limited,815,LEASING COMPANIES,500,1,9,0.0004150978150184729,9600000.0,32000000.0,10.0,
