"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"FOREIGN CORPORATES ","S0005","Cement","REGULAR","1,219,386","37,632,025","(66,419)","(3,215,206)","1,152,967","34,416,818","121,185"
"FOREIGN CORPORATES ","S0007","Fertilizer","REGULAR","86,000","8,890,072","(13,500)","(666,480)","72,500","8,223,592","28,956"
"FOREIGN CORPORATES ","S0019","Oil and Gas Exploration Companies","REGULAR","40,830","13,095,456","(11,467)","(1,200,469)","29,363","11,894,987","41,883"
"FOREIGN CORPORATES ","S0020","Oil and Gas Marketing Companies","REGULAR","0","0","(10,818)","(1,233,620)","(10,818)","(1,233,620)","(4,343)"
"FOREIGN CORPORATES ","S0023","Power Generation and Distribution","REGULAR","0","0","(705,165)","(15,496,823)","(705,165)","(15,496,823)","(54,566)"
"FOREIGN CORPORATES ","S0026","Commercial Banks","REGULAR","1,238,785","89,248,427","(2,853,389)","(73,699,119)","(1,614,604)","15,549,307","54,751"
"FOREIGN CORPORATES ","S0028","Technology and Communication","REGULAR","0","0","(4,355)","(1,942,994)","(4,355)","(1,942,994)","(6,841)"
"FOREIGN CORPORATES ","S0029","Textile Composite","REGULAR","0","0","(1,149,840)","(65,466,660)","(1,149,840)","(65,466,660)","(230,516)"
"FOREIGN CORPORATES ","S1111","All other Sectors","REGULAR","123,239","47,534,101","(48,234)","(2,505,059)","75,005","45,029,041","158,552"
"","","","TOTAL","2,708,240","196,400,081","(4,863,187)","(165,426,430)","(2,154,947)","30,973,648","109,061"
"FOREIGN INDIVIDUAL","S0028","Technology and Communication","FUTURE CONTRACT-MAY","2,000","158,880","0","0","2,000","158,880","559"
"","","","TOTAL","2,000","158,880","0","0","2,000","158,880","559"
"OVERSEAS PAKISTANI","S0005","Cement","FUTURE CONTRACT-MAY","615,000","32,291,635","(483,000)","(26,648,260)","132,000","5,643,375","19,871"
"OVERSEAS PAKISTANI","S0007","Fertilizer","FUTURE CONTRACT-MAY","2,000","537,840","0","0","2,000","537,840","1,893"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","FUTURE CONTRACT-MAY","235,000","3,126,835","(174,500)","(2,288,690)","60,500","838,145","2,951"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","FUTURE CONTRACT-MAY","61,500","5,210,710","(62,000)","(4,992,150)","(500)","218,560","769"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","FUTURE CONTRACT-MAY","293,000","7,985,550","(221,500)","(9,794,485)","71,500","(1,808,935)","(6,369)"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","FUTURE CONTRACT-MAY","32,000","1,943,930","(26,000)","(278,590)","6,000","1,665,340","5,863"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","FUTURE CONTRACT-MAY","107,500","4,638,695","(21,500)","(542,735)","86,000","4,095,960","14,422"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","FUTURE CONTRACT-MAY","137,500","6,430,105","(55,500)","(6,350,135)","82,000","79,970","281"
"OVERSEAS PAKISTANI","S1111","All other Sectors","FUTURE CONTRACT-MAY","316,500","7,938,435","(588,000)","(16,347,815)","(271,500)","(8,409,380)","(29,610)"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","OFF-MARKET","0","0","(5,000)","(358,500)","(5,000)","(358,500)","(1,262)"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","OFF-MARKET","0","0","(275,000)","(343,750)","(275,000)","(343,750)","(1,210)"
"OVERSEAS PAKISTANI","S0005","Cement","REGULAR","1,314,353","51,779,376","(1,248,493)","(59,939,930)","65,860","(8,160,553)","(28,734)"
"OVERSEAS PAKISTANI","S0007","Fertilizer","REGULAR","185,951","20,706,987","(293,101)","(37,230,339)","(107,150)","(16,523,351)","(58,180)"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","REGULAR","1,176,894","18,351,436","(1,076,610)","(12,333,165)","100,284","6,018,271","21,191"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","REGULAR","349,552","26,831,239","(193,206)","(15,595,128)","156,346","11,236,110","39,563"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","REGULAR","728,995","29,040,643","(1,207,422)","(38,857,259)","(478,427)","(9,816,616)","(34,565)"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","REGULAR","640,729","22,099,585","(638,476)","(14,577,043)","2,253","7,522,541","26,487"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","REGULAR","1,278,232","95,626,760","(2,063,750)","(104,104,558)","(785,518)","(8,477,797)","(29,851)"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","REGULAR","1,721,814","33,842,520","(1,414,654)","(39,709,915)","307,160","(5,867,394)","(20,659)"
"OVERSEAS PAKISTANI","S0029","Textile Composite","REGULAR","62,713","3,658,066","(157,632)","(6,781,172)","(94,919)","(3,123,106)","(10,996)"
"OVERSEAS PAKISTANI","S1111","All other Sectors","REGULAR","2,283,087","43,371,870","(7,242,773)","(119,316,945)","(4,959,686)","(75,945,075)","(267,412)"
"","","","TOTAL","11,542,320","415,412,217","(17,448,117)","(516,390,564)","(5,905,797)","(100,978,345)","(355,557)"
" ","---","---","GRAND-TOTAL","14,252,560","611,971,184","(22,311,304)","(681,817,003)","(8,058,744)","(69,845,818)","(245,935)"
