"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"FOREIGN CORPORATES ","S0005","Cement","REGULAR","49,515","1,479,901","(302,000)","(14,891,215)","(252,485)","(13,411,314)","(47,557)"
"FOREIGN CORPORATES ","S0007","Fertilizer","REGULAR","24,315","2,610,305","(1,202,810)","(143,397,278)","(1,178,495)","(140,786,972)","(499,244)"
"FOREIGN CORPORATES ","S0019","Oil and Gas Exploration Companies","REGULAR","575,739","50,811,130","(11,492)","(891,042)","564,247","49,920,088","177,021"
"FOREIGN CORPORATES ","S0023","Power Generation and Distribution","REGULAR","0","0","(65,000)","(1,644,334)","(65,000)","(1,644,334)","(5,830)"
"FOREIGN CORPORATES ","S0026","Commercial Banks","REGULAR","209,024","15,625,062","(589,920)","(43,359,155)","(380,896)","(27,734,093)","(98,347)"
"FOREIGN CORPORATES ","S0028","Technology and Communication","REGULAR","32,557","15,333,153","0","0","32,557","15,333,153","54,372"
"FOREIGN CORPORATES ","S0029","Textile Composite","REGULAR","19,383","1,073,553","(57,000)","(3,159,696)","(37,617)","(2,086,142)","(7,397)"
"FOREIGN CORPORATES ","S1111","All other Sectors","REGULAR","85,267","12,180,607","(120,000)","(7,016,768)","(34,733)","5,163,839","18,311"
"","","","TOTAL","995,800","99,113,711","(2,348,222)","(214,359,488)","(1,352,422)","(115,245,775)","(408,671)"
"FOREIGN INDIVIDUAL","S0005","Cement","FUTURE CONTRACT-MAR","1,000","418,500","0","0","1,000","418,500","1,484"
"FOREIGN INDIVIDUAL","S0028","Technology and Communication","FUTURE CONTRACT-MAR","0","0","(1,000)","(473,500)","(1,000)","(473,500)","(1,679)"
"FOREIGN INDIVIDUAL","S0007","Fertilizer","REGULAR","0","0","(35,200)","(10,208,000)","(35,200)","(10,208,000)","(36,198)"
"","","","TOTAL","1,000","418,500","(36,200)","(10,681,500)","(35,200)","(10,263,000)","(36,393)"
"OVERSEAS PAKISTANI","S0005","Cement","FUTURE CONTRACT-APR","2,000","143,820","(1,000)","(66,490)","1,000","77,330","274"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","FUTURE CONTRACT-APR","0","0","(5,000)","(92,450)","(5,000)","(92,450)","(327)"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","FUTURE CONTRACT-APR","500","33,440","(10,500)","(1,377,500)","(10,000)","(1,344,060)","(4,766)"
"OVERSEAS PAKISTANI","S1111","All other Sectors","FUTURE CONTRACT-APR","0","0","(500)","(86,000)","(500)","(86,000)","(304)"
"OVERSEAS PAKISTANI","S0005","Cement","FUTURE CONTRACT-MAR","473,500","22,948,595","(139,500)","(6,484,215)","334,000","16,464,380","58,384"
"OVERSEAS PAKISTANI","S0007","Fertilizer","FUTURE CONTRACT-MAR","4,000","1,011,220","0","0","4,000","1,011,220","3,585"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","FUTURE CONTRACT-MAR","808,500","11,501,375","(1,643,500)","(23,967,995)","(835,000)","(12,466,620)","(44,207)"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","FUTURE CONTRACT-MAR","166,500","14,790,515","(80,000)","(6,983,335)","86,500","7,807,180","27,685"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","FUTURE CONTRACT-MAR","239,500","7,999,805","(31,500)","(2,218,850)","208,000","5,780,955","20,499"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","FUTURE CONTRACT-MAR","500","34,350","(500)","(34,830)","0","(480)","(1)"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","FUTURE CONTRACT-MAR","20,000","81,800","0","0","20,000","81,800","290"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","FUTURE CONTRACT-MAR","166,000","16,022,285","(274,500)","(17,503,900)","(108,500)","(1,481,615)","(5,253)"
"OVERSEAS PAKISTANI","S0029","Textile Composite","FUTURE CONTRACT-MAR","500","27,750","(8,500)","(474,005)","(8,000)","(446,255)","(1,582)"
"OVERSEAS PAKISTANI","S1111","All other Sectors","FUTURE CONTRACT-MAR","245,000","14,917,035","(449,000)","(20,973,960)","(204,000)","(6,056,925)","(21,478)"
"OVERSEAS PAKISTANI","S1111","All other Sectors","OFF-MARKET","1,500","19,905","(2,000)","(13,940)","(500)","5,965","21"
"OVERSEAS PAKISTANI","S0005","Cement","REGULAR","762,013","18,434,239","(1,624,926)","(48,150,363)","(862,913)","(29,716,123)","(105,376)"
"OVERSEAS PAKISTANI","S0007","Fertilizer","REGULAR","189,640","20,635,819","(254,577)","(31,962,160)","(64,937)","(11,326,341)","(40,164)"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","REGULAR","2,450,389","31,070,883","(2,904,211)","(36,366,776)","(453,822)","(5,295,893)","(18,779)"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","REGULAR","236,428","23,097,947","(173,877)","(15,852,050)","62,551","7,245,896","25,694"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","REGULAR","371,513","10,120,735","(298,915)","(10,833,648)","72,598","(712,913)","(2,528)"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","REGULAR","471,393","5,659,428","(212,786)","(3,755,636)","258,607","1,903,792","6,751"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","REGULAR","3,330,404","37,144,737","(1,045,765)","(15,057,790)","2,284,639","22,086,946","78,322"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","REGULAR","2,129,160","22,453,497","(3,960,476)","(29,819,964)","(1,831,316)","(7,366,467)","(26,122)"
"OVERSEAS PAKISTANI","S0029","Textile Composite","REGULAR","35,048","1,107,835","(43,451)","(1,543,890)","(8,403)","(436,054)","(1,546)"
"OVERSEAS PAKISTANI","S1111","All other Sectors","REGULAR","4,584,300","65,035,176","(4,128,094)","(62,743,916)","456,206","2,291,260","8,125"
"","","","TOTAL","16,688,288","324,292,191","(17,293,078)","(336,363,663)","(604,790)","(12,071,472)","(42,803)"
" ","---","---","GRAND-TOTAL","17,685,088","423,824,411","(19,677,500)","(561,404,658)","(1,992,412)","(137,580,246)","(487,873)"
