"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"FOREIGN CORPORATES ","S0026","Commercial Banks","OFF-MARKET","126,742","14,472,668","(126,742)","(14,472,668)","0","0","0"
"FOREIGN CORPORATES ","S0028","Technology and Communication","OFF-MARKET","431,200","199,192,585","(5,498,200)","(235,842,565)","(5,067,000)","(36,649,980)","(135,740)"
"FOREIGN CORPORATES ","S0005","Cement","REGULAR","525,075","39,020,969","0","0","525,075","39,020,969","144,522"
"FOREIGN CORPORATES ","S0007","Fertilizer","REGULAR","452,685","67,534,239","(115,500)","(9,137,853)","337,185","58,396,386","216,282"
"FOREIGN CORPORATES ","S0019","Oil and Gas Exploration Companies","REGULAR","1,191,667","136,747,010","0","0","1,191,667","136,747,010","506,470"
"FOREIGN CORPORATES ","S0020","Oil and Gas Marketing Companies","REGULAR","180,625","23,513,037","0","0","180,625","23,513,037","87,085"
"FOREIGN CORPORATES ","S0023","Power Generation and Distribution","REGULAR","376,350","24,542,427","(28,386)","(1,540,619)","347,964","23,001,808","85,191"
"FOREIGN CORPORATES ","S0026","Commercial Banks","REGULAR","431,205","37,720,649","(24,661)","(1,871,355)","406,544","35,849,294","132,775"
"FOREIGN CORPORATES ","S0028","Technology and Communication","REGULAR","196,250","22,587,365","(224,600)","(103,852,891)","(28,350)","(81,265,525)","(300,983)"
"FOREIGN CORPORATES ","S0029","Textile Composite","REGULAR","0","0","(54,000)","(2,869,442)","(54,000)","(2,869,442)","(10,627)"
"FOREIGN CORPORATES ","S1111","All other Sectors","REGULAR","34,155","11,721,946","(131,371)","(7,831,558)","(97,216)","3,890,387","14,408"
"","","","TOTAL","3,945,954","577,052,895","(6,203,460)","(377,418,951)","(2,257,506)","199,633,944","739,383"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","FUTURE CONTRACT-APR","0","0","(500)","(43,500)","(500)","(43,500)","(161)"
"OVERSEAS PAKISTANI","S0005","Cement","FUTURE CONTRACT-FEB","90,000","4,635,780","(145,000)","(6,894,630)","(55,000)","(2,258,850)","(8,366)"
"OVERSEAS PAKISTANI","S0007","Fertilizer","FUTURE CONTRACT-FEB","62,000","18,776,460","(52,500)","(16,122,980)","9,500","2,653,480","9,827"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","FUTURE CONTRACT-FEB","1,500","21,120","(3,000)","(42,250)","(1,500)","(21,130)","(78)"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","FUTURE CONTRACT-FEB","196,000","14,783,115","(194,000)","(15,713,240)","2,000","(930,125)","(3,444)"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","FUTURE CONTRACT-FEB","7,500","757,835","(22,000)","(1,177,735)","(14,500)","(419,900)","(1,555)"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","FUTURE CONTRACT-FEB","10,000","660,000","(3,000)","(68,175)","7,000","591,825","2,191"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","FUTURE CONTRACT-FEB","18,500","619,010","(4,000)","(226,700)","14,500","392,310","1,453"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","FUTURE CONTRACT-FEB","74,500","7,547,430","(139,500)","(16,812,615)","(65,000)","(9,265,185)","(34,315)"
"OVERSEAS PAKISTANI","S0029","Textile Composite","FUTURE CONTRACT-FEB","12,000","573,390","(1,500)","(32,655)","10,500","540,735","2,002"
"OVERSEAS PAKISTANI","S1111","All other Sectors","FUTURE CONTRACT-FEB","301,500","13,077,895","(330,500)","(16,513,980)","(29,000)","(3,436,085)","(12,726)"
"OVERSEAS PAKISTANI","S0007","Fertilizer","OFF-MARKET","1,125,000","349,360,000","(1,125,000)","(343,935,000)","0","5,425,000","20,092"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","OFF-MARKET","0","0","(870,000)","(102,312,000)","(870,000)","(102,312,000)","(378,933)"
"OVERSEAS PAKISTANI","S0005","Cement","REGULAR","357,657","11,331,851","(363,461)","(15,562,690)","(5,804)","(4,230,838)","(15,669)"
"OVERSEAS PAKISTANI","S0007","Fertilizer","REGULAR","677,307","192,261,569","(313,196)","(63,191,529)","364,111","129,070,040","478,037"
