"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"FOREIGN CORPORATES ","S0005","Cement","REGULAR","221,460","5,344,749","0","0","221,460","5,344,749","18,819"
"FOREIGN CORPORATES ","S0007","Fertilizer","REGULAR","23,153","6,366,140","0","0","23,153","6,366,140","22,415"
"FOREIGN CORPORATES ","S0019","Oil and Gas Exploration Companies","REGULAR","998,435","107,468,651","(99,140)","(8,295,708)","899,295","99,172,943","349,200"
"FOREIGN CORPORATES ","S0023","Power Generation and Distribution","REGULAR","0","0","(42,000)","(1,009,871)","(42,000)","(1,009,871)","(3,555)"
"FOREIGN CORPORATES ","S0026","Commercial Banks","REGULAR","0","0","(18,522)","(1,242,029)","(18,522)","(1,242,029)","(4,373)"
"FOREIGN CORPORATES ","S0029","Textile Composite","REGULAR","916","48,456","0","0","916","48,456","170"
"FOREIGN CORPORATES ","S1111","All other Sectors","REGULAR","694","36,020","(500)","(175,965)","194","(139,944)","(492)"
"","","","TOTAL","1,244,658","119,264,016","(160,162)","(10,723,573)","1,084,496","108,540,444","382,184"
"OVERSEAS PAKISTANI","S0005","Cement","FUTURE CONTRACT-APR","81,000","4,259,970","(33,000)","(1,324,245)","48,000","2,935,725","10,337"
"OVERSEAS PAKISTANI","S0007","Fertilizer","FUTURE CONTRACT-APR","8,500","777,225","(2,500)","(31,625)","6,000","745,600","2,625"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","FUTURE CONTRACT-APR","11,500","113,410","(50,500)","(677,575)","(39,000)","(564,165)","(1,986)"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","FUTURE CONTRACT-APR","25,500","2,021,230","(71,000)","(5,931,370)","(45,500)","(3,910,140)","(13,768)"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","FUTURE CONTRACT-APR","29,500","2,374,400","(67,000)","(4,014,020)","(37,500)","(1,639,620)","(5,773)"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","FUTURE CONTRACT-APR","3,000","204,600","0","0","3,000","204,600","720"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","FUTURE CONTRACT-APR","1,500","145,425","(500)","(20,875)","1,000","124,550","438"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","FUTURE CONTRACT-APR","380,500","10,984,950","(919,500)","(27,524,410)","(539,000)","(16,539,460)","(58,237)"
"OVERSEAS PAKISTANI","S0029","Textile Composite","FUTURE CONTRACT-APR","0","0","(1,000)","(20,475)","(1,000)","(20,475)","(72)"
"OVERSEAS PAKISTANI","S1111","All other Sectors","FUTURE CONTRACT-APR","57,000","1,117,135","(234,500)","(5,136,855)","(177,500)","(4,019,720)","(14,153)"
"OVERSEAS PAKISTANI","S0029","Textile Composite","OFF-MARKET","150,000","130,500,000","0","0","150,000","130,500,000","459,507"
"OVERSEAS PAKISTANI","S1111","All other Sectors","OFF-MARKET","3,580,000","56,375,000","(183,538)","(6,974,444)","3,396,462","49,400,556","173,945"
"OVERSEAS PAKISTANI","S0005","Cement","REGULAR","177,161","9,632,386","(50,738)","(2,388,798)","126,423","7,243,587","25,505"
"OVERSEAS PAKISTANI","S0007","Fertilizer","REGULAR","91,511","9,221,890","(76,234)","(6,531,859)","15,277","2,690,030","9,471"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","REGULAR","87,070","1,322,312","(108,034)","(1,241,165)","(20,964)","81,147","285"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","REGULAR","85,385","9,144,715","(119,476)","(16,419,504)","(34,091)","(7,274,788)","(25,615)"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","REGULAR","345,582","7,252,457","(77,244)","(1,943,919)","268,338","5,308,537","18,692"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","REGULAR","162,228","4,524,210","(196,334)","(3,073,515)","(34,106)","1,450,694","5,108"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","REGULAR","553,367","6,525,396","(116,066)","(4,157,319)","437,301","2,368,077","8,338"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","REGULAR","1,010,322","17,871,414","(1,759,165)","(21,274,807)","(748,843)","(3,403,392)","(11,983)"
"OVERSEAS PAKISTANI","S0029","Textile Composite","REGULAR","18,267","381,017","(9,592)","(229,152)","8,675","151,864","534"
"OVERSEAS PAKISTANI","S1111","All other Sectors","REGULAR","1,917,223","25,524,484","(671,141)","(17,687,854)","1,246,082","7,836,629","27,593"
"","","","TOTAL","8,776,116","300,273,626","(4,747,062)","(126,603,786)","4,029,054","173,669,836","611,511"
" ","---","---","GRAND-TOTAL","10,020,774","419,537,650","(4,907,224)","(137,327,366)","5,113,550","282,210,283","993,698"
