"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"FOREIGN CORPORATES ","S0008","Food and Personal Care Products","OFF-MARKET","0","0","(31,125,476)","(2,645,665,460)","(31,125,476)","(2,645,665,460)","(9,315,723)"
"FOREIGN CORPORATES ","S0005","Cement","REGULAR","125,090","6,292,326","(10,632)","(4,884,883)","114,458","1,407,442","4,955"
"FOREIGN CORPORATES ","S0007","Fertilizer","REGULAR","168,467","14,431,553","(70,444)","(9,389,573)","98,023","5,041,979","17,753"
"FOREIGN CORPORATES ","S0019","Oil and Gas Exploration Companies","REGULAR","2,859","4,569,383","(76,732)","(10,948,445)","(73,873)","(6,379,061)","(22,461)"
"FOREIGN CORPORATES ","S0020","Oil and Gas Marketing Companies","REGULAR","0","0","(19,764)","(2,271,174)","(19,764)","(2,271,174)","(7,997)"
"FOREIGN CORPORATES ","S0023","Power Generation and Distribution","REGULAR","0","0","(220,812)","(8,189,970)","(220,812)","(8,189,970)","(28,837)"
"FOREIGN CORPORATES ","S0026","Commercial Banks","REGULAR","2,497,305","192,394,958","(1,079,119)","(76,259,011)","1,418,186","116,135,946","408,929"
"FOREIGN CORPORATES ","S0028","Technology and Communication","REGULAR","0","0","(2,665,340)","(55,393,085)","(2,665,340)","(55,393,085)","(195,046)"
"FOREIGN CORPORATES ","S0029","Textile Composite","REGULAR","0","0","(14,500)","(823,090)","(14,500)","(823,090)","(2,898)"
"FOREIGN CORPORATES ","S1111","All other Sectors","REGULAR","10,830","5,614,867","(814,443)","(70,254,099)","(803,613)","(64,639,231)","(227,602)"
"","","","TOTAL","2,804,551","223,303,087","(36,097,262)","(2,884,078,790)","(33,292,711)","(2,660,775,704)","(9,368,927)"
"FOREIGN INDIVIDUAL","S0028","Technology and Communication","FUTURE CONTRACT-MAY","2,000","875,500","(2,000)","(873,010)","0","2,490","8"
"FOREIGN INDIVIDUAL","S0005","Cement","REGULAR","16,000","476,077","(6,000)","(270,190)","10,000","205,887","724"
