"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"FOREIGN CORPORATES ","S0005","Cement","REGULAR","0","0","(89,426)","(13,668,347)","(89,426)","(13,668,347)","(47,624)"
"FOREIGN CORPORATES ","S0007","Fertilizer","REGULAR","0","0","(142,273)","(16,678,805)","(142,273)","(16,678,805)","(58,114)"
"FOREIGN CORPORATES ","S0019","Oil and Gas Exploration Companies","REGULAR","61,243","4,114,017","(100,732)","(13,578,729)","(39,489)","(9,464,711)","(32,978)"
"FOREIGN CORPORATES ","S0020","Oil and Gas Marketing Companies","REGULAR","0","0","(43,953)","(3,928,313)","(43,953)","(3,928,313)","(13,687)"
"FOREIGN CORPORATES ","S0023","Power Generation and Distribution","REGULAR","0","0","(140,386)","(5,560,607)","(140,386)","(5,560,607)","(19,374)"
"FOREIGN CORPORATES ","S0026","Commercial Banks","REGULAR","850,890","58,117,915","(467,086)","(41,555,172)","383,804","16,562,743","57,709"
"FOREIGN CORPORATES ","S0028","Technology and Communication","REGULAR","0","0","(14,820)","(3,044,259)","(14,820)","(3,044,259)","(10,607)"
"FOREIGN CORPORATES ","S0029","Textile Composite","REGULAR","0","0","(45,217)","(2,569,752)","(45,217)","(2,569,752)","(8,953)"
"FOREIGN CORPORATES ","S1111","All other Sectors","REGULAR","2,526","2,354,232","(139,305)","(7,452,844)","(136,779)","(5,098,612)","(17,765)"
"","","","TOTAL","914,659","64,586,164","(1,183,198)","(108,036,828)","(268,539)","(43,450,663)","(151,393)"
"FOREIGN INDIVIDUAL","S0028","Technology and Communication","FUTURE CONTRACT-JUN","0","0","(500)","(38,120)","(500)","(38,120)","(132)"
"","","","TOTAL","0","0","(500)","(38,120)","(500)","(38,120)","(132)"
"OVERSEAS PAKISTANI","S0005","Cement","FUTURE CONTRACT-JUL","52,000","5,495,880","(8,500)","(2,800,375)","43,500","2,695,505","9,392"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","FUTURE CONTRACT-JUL","1,000","15,100","(2,000)","(30,340)","(1,000)","(15,240)","(53)"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","FUTURE CONTRACT-JUL","32,000","2,170,160","(11,500)","(794,800)","20,500","1,375,360","4,792"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","FUTURE CONTRACT-JUL","331,000","33,895,705","(142,000)","(15,911,035)","189,000","17,984,670","62,664"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","FUTURE CONTRACT-JUL","0","0","(1,000)","(1,610)","(1,000)","(1,610)","(5)"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","FUTURE CONTRACT-JUL","138,000","10,168,930","(29,500)","(2,875,170)","108,500","7,293,760","25,413"
"OVERSEAS PAKISTANI","S0029","Textile Composite","FUTURE CONTRACT-JUL","14,500","838,770","0","0","14,500","838,770","2,922"
"OVERSEAS PAKISTANI","S1111","All other Sectors","FUTURE CONTRACT-JUL","1,142,500","10,954,040","(265,500)","(2,974,235)","877,000","7,979,805","27,804"
"OVERSEAS PAKISTANI","S0005","Cement","FUTURE CONTRACT-JUN","113,000","6,837,715","(96,000)","(11,379,710)","17,000","(4,541,995)","(15,825)"
"OVERSEAS PAKISTANI","S0007","Fertilizer","FUTURE CONTRACT-JUN","500","129,000","(500)","(130,000)","0","(1,000)","(3)"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","FUTURE CONTRACT-JUN","25,500","288,215","(139,500)","(2,014,530)","(114,000)","(1,726,315)","(6,015)"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","FUTURE CONTRACT-JUN","108,500","6,818,265","(70,000)","(4,913,090)","38,500","1,905,175","6,638"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","FUTURE CONTRACT-JUN","137,000","14,096,440","(214,500)","(17,825,120)","(77,500)","(3,728,680)","(12,991)"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","FUTURE CONTRACT-JUN","1,000","1,580","(5,500)","(146,365)","(4,500)","(144,785)","(504)"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","FUTURE CONTRACT-JUN","23,000","334,100","(15,500)","(85,075)","7,500","249,025","867"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","FUTURE CONTRACT-JUN","82,500","6,529,120","(259,500)","(18,155,245)","(177,000)","(11,626,125)","(40,509)"
"OVERSEAS PAKISTANI","S0029","Textile Composite","FUTURE CONTRACT-JUN","2,000","114,410","(14,500)","(730,875)","(12,500)","(616,465)","(2,147)"
"OVERSEAS PAKISTANI","S1111","All other Sectors","FUTURE CONTRACT-JUN","255,500","3,491,670","(1,472,000)","(14,900,895)","(1,216,500)","(11,409,225)","(39,753)"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","OFF-MARKET","599,139","23,852,430","0","0","599,139","23,852,430","83,109"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","OFF-MARKET","125,712","17,668,835","0","0","125,712","17,668,835","61,563"
"OVERSEAS PAKISTANI","S0005","Cement","REGULAR","98,184","8,932,391","(101,558)","(9,101,355)","(3,374)","(168,964)","(588)"
"OVERSEAS PAKISTANI","S0007","Fertilizer","REGULAR","82,335","5,979,779","(45,222)","(5,255,706)","37,113","724,072","2,522"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","REGULAR","236,454","3,510,209","(175,748)","(2,775,991)","60,706","734,217","2,558"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","REGULAR","183,283","17,744,173","(251,908)","(17,107,728)","(68,625)","636,445","2,217"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","REGULAR","377,330","30,353,066","(305,866)","(22,971,474)","71,464","7,381,592","25,719"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","REGULAR","239,578","4,266,380","(259,058)","(5,130,148)","(19,480)","(863,767)","(3,009)"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","REGULAR","672,763","26,006,658","(2,108,296)","(40,670,039)","(1,435,533)","(14,663,381)","(51,091)"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","REGULAR","486,667","16,075,541","(315,987)","(19,558,180)","170,680","(3,482,638)","(12,134)"
"OVERSEAS PAKISTANI","S0029","Textile Composite","REGULAR","95,819","3,535,626","(83,763)","(2,677,280)","12,056","858,345","2,990"
