"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"FOREIGN CORPORATES ","S0026","Commercial Banks","OFF-MARKET","1,175,000","153,043,750","(1,175,000)","(153,043,750)","0","0","0"
"FOREIGN CORPORATES ","S1111","All other Sectors","OFF-MARKET","6,500","348,400","0","0","6,500","348,400","2,219"
"FOREIGN CORPORATES ","S0005","Cement","REGULAR","20,150","6,993,139","(596,700)","(15,415,779)","(576,550)","(8,422,640)","(53,647)"
"FOREIGN CORPORATES ","S0007","Fertilizer","REGULAR","1,232,900","113,093,679","(317,500)","(20,749,190)","915,400","92,344,489","588,181"
"FOREIGN CORPORATES ","S0019","Oil and Gas Exploration Companies","REGULAR","1,654,050","209,578,539","(210,840)","(48,656,374)","1,443,210","160,922,165","1,024,981"
"FOREIGN CORPORATES ","S0020","Oil and Gas Marketing Companies","REGULAR","0","0","(216,000)","(12,601,560)","(216,000)","(12,601,560)","(80,264)"
"FOREIGN CORPORATES ","S0023","Power Generation and Distribution","REGULAR","287,500","20,510,520","(205,000)","(1,007,500)","82,500","19,503,020","124,223"
"FOREIGN CORPORATES ","S0026","Commercial Banks","REGULAR","1,636,600","221,934,825","(2,648,512)","(264,855,737)","(1,011,912)","(42,920,912)","(273,381)"
"FOREIGN CORPORATES ","S0028","Technology and Communication","REGULAR","0","0","(583,500)","(7,471,680)","(583,500)","(7,471,680)","(47,590)"
"FOREIGN CORPORATES ","S0029","Textile Composite","REGULAR","0","0","(204,000)","(14,062,433)","(204,000)","(14,062,433)","(89,569)"
"FOREIGN CORPORATES ","S1111","All other Sectors","REGULAR","1,641,120","32,175,431","(629,983)","(19,677,255)","1,011,137","12,498,176","79,606"
"","","","TOTAL","7,653,820","757,678,283","(6,787,035)","(557,541,258)","866,785","200,137,025","1,274,759"
"FOREIGN INDIVIDUAL","S0026","Commercial Banks","REGULAR","20,000","589,790","0","0","20,000","589,790","3,756"
"","","","TOTAL","20,000","589,790","0","0","20,000","589,790","3,756"
"OVERSEAS PAKISTANI","S0005","Cement","FUTURE CONTRACT-SEP","2,031,000","49,183,850","(1,240,000)","(35,413,700)","791,000","13,770,150","87,707"
"OVERSEAS PAKISTANI","S0007","Fertilizer","FUTURE CONTRACT-SEP","12,000","1,154,100","(25,000)","(2,182,710)","(13,000)","(1,028,610)","(6,551)"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","FUTURE CONTRACT-SEP","29,500","304,265","(35,500)","(365,000)","(6,000)","(60,735)","(386)"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","FUTURE CONTRACT-SEP","32,000","3,774,450","(105,000)","(12,681,905)","(73,000)","(8,907,455)","(56,735)"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","FUTURE CONTRACT-SEP","31,500","3,751,975","(59,000)","(5,218,990)","(27,500)","(1,467,015)","(9,344)"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","FUTURE CONTRACT-SEP","1,000","28,100","(3,000)","(216,000)","(2,000)","(187,900)","(1,196)"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","FUTURE CONTRACT-SEP","2,000","258,010","(17,000)","(2,205,595)","(15,000)","(1,947,585)","(12,405)"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","FUTURE CONTRACT-SEP","226,500","4,563,975","(289,500)","(3,801,105)","(63,000)","762,870","4,859"
"OVERSEAS PAKISTANI","S1111","All other Sectors","FUTURE CONTRACT-SEP","644,500","26,296,915","(490,500)","(22,365,015)","154,000","3,931,900","25,043"
"OVERSEAS PAKISTANI","S0005","Cement","REGULAR","507,245","10,850,259","(533,500)","(12,115,693)","(26,255)","(1,265,434)","(8,060)"
"OVERSEAS PAKISTANI","S0007","Fertilizer","REGULAR","299,701","21,246,330","(99,941)","(8,362,076)","199,760","12,884,254","82,065"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","REGULAR","104,842","1,482,791","(86,100)","(1,527,513)","18,742","(44,722)","(284)"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","REGULAR","123,416","15,396,612","(199,942)","(24,993,782)","(76,526)","(9,597,170)","(61,128)"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","REGULAR","114,768","7,997,732","(120,662)","(9,735,270)","(5,894)","(1,737,538)","(11,067)"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","REGULAR","41,501","2,337,518","(84,423)","(4,154,851)","(42,922)","(1,817,333)","(11,575)"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","REGULAR","132,458","2,306,305","(513,871)","(3,742,454)","(381,413)","(1,436,149)","(9,147)"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","REGULAR","93,000","1,400,295","(156,560)","(1,535,105)","(63,560)","(134,810)","(858)"
"OVERSEAS PAKISTANI","S0029","Textile Composite","REGULAR","35,000","1,086,125","(34,000)","(2,081,695)","1,000","(995,570)","(6,341)"
"OVERSEAS PAKISTANI","S1111","All other Sectors","REGULAR","694,377","29,863,954","(812,800)","(23,911,052)","(118,423)","5,952,902","37,916"
"","","","TOTAL","5,156,308","183,283,561","(4,906,299)","(176,609,511)","250,009","6,674,050","42,513"
" ","---","---","GRAND-TOTAL","12,830,128","941,551,634","(11,693,334)","(734,150,768)","1,136,794","207,400,866","1,321,024"
