"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"FOREIGN CORPORATES ","S0026","Commercial Banks","OFF-MARKET","14,869","2,398,815","0","0","14,869","2,398,815","13,707"
"FOREIGN CORPORATES ","S0005","Cement","REGULAR","23,828","16,399,618","(1,251,100)","(42,240,867)","(1,227,272)","(25,841,249)","(147,664)"
"FOREIGN CORPORATES ","S0019","Oil and Gas Exploration Companies","REGULAR","40,700","14,958,719","(116,951)","(20,126,147)","(76,251)","(5,167,428)","(29,528)"
"FOREIGN CORPORATES ","S0026","Commercial Banks","REGULAR","496,304","72,222,972","(106,000)","(3,804,600)","390,304","68,418,372","390,962"
"FOREIGN CORPORATES ","S0028","Technology and Communication","REGULAR","65,001","11,721,133","(377,406)","(264,056,642)","(312,405)","(252,335,509)","(1,441,917)"
"FOREIGN CORPORATES ","S0029","Textile Composite","REGULAR","1,500","138,703","0","0","1,500","138,703","792"
"FOREIGN CORPORATES ","S1111","All other Sectors","REGULAR","34,005","2,494,705","(413,710)","(100,879,970)","(379,705)","(98,385,265)","(562,201)"
"","","","TOTAL","676,207","120,334,665","(2,265,167)","(431,108,226)","(1,588,960)","(310,773,561)","(1,775,849)"
"FOREIGN INDIVIDUAL","S0029","Textile Composite","REGULAR","5,000","397,600","0","0","5,000","397,600","2,272"
"FOREIGN INDIVIDUAL","S1111","All other Sectors","REGULAR","0","0","(300,000)","(4,505,001)","(300,000)","(4,505,001)","(25,742)"
"","","","TOTAL","5,000","397,600","(300,000)","(4,505,001)","(295,000)","(4,107,401)","(23,470)"
"OVERSEAS PAKISTANI","S1111","All other Sectors","FUTURE CONTRACT-APR","0","0","(2,500)","(152,500)","(2,500)","(152,500)","(871)"
"OVERSEAS PAKISTANI","S0005","Cement","FUTURE CONTRACT-FEB","15,500","1,042,210","(8,500)","(721,320)","7,000","320,890","1,833"
"OVERSEAS PAKISTANI","S0007","Fertilizer","FUTURE CONTRACT-FEB","6,500","543,100","(3,000)","(654,465)","3,500","(111,365)","(636)"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","FUTURE CONTRACT-FEB","287,500","9,564,220","(117,500)","(3,398,615)","170,000","6,165,605","35,232"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","FUTURE CONTRACT-FEB","14,500","1,304,325","(26,000)","(2,343,880)","(11,500)","(1,039,555)","(5,940)"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","FUTURE CONTRACT-FEB","198,500","37,034,040","(42,500)","(7,579,295)","156,000","29,454,745","168,312"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","FUTURE CONTRACT-FEB","10,000","400,925","(19,500)","(953,315)","(9,500)","(552,390)","(3,156)"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","FUTURE CONTRACT-FEB","76,000","773,600","(2,500)","(134,000)","73,500","639,600","3,654"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","FUTURE CONTRACT-FEB","775,000","50,734,050","(1,044,500)","(63,820,345)","(269,500)","(13,086,295)","(74,778)"
"OVERSEAS PAKISTANI","S0029","Textile Composite","FUTURE CONTRACT-FEB","11,000","331,990","(106,000)","(1,540,090)","(95,000)","(1,208,100)","(6,903)"
"OVERSEAS PAKISTANI","S1111","All other Sectors","FUTURE CONTRACT-FEB","689,000","29,039,620","(974,500)","(36,814,560)","(285,500)","(7,774,940)","(44,428)"
"OVERSEAS PAKISTANI","S0005","Cement","REGULAR","186,618","6,783,678","(43,729)","(4,897,734)","142,889","1,885,944","10,776"
"OVERSEAS PAKISTANI","S0007","Fertilizer","REGULAR","514,861","45,780,893","(76,469)","(7,289,196)","438,392","38,491,696","219,952"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","REGULAR","334,036","9,197,684","(276,458)","(7,383,799)","57,578","1,813,884","10,365"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","REGULAR","97,235","14,965,694","(56,498)","(13,361,374)","40,737","1,604,319","9,167"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","REGULAR","591,968","51,771,630","(212,252)","(31,418,706)","379,716","20,352,923","116,302"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","REGULAR","611,927","15,585,337","(667,367)","(12,381,970)","(55,440)","3,203,366","18,304"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","REGULAR","521,033","20,266,223","(1,146,879)","(24,192,439)","(625,846)","(3,926,216)","(22,435)"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","REGULAR","3,224,040","97,122,728","(3,217,447)","(116,663,218)","6,593","(19,540,490)","(111,659)"
"OVERSEAS PAKISTANI","S0029","Textile Composite","REGULAR","293,302","6,170,416","(363,912)","(10,711,937)","(70,610)","(4,541,520)","(25,951)"
"OVERSEAS PAKISTANI","S1111","All other Sectors","REGULAR","3,946,317","113,868,506","(3,296,975)","(143,238,586)","649,342","(29,370,080)","(167,829)"
"","","","TOTAL","12,404,837","512,280,869","(11,704,986)","(489,651,344)","699,851","22,629,521","129,311"
" ","---","---","GRAND-TOTAL","13,086,044","633,013,142","(14,270,153)","(925,264,580)","(1,184,109)","(292,251,438)","(1,670,008)"
