"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"FOREIGN CORPORATES ","S0005","Cement","REGULAR","450,000","25,608,262","(37,300)","(1,155,790)","412,700","24,452,472","102,311"
"FOREIGN CORPORATES ","S0007","Fertilizer","REGULAR","100","23,350","(344,141)","(72,168,177)","(344,041)","(72,144,827)","(301,861)"
"FOREIGN CORPORATES ","S0019","Oil and Gas Exploration Companies","REGULAR","333,067","24,283,516","(636)","(441,268)","332,431","23,842,247","99,758"
"FOREIGN CORPORATES ","S0023","Power Generation and Distribution","REGULAR","0","0","(54,985)","(2,035,334)","(54,985)","(2,035,334)","(8,516)"
"FOREIGN CORPORATES ","S0026","Commercial Banks","REGULAR","0","0","(98,049)","(5,034,312)","(98,049)","(5,034,312)","(21,064)"
"FOREIGN CORPORATES ","S0028","Technology and Communication","REGULAR","0","0","(1,700)","(644,816)","(1,700)","(644,816)","(2,697)"
"FOREIGN CORPORATES ","S1111","All other Sectors","REGULAR","0","0","(121,076)","(8,056,946)","(121,076)","(8,056,946)","(33,711)"
"","","","TOTAL","783,167","49,915,128","(657,887)","(89,536,643)","125,280","(39,621,516)","(165,780)"
"OVERSEAS PAKISTANI","S0005","Cement","FUTURE CONTRACT-OCT","42,500","3,567,360","(10,000)","(68,000)","32,500","3,499,360","14,641"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","FUTURE CONTRACT-OCT","0","0","(30,500)","(642,125)","(30,500)","(642,125)","(2,686)"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","FUTURE CONTRACT-OCT","3,000","219,000","0","0","3,000","219,000","916"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","FUTURE CONTRACT-OCT","2,000","61,440","0","0","2,000","61,440","257"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","FUTURE CONTRACT-OCT","37,000","4,327,450","(166,000)","(19,850,295)","(129,000)","(15,522,845)","(64,949)"
"OVERSEAS PAKISTANI","S1111","All other Sectors","FUTURE CONTRACT-OCT","277,000","1,493,500","0","0","277,000","1,493,500","6,248"
"OVERSEAS PAKISTANI","S0005","Cement","FUTURE CONTRACT-SEP","139,500","11,021,260","(198,500)","(11,997,660)","(59,000)","(976,400)","(4,085)"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","FUTURE CONTRACT-SEP","337,000","7,369,650","(311,000)","(6,827,600)","26,000","542,050","2,267"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","FUTURE CONTRACT-SEP","64,500","4,350,780","(19,000)","(1,362,015)","45,500","2,988,765","12,505"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","FUTURE CONTRACT-SEP","25,000","4,005,195","(28,500)","(1,406,955)","(3,500)","2,598,240","10,871"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","FUTURE CONTRACT-SEP","10,500","62,490","(62,000)","(816,550)","(51,500)","(754,060)","(3,155)"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","FUTURE CONTRACT-SEP","170,000","256,860","(500)","(40,750)","169,500","216,110","904"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","FUTURE CONTRACT-SEP","551,500","48,645,025","(621,000)","(58,232,340)","(69,500)","(9,587,315)","(40,114)"
"OVERSEAS PAKISTANI","S0029","Textile Composite","FUTURE CONTRACT-SEP","53,500","1,051,280","(3,000)","(106,410)","50,500","944,870","3,953"
"OVERSEAS PAKISTANI","S1111","All other Sectors","FUTURE CONTRACT-SEP","647,000","17,047,740","(873,500)","(17,259,315)","(226,500)","(211,575)","(885)"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","OFF-MARKET","2,500,000","17,575,000","0","0","2,500,000","17,575,000","73,535"
"OVERSEAS PAKISTANI","S1111","All other Sectors","OFF-MARKET","0","0","(106,000)","(4,770,000)","(106,000)","(4,770,000)","(19,958)"
"OVERSEAS PAKISTANI","S0005","Cement","REGULAR","642,666","19,961,822","(172,479)","(9,036,565)","470,187","10,925,257","45,712"
"OVERSEAS PAKISTANI","S0007","Fertilizer","REGULAR","78,690","5,996,277","(73,675)","(5,542,931)","5,015","453,345","1,896"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","REGULAR","380,073","6,643,400","(1,033,807)","(15,843,023)","(653,734)","(9,199,622)","(38,492)"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","REGULAR","222,881","19,378,061","(179,987)","(13,217,646)","42,894","6,160,414","25,775"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","REGULAR","1,038,563","23,175,335","(319,498)","(12,698,749)","719,065","10,476,586","43,835"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","REGULAR","1,389,368","8,035,064","(587,424)","(17,902,902)","801,944","(9,867,837)","(41,288)"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","REGULAR","461,608","4,403,207","(568,707)","(24,089,913)","(107,099)","(19,686,705)","(82,371)"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","REGULAR","3,755,111","76,414,116","(2,841,285)","(69,316,651)","913,826","7,097,464","29,696"
"OVERSEAS PAKISTANI","S0029","Textile Composite","REGULAR","789,405","11,819,454","(59,505)","(1,814,178)","729,900","10,005,276","41,863"
"OVERSEAS PAKISTANI","S1111","All other Sectors","REGULAR","3,121,906","53,914,279","(2,348,898)","(51,565,874)","773,008","2,348,405","9,825"
"","","","TOTAL","16,740,271","350,795,045","(10,614,765)","(344,408,447)","6,125,506","6,386,598","26,716"
" ","---","---","GRAND-TOTAL","17,523,438","400,710,180","(11,272,652)","(433,945,096)","6,250,786","(33,234,915)","(139,058)"
