"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"FOREIGN CORPORATES ","S0028","Technology and Communication","FUTURE CONTRACT-FEB","114,000","9,876,470","0","0","114,000","9,876,470","55,485"
"FOREIGN CORPORATES ","S0028","Technology and Communication","FUTURE CONTRACT-JAN","0","0","(114,000)","(9,835,495)","(114,000)","(9,835,495)","(55,255)"
"FOREIGN CORPORATES ","S0005","Cement","REGULAR","6,000","104,490","0","0","6,000","104,490","587"
"FOREIGN CORPORATES ","S0007","Fertilizer","REGULAR","101,600","9,471,522","(490,460)","(43,098,820)","(388,860)","(33,627,297)","(188,917)"
"FOREIGN CORPORATES ","S0019","Oil and Gas Exploration Companies","REGULAR","106,100","15,494,502","(86,345)","(22,976,206)","19,755","(7,481,704)","(42,032)"
"FOREIGN CORPORATES ","S0023","Power Generation and Distribution","REGULAR","2,748","153,402","0","0","2,748","153,402","861"
"FOREIGN CORPORATES ","S0026","Commercial Banks","REGULAR","32,166","4,233,626","(446,935)","(57,215,869)","(414,769)","(52,982,242)","(297,653)"
"FOREIGN CORPORATES ","S0028","Technology and Communication","REGULAR","0","0","(30,779)","(22,918,907)","(30,779)","(22,918,907)","(128,757)"
"FOREIGN CORPORATES ","S0029","Textile Composite","REGULAR","8,000","655,898","(32,000)","(2,622,040)","(24,000)","(1,966,141)","(11,045)"
"FOREIGN CORPORATES ","S1111","All other Sectors","REGULAR","139,289","264,424,000","(48,604)","(31,438,968)","90,685","232,985,031","1,308,904"
"","","","TOTAL","509,903","304,413,910","(1,249,123)","(190,106,305)","(739,220)","114,307,607","642,178"
"FOREIGN INDIVIDUAL","S1111","All other Sectors","FUTURE CONTRACT-FEB","3,000","444,750","0","0","3,000","444,750","2,498"
"FOREIGN INDIVIDUAL","S1111","All other Sectors","REGULAR","145,000","555,300","0","0","145,000","555,300","3,119"
"","","","TOTAL","148,000","1,000,050","0","0","148,000","1,000,050","5,617"
"OVERSEAS PAKISTANI","S0005","Cement","FUTURE CONTRACT-FEB","27,000","2,166,475","(4,000)","(345,850)","23,000","1,820,625","10,228"
"OVERSEAS PAKISTANI","S0007","Fertilizer","FUTURE CONTRACT-FEB","39,000","2,061,885","(6,000)","(140,940)","33,000","1,920,945","10,791"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","FUTURE CONTRACT-FEB","3,636,000","97,657,155","(861,000)","(28,722,790)","2,775,000","68,934,365","387,271"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","FUTURE CONTRACT-FEB","130,000","11,019,505","(7,000)","(609,100)","123,000","10,410,405","58,485"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","FUTURE CONTRACT-FEB","12,500","2,109,040","(11,000)","(2,079,450)","1,500","29,590","166"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","FUTURE CONTRACT-FEB","500","17,325","(3,500)","(120,925)","(3,000)","(103,600)","(582)"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","FUTURE CONTRACT-FEB","10,000","380,000","0","0","10,000","380,000","2,134"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","FUTURE CONTRACT-FEB","1,892,500","151,762,590","(1,293,500)","(106,384,730)","599,000","45,377,860","254,931"
"OVERSEAS PAKISTANI","S0029","Textile Composite","FUTURE CONTRACT-FEB","391,000","14,525,170","(189,500)","(8,541,470)","201,500","5,983,700","33,616"
"OVERSEAS PAKISTANI","S1111","All other Sectors","FUTURE CONTRACT-FEB","3,806,000","41,145,450","(855,500)","(31,870,205)","2,950,500","9,275,245","52,108"
