"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"BANKS / DFI","S0023","Power Generation and Distribution","FUT","0","0","(100,000)","(6,847,330)","(100,000)","(6,847,330)","(30,983)"
"BANKS / DFI","S0028","Technology and Communication","FUT","58,000","4,638,200","0","0","58,000","4,638,200","20,987"
"BANKS / DFI","S1111","All other Sectors","FUT","0","0","(90,000)","(15,806,060)","(90,000)","(15,806,060)","(71,520)"
"BANKS / DFI","S0005","Cement","REG","182,000","34,006,852","(100,000)","(7,300,000)","82,000","26,706,852","120,845"
"BANKS / DFI","S0007","Fertilizer","REG","1,000","240,600","(21,789)","(1,361,688)","(20,789)","(1,121,088)","(5,072)"
"BANKS / DFI","S0019","Oil and Gas Exploration Companies","REG","38,500","2,051,343","(7,000)","(2,838,100)","31,500","(786,756)","(3,559)"
"BANKS / DFI","S0020","Oil and Gas Marketing Companies","REG","502,500","26,767,688","(2,078,507)","(44,616,799)","(1,576,007)","(17,849,111)","(80,765)"
"BANKS / DFI","S0023","Power Generation and Distribution","REG","20,000","55,800","(595,745)","(22,497,945)","(575,745)","(22,442,145)","(101,548)"
"BANKS / DFI","S0026","Commercial Banks","REG","840,520","50,422,677","(397,683)","(25,186,062)","442,837","25,236,614","114,192"
"BANKS / DFI","S0028","Technology and Communication","REG","5,000","591,745","(449,600)","(6,539,205)","(444,600)","(5,947,459)","(26,911)"
"BANKS / DFI","S0029","Textile Composite","REG","0","0","(50,000)","(3,122,317)","(50,000)","(3,122,317)","(14,128)"
"BANKS / DFI","S1111","All other Sectors","REG","1,140,298","82,202,380","(385,366)","(23,032,852)","754,932","59,169,527","267,735"
"","","","TOTAL","2,787,818","200,977,285","(4,275,690)","(159,148,358)","(1,487,872)","41,828,927","189,273"
"BROKER PROPRIETARY TRADING","S0005","Cement","FUT","694,000","54,707,565","(600,500)","(40,786,675)","93,500","13,920,890","62,990"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","FUT","2,000","322,475","(5,500)","(637,070)","(3,500)","(314,595)","(1,423)"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","FUT","225,000","3,886,680","(406,500)","(6,031,565)","(181,500)","(2,144,885)","(9,705)"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","FUT","661,000","47,194,125","(554,000)","(37,958,910)","107,000","9,235,215","41,788"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","FUT","1,050,500","102,040,665","(1,073,500)","(66,942,775)","(23,000)","35,097,890","158,813"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","FUT","158,000","7,369,015","(181,500)","(3,993,230)","(23,500)","3,375,785","15,275"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","FUT","569,000","24,451,115","(645,500)","(27,196,275)","(76,500)","(2,745,160)","(12,421)"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","FUT","4,426,500","252,420,455","(5,371,500)","(241,451,745)","(945,000)","10,968,710","49,632"
"BROKER PROPRIETARY TRADING","S0029","Textile Composite","FUT","13,500","600,665","(35,000)","(1,715,515)","(21,500)","(1,114,850)","(5,044)"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","FUT","4,848,000","257,167,745","(4,650,000)","(141,527,185)","198,000","115,640,560","523,260"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","GEM","0","0","(20,000)","(185,000)","(20,000)","(185,000)","(837)"
"BROKER PROPRIETARY TRADING","S0005","Cement","ODL","0","0","(38)","(237)","(38)","(237)","(1)"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","ODL","0","0","(21)","(139)","(21)","(139)","0"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","ODL","0","0","(6)","(56)","(6)","(56)","0"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","ODL","227","2,898","(778)","(21,269)","(551)","(18,371)","(83)"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","OMKT","15,000","112,800","(500,000)","(3,625,000)","(485,000)","(3,512,200)","(15,892)"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","OMKT","200,000","4,000,000","0","0","200,000","4,000,000","18,099"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","OMKT","5,000,000","7,250,000","0","0","5,000,000","7,250,000","32,805"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","OMKT","0","0","(50,000)","(2,000,000)","(50,000)","(2,000,000)","(9,049)"
"BROKER PROPRIETARY TRADING","S0005","Cement","REG","1,813,186","92,865,603","(1,664,075)","(85,849,350)","149,111","7,016,253","31,747"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","REG","58,037","5,700,778","(117,861)","(13,239,234)","(59,824)","(7,538,455)","(34,110)"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","REG","742,899","10,946,219","(737,133)","(18,428,045)","5,766","(7,481,826)","(33,854)"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","REG","605,722","48,094,876","(852,935)","(69,558,639)","(247,213)","(21,463,763)","(97,121)"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","REG","9,565,646","168,127,568","(9,328,210)","(147,790,420)","237,436","20,337,147","92,023"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","REG","825,587","18,839,163","(604,276)","(17,359,682)","221,311","1,479,481","6,694"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","REG","1,422,080","46,730,897","(1,207,534)","(40,417,939)","214,546","6,312,957","28,565"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","REG","8,511,941","327,677,093","(9,255,224)","(368,308,806)","(743,283)","(40,631,713)","(183,853)"
"BROKER PROPRIETARY TRADING","S0029","Textile Composite","REG","113,685","3,698,050","(118,185)","(4,078,792)","(4,500)","(380,741)","(1,722)"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","REG","13,572,733","298,173,976","(13,011,586)","(309,094,290)","561,147","(10,920,313)","(49,413)"
"","","","TOTAL","55,094,243","1,782,380,426","(50,991,362)","(1,648,197,843)","4,102,881","134,182,584","607,163"
"COMPANIES","S0007","Fertilizer","FUT","0","0","(500)","(119,500)","(500)","(119,500)","(540)"
"COMPANIES","S0019","Oil and Gas Exploration Companies","FUT","120,500","8,600,690","(296,500)","(20,921,170)","(176,000)","(12,320,480)","(55,748)"
"COMPANIES","S0026","Commercial Banks","FUT","290,000","10,273,500","(342,500)","(11,826,765)","(52,500)","(1,553,265)","(7,028)"
"COMPANIES","S0028","Technology and Communication","FUT","28,000","3,137,390","(20,500)","(2,281,990)","7,500","855,400","3,870"
"COMPANIES","S1111","All other Sectors","FUT","75,000","1,387,000","(30,500)","(639,680)","44,500","747,320","3,381"
"COMPANIES","S1111","All other Sectors","GEM","0","0","(1,000)","(49,000)","(1,000)","(49,000)","(221)"
"COMPANIES","S0020","Oil and Gas Marketing Companies","OMKT","500,000","3,625,000","0","0","500,000","3,625,000","16,402"
"COMPANIES","S0028","Technology and Communication","OMKT","0","0","(5,000,000)","(7,250,000)","(5,000,000)","(7,250,000)","(32,805)"
"COMPANIES","S1111","All other Sectors","OMKT","0","0","(10,000,000)","(49,500,000)","(10,000,000)","(49,500,000)","(223,981)"
"COMPANIES","S0005","Cement","REG","4,000","57,320","(9,812)","(1,393,339)","(5,812)","(1,336,019)","(6,045)"
"COMPANIES","S0007","Fertilizer","REG","51,163","5,478,498","(36,213)","(5,727,111)","14,950","(248,613)","(1,124)"
"COMPANIES","S0008","Food and Personal Care Products","REG","0","0","(5,000)","(350,480)","(5,000)","(350,480)","(1,585)"
"COMPANIES","S0019","Oil and Gas Exploration Companies","REG","266,800","21,746,871","(16,230)","(4,793,067)","250,570","16,953,804","76,714"
"COMPANIES","S0020","Oil and Gas Marketing Companies","REG","386,379","17,472,380","(787,720)","(9,235,274)","(401,341)","8,237,106","37,271"
"COMPANIES","S0023","Power Generation and Distribution","REG","125,167","1,648,650","(181,600)","(8,469,023)","(56,433)","(6,820,372)","(30,861)"
"COMPANIES","S0026","Commercial Banks","REG","416,900","27,697,636","(652,000)","(18,761,728)","(235,100)","8,935,907","40,433"
"COMPANIES","S0028","Technology and Communication","REG","97,495","8,065,625","(53,095)","(3,337,940)","44,400","4,727,684","21,392"
"COMPANIES","S0029","Textile Composite","REG","127,128","8,165,660","(90,696)","(5,644,904)","36,432","2,520,756","11,406"
"COMPANIES","S1111","All other Sectors","REG","974,494","21,823,991","(2,579,034)","(48,456,143)","(1,604,540)","(26,632,151)","(120,507)"
