Symbol,Date,Open,High,Low,Close,Volume
APOT,01-Jan-2014,16.56,16.56,16.56,16.56,2000
APOT,02-Jan-2014,15.70,15.70,15.65,15.65,2000
APOT,03-Jan-2014,14.65,14.85,14.65,14.65,1000
APOT,06-Jan-2014,14.65,14.65,13.70,13.70,2000
APOT,07-Jan-2014,12.70,14.70,12.70,14.05,1500
APOT,08-Jan-2014,13.05,13.05,13.05,13.05,500
APOT,09-Jan-2014,12.30,14.00,12.30,14.00,3000
APOT,10-Jan-2014,15.00,15.00,13.10,13.10,2000
APOT,15-Jan-2014,12.47,14.46,12.47,13.55,2000
APOT,16-Jan-2014,14.55,14.55,14.55,14.55,1000
APOT,17-Jan-2014,15.55,15.55,15.55,15.55,500
APOT,20-Jan-2014,16.55,16.55,16.55,16.55,500
APOT,21-Jan-2014,17.55,17.55,15.55,16.10,6000
APOT,22-Jan-2014,17.10,17.10,17.10,17.10,1000
APOT,23-Jan-2014,18.10,18.10,18.10,18.10,1000
APOT,24-Jan-2014,19.10,19.10,19.10,19.10,2000
APOT,28-Jan-2014,20.97,20.97,20.97,20.97,1500
APOT,29-Jan-2014,22.01,22.01,22.01,22.01,1500
APOT,30-Jan-2014,23.01,23.11,23.01,23.11,1000
APOT,31-Jan-2014,24.26,24.26,24.26,24.26,500
APOT,03-Feb-2014,25.46,25.47,25.46,25.47,1000
APOT,07-Feb-2014,29.47,29.47,29.47,29.47,1000
APOT,10-Feb-2014,30.94,30.94,29.50,30.90,5500
APOT,11-Feb-2014,32.44,32.44,32.00,32.00,3000
APOT,12-Feb-2014,32.50,32.50,31.00,31.00,2000
APOT,17-Feb-2014,29.45,29.45,29.45,29.45,500
APOT,18-Feb-2014,27.98,27.98,27.98,27.98,500
APOT,19-Feb-2014,26.59,26.59,26.59,26.59,1000
APOT,21-Feb-2014,26.50,26.50,26.50,26.50,500
APOT,24-Feb-2014,25.18,25.18,25.18,25.18,500
APOT,25-Feb-2014,23.93,23.93,23.93,23.93,500
APOT,26-Feb-2014,22.74,22.74,22.74,22.74,500
