"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"FOREIGN CORPORATES ","S0005","Cement","FUTURE CONTRACT-APR","50,000","1,175,000","0","0","50,000","1,175,000","7,730"
"FOREIGN CORPORATES ","S0028","Technology and Communication","FUTURE CONTRACT-APR","219,000","1,314,000","0","0","219,000","1,314,000","8,644"
"FOREIGN CORPORATES ","S0029","Textile Composite","FUTURE CONTRACT-APR","30,000","1,406,000","0","0","30,000","1,406,000","9,250"
"FOREIGN CORPORATES ","S1111","All other Sectors","FUTURE CONTRACT-APR","75,000","4,116,440","0","0","75,000","4,116,440","27,081"
"FOREIGN CORPORATES ","S0007","Fertilizer","REGULAR","0","0","(267,166)","(19,102,461)","(267,166)","(19,102,461)","(125,674)"
"FOREIGN CORPORATES ","S0020","Oil and Gas Marketing Companies","REGULAR","0","0","(243,798)","(12,676,182)","(243,798)","(12,676,182)","(83,395)"
"FOREIGN CORPORATES ","S0023","Power Generation and Distribution","REGULAR","0","0","(1,112,000)","(73,951,417)","(1,112,000)","(73,951,417)","(486,522)"
"FOREIGN CORPORATES ","S0026","Commercial Banks","REGULAR","70,000","2,125,099","(378,533)","(31,447,562)","(308,533)","(29,322,464)","(192,910)"
"FOREIGN CORPORATES ","S0028","Technology and Communication","REGULAR","0","0","(62,700)","(12,885,050)","(62,700)","(12,885,050)","(84,770)"
"FOREIGN CORPORATES ","S0029","Textile Composite","REGULAR","0","0","(75,000)","(6,669,545)","(75,000)","(6,669,545)","(43,878)"
"FOREIGN CORPORATES ","S1111","All other Sectors","REGULAR","61,840","25,625,851","(821,600)","(26,424,358)","(759,760)","(798,507)","(5,253)"
"","","","TOTAL","505,840","35,762,390","(2,960,797)","(183,156,575)","(2,454,957)","(147,394,185)","(969,697)"
"FOREIGN INDIVIDUAL","S1111","All other Sectors","FUTURE CONTRACT-APR","0","0","(5,000)","(1,130,000)","(5,000)","(1,130,000)","(7,434)"
"FOREIGN INDIVIDUAL","S0007","Fertilizer","REGULAR","10,000","623,500","(500)","(31,225)","9,500","592,275","3,896"
"FOREIGN INDIVIDUAL","S0026","Commercial Banks","REGULAR","30,000","1,798,750","0","0","30,000","1,798,750","11,833"
"FOREIGN INDIVIDUAL","S0028","Technology and Communication","REGULAR","0","0","(5,000)","(6,250)","(5,000)","(6,250)","(41)"
"FOREIGN INDIVIDUAL","S1111","All other Sectors","REGULAR","0","0","(6,000)","(15,970)","(6,000)","(15,970)","(105)"
"","","","TOTAL","40,000","2,422,250","(16,500)","(1,183,445)","23,500","1,238,805","8,149"
"OVERSEAS PAKISTANI","S0005","Cement","FUTURE CONTRACT-APR","305,500","12,494,680","(81,500)","(6,850,310)","224,000","5,644,370","37,134"
"OVERSEAS PAKISTANI","S0007","Fertilizer","FUTURE CONTRACT-APR","51,000","8,971,250","(21,500)","(5,916,875)","29,500","3,054,375","20,094"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","FUTURE CONTRACT-APR","1,197,500","33,184,565","(1,352,500)","(38,035,855)","(155,000)","(4,851,290)","(31,916)"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","FUTURE CONTRACT-APR","3,000","283,015","0","0","3,000","283,015","1,861"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","FUTURE CONTRACT-APR","65,500","2,941,660","(57,500)","(1,647,460)","8,000","1,294,200","8,514"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","FUTURE CONTRACT-APR","21,500","1,244,070","(17,000)","(730,165)","4,500","513,905","3,380"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","FUTURE CONTRACT-APR","1,000","110,050","(2,500)","(293,760)","(1,500)","(183,710)","(1,208)"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","FUTURE CONTRACT-APR","3,354,500","436,038,520","(1,829,000)","(195,870,555)","1,525,500","240,167,965","1,580,052"
"OVERSEAS PAKISTANI","S0029","Textile Composite","FUTURE CONTRACT-APR","20,500","1,341,590","(274,000)","(9,300,710)","(253,500)","(7,959,120)","(52,362)"
"OVERSEAS PAKISTANI","S1111","All other Sectors","FUTURE CONTRACT-APR","973,500","105,988,700","(1,162,000)","(135,453,100)","(188,500)","(29,464,400)","(193,844)"
"OVERSEAS PAKISTANI","S0007","Fertilizer","OFF-MARKET","155,000","48,047,500","(155,000)","(48,047,500)","0","0","0"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","OFF-MARKET","0","0","(2,100,000)","(158,650,000)","(2,100,000)","(158,650,000)","(1,043,750)"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","OFF-MARKET","1,200,000","156,000,000","0","0","1,200,000","156,000,000","1,026,315"
"OVERSEAS PAKISTANI","S1111","All other Sectors","OFF-MARKET","1,563,000","50,915,000","0","0","1,563,000","50,915,000","334,967"
"OVERSEAS PAKISTANI","S0005","Cement","REGULAR","1,263,531","53,720,469","(1,118,632)","(76,649,284)","144,899","(22,928,815)","(150,847)"
"OVERSEAS PAKISTANI","S0007","Fertilizer","REGULAR","178,879","17,481,454","(319,318)","(40,194,125)","(140,439)","(22,712,670)","(149,425)"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","REGULAR","945,412","25,790,697","(852,260)","(20,085,852)","93,152","5,704,845","37,531"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","REGULAR","303,643","55,334,393","(68,252)","(7,313,984)","235,391","48,020,409","315,923"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","REGULAR","832,491","24,522,893","(1,078,840)","(19,345,080)","(246,349)","5,177,812","34,064"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","REGULAR","643,920","17,580,000","(467,556)","(10,643,392)","176,364","6,936,609","45,635"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","REGULAR","1,085,735","13,290,885","(4,353,472)","(8,405,486)","(3,267,737)","4,885,400","32,140"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","REGULAR","2,303,433","186,881,025","(2,947,807)","(213,225,771)","(644,374)","(26,344,746)","(173,320)"
"OVERSEAS PAKISTANI","S0029","Textile Composite","REGULAR","200,930","13,133,026","(182,130)","(10,550,805)","18,800","2,582,221","16,988"
"OVERSEAS PAKISTANI","S1111","All other Sectors","REGULAR","10,556,145","308,822,848","(15,147,725)","(325,391,422)","(4,591,580)","(16,568,573)","(109,003)"
"","","","TOTAL","27,225,619","1,574,118,291","(33,588,492)","(1,332,601,490)","(6,362,873)","241,516,800","1,588,923"
" ","---","---","GRAND-TOTAL","27,771,459","1,612,302,930","(36,565,789)","(1,516,941,510)","(8,794,330)","95,361,420","627,377"
