"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"FOREIGN CORPORATES ","S0005","Cement","REGULAR","42,000","38,036,488","(6,550)","(5,930,281)","35,450","32,106,207","203,203"
"FOREIGN CORPORATES ","S0007","Fertilizer","REGULAR","285,416","24,298,960","(132,810)","(22,229,941)","152,606","2,069,018","13,095"
"FOREIGN CORPORATES ","S0008","Food and Personal Care Products","REGULAR","4,500","489,500","0","0","4,500","489,500","3,098"
"FOREIGN CORPORATES ","S0019","Oil and Gas Exploration Companies","REGULAR","501,844","51,436,697","(27,456)","(5,320,295)","474,388","46,116,402","291,875"
"FOREIGN CORPORATES ","S0020","Oil and Gas Marketing Companies","REGULAR","356,780","48,556,694","(837,018)","(29,691,096)","(480,238)","18,865,598","119,402"
"FOREIGN CORPORATES ","S0023","Power Generation and Distribution","REGULAR","7,174","579,373","(428,073)","(20,105,912)","(420,899)","(19,526,538)","(123,585)"
"FOREIGN CORPORATES ","S0026","Commercial Banks","REGULAR","99,227","11,792,618","(452,598)","(46,423,135)","(353,371)","(34,630,517)","(219,180)"
"FOREIGN CORPORATES ","S0028","Technology and Communication","REGULAR","163,000","15,713,396","(49,900)","(21,017,612)","113,100","(5,304,215)","(33,570)"
"FOREIGN CORPORATES ","S0029","Textile Composite","REGULAR","4,000","394,350","(75,000)","(7,416,610)","(71,000)","(7,022,260)","(44,444)"
"FOREIGN CORPORATES ","S1111","All other Sectors","REGULAR","86,424","31,753,225","(878,941)","(30,009,233)","(792,517)","1,743,992","11,037"
"","","","TOTAL","1,550,365","223,051,301","(2,888,346)","(188,144,115)","(1,337,981)","34,907,187","220,931"
"FOREIGN INDIVIDUAL","S1111","All other Sectors","FUTURE CONTRACT-JUL","2,000","1,103,200","0","0","2,000","1,103,200","6,982"
"FOREIGN INDIVIDUAL","S0007","Fertilizer","FUTURE CONTRACT-JUN","0","0","(1,000)","(26,805)","(1,000)","(26,805)","(169)"
"FOREIGN INDIVIDUAL","S0008","Food and Personal Care Products","FUTURE CONTRACT-JUN","0","0","(20,000)","(857,700)","(20,000)","(857,700)","(5,428)"
"FOREIGN INDIVIDUAL","S0028","Technology and Communication","FUTURE CONTRACT-JUN","0","0","(2,500)","(430,000)","(2,500)","(430,000)","(2,721)"
"FOREIGN INDIVIDUAL","S1111","All other Sectors","FUTURE CONTRACT-JUN","0","0","(50,000)","(637,000)","(50,000)","(637,000)","(4,031)"
"FOREIGN INDIVIDUAL","S0005","Cement","REGULAR","9,000","104,450","0","0","9,000","104,450","661"
"FOREIGN INDIVIDUAL","S0007","Fertilizer","REGULAR","0","0","(100)","(30,025)","(100)","(30,025)","(190)"
"FOREIGN INDIVIDUAL","S0028","Technology and Communication","REGULAR","2,000","1,095,800","0","0","2,000","1,095,800","6,935"
"","","","TOTAL","13,000","2,303,450","(73,600)","(1,981,530)","(60,600)","321,920","2,039"
"OVERSEAS PAKISTANI","S0005","Cement","FUTURE CONTRACT-JUL","323,000","15,623,175","(17,000)","(2,434,430)","306,000","13,188,745","83,473"
"OVERSEAS PAKISTANI","S0007","Fertilizer","FUTURE CONTRACT-JUL","269,000","8,059,850","0","0","269,000","8,059,850","51,011"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","FUTURE CONTRACT-JUL","316,500","10,136,165","(1,639,500)","(71,306,515)","(1,323,000)","(61,170,350)","(387,154)"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","FUTURE CONTRACT-JUL","199,500","19,893,800","(56,000)","(5,632,615)","143,500","14,261,185","90,260"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","FUTURE CONTRACT-JUL","160,000","6,025,085","0","0","160,000","6,025,085","38,133"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","FUTURE CONTRACT-JUL","235,000","2,284,000","(5,000)","(21,150)","230,000","2,262,850","14,321"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","FUTURE CONTRACT-JUL","212,500","1,994,790","(2,000)","(17,160)","210,500","1,977,630","12,516"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","FUTURE CONTRACT-JUL","1,089,000","101,510,390","(1,071,000)","(134,157,100)","18,000","(32,646,710)","(206,624)"
