"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"BANKS / DFI","S1111","All other Sectors","ODL","0","0","(390)","(10,337)","(390)","(10,337)","(36)"
"BANKS / DFI","S0005","Cement","REG","1,975,000","167,079,936","(4,009,474)","(391,535,002)","(2,034,474)","(224,455,065)","(793,127)"
"BANKS / DFI","S0007","Fertilizer","REG","200,000","55,908,715","(452,500)","(34,251,929)","(252,500)","21,656,786","76,525"
"BANKS / DFI","S0008","Food and Personal Care Products","REG","0","0","(100,000)","(710,000)","(100,000)","(710,000)","(2,508)"
"BANKS / DFI","S0019","Oil and Gas Exploration Companies","REG","2,725,813","236,877,723","(66,252)","(22,412,538)","2,659,561","214,465,184","757,827"
"BANKS / DFI","S0020","Oil and Gas Marketing Companies","REG","855,000","77,385,951","(33,000)","(5,040,516)","822,000","72,345,434","255,637"
"BANKS / DFI","S0023","Power Generation and Distribution","REG","250,000","26,427,983","(681,607)","(63,500,731)","(431,607)","(37,072,748)","(130,999)"
"BANKS / DFI","S0026","Commercial Banks","REG","526,870","57,905,394","(767,478)","(65,144,041)","(240,608)","(7,238,646)","(25,578)"
"BANKS / DFI","S0028","Technology and Communication","REG","577,000","14,551,850","(1,672,540)","(45,660,225)","(1,095,540)","(31,108,375)","(109,923)"
"BANKS / DFI","S0029","Textile Composite","REG","838,000","43,295,056","(1,150,000)","(65,589,488)","(312,000)","(22,294,432)","(78,778)"
"BANKS / DFI","S1111","All other Sectors","REG","2,479,700","96,313,048","(2,199,046)","(66,062,324)","280,654","30,250,723","106,893"
"","","","TOTAL","10,427,383","775,745,656","(11,132,287)","(759,917,131)","(704,904)","15,828,524","55,933"
"BROKER PROPRIETARY TRADING","S0005","Cement","FUT","2,849,500","136,213,035","(4,714,000)","(252,453,240)","(1,864,500)","(116,240,205)","(410,742)"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","FUT","241,500","20,358,480","(155,000)","(22,063,100)","86,500","(1,704,620)","(6,023)"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","FUT","1,100,500","14,086,720","(1,639,500)","(19,140,250)","(539,000)","(5,053,530)","(17,856)"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","FUT","5,992,000","599,878,970","(4,827,500)","(476,427,250)","1,164,500","123,451,720","436,225"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","FUT","590,500","74,535,470","(702,500)","(76,837,365)","(112,000)","(2,301,895)","(8,133)"
