"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"FOREIGN CORPORATES ","S0005","Cement","OFF-MARKET","20,000","334,198","(20,000)","(334,198)","0","0","0"
"FOREIGN CORPORATES ","S0019","Oil and Gas Exploration Companies","OFF-MARKET","97,000","12,868,990","(97,000)","(12,868,990)","0","0","0"
"FOREIGN CORPORATES ","S0026","Commercial Banks","OFF-MARKET","2,000","419,345","(2,000)","(419,345)","0","0","0"
"FOREIGN CORPORATES ","S0005","Cement","REGULAR","520,000","8,688,075","(2,552,500)","(266,306,257)","(2,032,500)","(257,618,182)","(1,672,845)"
"FOREIGN CORPORATES ","S0007","Fertilizer","REGULAR","29,100","1,964,026","(28,000)","(542,415)","1,100","1,421,611","9,231"
"FOREIGN CORPORATES ","S0019","Oil and Gas Exploration Companies","REGULAR","179,400","24,095,152","(1,207,078)","(176,480,261)","(1,027,678)","(152,385,109)","(989,513)"
"FOREIGN CORPORATES ","S0020","Oil and Gas Marketing Companies","REGULAR","100,800","3,421,629","(70,600)","(14,456,895)","30,200","(11,035,266)","(71,657)"
"FOREIGN CORPORATES ","S0023","Power Generation and Distribution","REGULAR","0","0","(2,412,900)","(10,248,445)","(2,412,900)","(10,248,445)","(66,548)"
"FOREIGN CORPORATES ","S0026","Commercial Banks","REGULAR","1,144,700","100,253,830","(4,038,415)","(366,327,972)","(2,893,715)","(266,074,142)","(1,727,754)"
"FOREIGN CORPORATES ","S0028","Technology and Communication","REGULAR","250,000","37,066,144","(626,050)","(23,173,997)","(376,050)","13,892,147","90,208"
"FOREIGN CORPORATES ","S1111","All other Sectors","REGULAR","217,500","3,085,220","(190,710)","(22,108,750)","26,790","(19,023,530)","(123,529)"
"","","","TOTAL","2,560,500","192,196,608","(11,245,253)","(893,267,524)","(8,684,753)","(701,070,916)","(4,552,407)"
"FOREIGN INDIVIDUAL","S0008","Food and Personal Care Products","FUTURE CONTRACT-FEB","5,000","62,500","(2,000)","(25,000)","3,000","37,500","243"
"FOREIGN INDIVIDUAL","S0028","Technology and Communication","FUTURE CONTRACT-FEB","5,000","131,590","(5,000)","(132,005)","0","(415)","(2)"
"FOREIGN INDIVIDUAL","S1111","All other Sectors","FUTURE CONTRACT-FEB","12,000","485,600","(6,000)","(666,385)","6,000","(180,785)","(1,173)"
"FOREIGN INDIVIDUAL","S0005","Cement","REGULAR","4,000","1,079,953","0","0","4,000","1,079,953","7,012"
"FOREIGN INDIVIDUAL","S0019","Oil and Gas Exploration Companies","REGULAR","23,000","9,316,234","0","0","23,000","9,316,234","60,495"
"FOREIGN INDIVIDUAL","S0028","Technology and Communication","REGULAR","1,000","1,050","0","0","1,000","1,050","6"
"FOREIGN INDIVIDUAL","S1111","All other Sectors","REGULAR","2,000","111,205","(210,000)","(6,568,515)","(208,000)","(6,457,310)","(41,930)"
"","","","TOTAL","52,000","11,188,132","(223,000)","(7,391,905)","(171,000)","3,796,227","24,651"
"OVERSEAS PAKISTANI","S0005","Cement","FUTURE CONTRACT-FEB","572,000","48,245,760","(543,500)","(29,516,930)","28,500","18,728,830","121,615"
"OVERSEAS PAKISTANI","S0007","Fertilizer","FUTURE CONTRACT-FEB","31,000","770,740","(500)","(168,225)","30,500","602,515","3,912"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","FUTURE CONTRACT-FEB","16,000","819,545","(15,000)","(838,250)","1,000","(18,705)","(121)"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","FUTURE CONTRACT-FEB","12,000","1,897,640","(7,500)","(1,416,100)","4,500","481,540","3,126"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","FUTURE CONTRACT-FEB","536,000","22,478,140","(356,500)","(12,062,435)","179,500","10,415,705","67,634"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","FUTURE CONTRACT-FEB","6,500","216,900","(6,000)","(165,580)","500","51,320","333"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","FUTURE CONTRACT-FEB","16,500","752,140","(310,500)","(4,372,460)","(294,000)","(3,620,320)","(23,508)"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","FUTURE CONTRACT-FEB","338,500","9,056,855","(197,500)","(5,696,875)","141,000","3,359,980","21,818"
"OVERSEAS PAKISTANI","S0029","Textile Composite","FUTURE CONTRACT-FEB","11,000","1,198,950","(1,000)","(108,000)","10,000","1,090,950","7,084"
"OVERSEAS PAKISTANI","S1111","All other Sectors","FUTURE CONTRACT-FEB","745,000","26,064,675","(687,000)","(22,265,160)","58,000","3,799,515","24,672"
"OVERSEAS PAKISTANI","S0005","Cement","REGULAR","504,431","48,851,680","(413,466)","(21,529,467)","90,965","27,322,213","177,416"
"OVERSEAS PAKISTANI","S0007","Fertilizer","REGULAR","137,946","24,573,647","(61,800)","(5,234,219)","76,146","19,339,428","125,580"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","REGULAR","143,433","1,493,374","(216,654)","(2,691,192)","(73,221)","(1,197,818)","(7,778)"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","REGULAR","131,369","26,438,485","(53,532)","(8,958,643)","77,837","17,479,843","113,505"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","REGULAR","680,342","27,639,426","(764,470)","(33,546,256)","(84,128)","(5,906,830)","(38,356)"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","REGULAR","387,796","16,207,701","(143,499)","(2,951,170)","244,297","13,256,530","86,081"
