"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"FOREIGN CORPORATES ","S0005","Cement","REGULAR","1,929","1,256,394","0","0","1,929","1,256,394","7,852"
"FOREIGN CORPORATES ","S0007","Fertilizer","REGULAR","1,141,205","77,808,679","(991,278)","(80,351,060)","149,927","(2,542,381)","(15,889)"
"FOREIGN CORPORATES ","S0019","Oil and Gas Exploration Companies","REGULAR","16,074","1,985,961","(25,537)","(9,176,616)","(9,463)","(7,190,656)","(44,941)"
"FOREIGN CORPORATES ","S0020","Oil and Gas Marketing Companies","REGULAR","3,804","729,886","(420,000)","(10,399,069)","(416,196)","(9,669,183)","(60,432)"
"FOREIGN CORPORATES ","S0023","Power Generation and Distribution","REGULAR","98,921","3,346,291","(21,001)","(1,685,834)","77,920","1,660,457","10,377"
"FOREIGN CORPORATES ","S0026","Commercial Banks","REGULAR","376,281","48,319,984","(2,098,294)","(266,623,854)","(1,722,013)","(218,303,870)","(1,364,399)"
"FOREIGN CORPORATES ","S0028","Technology and Communication","REGULAR","19,700","6,447,327","(502,400)","(40,379,498)","(482,700)","(33,932,171)","(212,076)"
"FOREIGN CORPORATES ","S0029","Textile Composite","REGULAR","296,000","26,649,055","(82,500)","(7,454,605)","213,500","19,194,450","119,965"
"FOREIGN CORPORATES ","S1111","All other Sectors","REGULAR","725,650","143,923,706","(101,780)","(23,011,697)","623,870","120,912,009","755,700"
"","","","TOTAL","2,679,564","310,467,283","(4,242,790)","(439,082,233)","(1,563,226)","(128,614,950)","(803,843)"
"FOREIGN INDIVIDUAL","S0005","Cement","FUTURE CONTRACT-NOV","0","0","(7,500)","(788,250)","(7,500)","(788,250)","(4,926)"
"FOREIGN INDIVIDUAL","S1111","All other Sectors","FUTURE CONTRACT-NOV","0","0","(13,500)","(1,535,965)","(13,500)","(1,535,965)","(9,599)"
"FOREIGN INDIVIDUAL","S1111","All other Sectors","REGULAR","210,000","5,171,995","(100)","(1,790)","209,900","5,170,205","32,313"
"","","","TOTAL","210,000","5,171,995","(21,100)","(2,326,005)","188,900","2,845,990","17,788"
"OVERSEAS PAKISTANI","S0005","Cement","FUTURE CONTRACT-NOV","161,500","11,050,370","(166,500)","(9,153,380)","(5,000)","1,896,990","11,856"
"OVERSEAS PAKISTANI","S0007","Fertilizer","FUTURE CONTRACT-NOV","17,000","371,195","(1,500)","(93,165)","15,500","278,030","1,737"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","FUTURE CONTRACT-NOV","11,500","1,026,695","(4,000)","(491,365)","7,500","535,330","3,345"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","FUTURE CONTRACT-NOV","43,500","3,085,690","(99,500)","(3,120,690)","(56,000)","(35,000)","(218)"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","FUTURE CONTRACT-NOV","5,000","138,750","(8,500)","(237,435)","(3,500)","(98,685)","(616)"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","FUTURE CONTRACT-NOV","4,500","282,270","(236,000)","(2,183,290)","(231,500)","(1,901,020)","(11,881)"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","FUTURE CONTRACT-NOV","583,500","35,091,635","(1,824,500)","(105,089,440)","(1,241,000)","(69,997,805)","(437,486)"
"OVERSEAS PAKISTANI","S0029","Textile Composite","FUTURE CONTRACT-NOV","22,000","1,934,700","(15,000)","(1,072,050)","7,000","862,650","5,391"
"OVERSEAS PAKISTANI","S1111","All other Sectors","FUTURE CONTRACT-NOV","802,500","31,334,730","(1,853,000)","(52,433,250)","(1,050,500)","(21,098,520)","(131,865)"
"OVERSEAS PAKISTANI","S0005","Cement","REGULAR","1,060,237","39,192,511","(671,480)","(18,231,667)","388,757","20,960,844","131,005"
"OVERSEAS PAKISTANI","S0007","Fertilizer","REGULAR","216,555","22,322,205","(63,124)","(5,588,683)","153,431","16,733,521","104,584"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","REGULAR","431,025","10,377,090","(146,800)","(3,508,841)","284,225","6,868,249","42,926"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","REGULAR","30,219","3,518,493","(62,345)","(7,395,470)","(32,126)","(3,876,977)","(24,231)"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","REGULAR","1,305,154","37,136,622","(555,615)","(13,408,088)","749,539","23,728,534","148,303"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","REGULAR","930,199","11,216,656","(297,645)","(5,580,147)","632,554","5,636,509","35,228"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","REGULAR","220,342","7,333,466","(396,910)","(5,080,647)","(176,568)","2,252,819","14,080"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","REGULAR","1,793,100","56,573,156","(1,025,600)","(40,902,891)","767,500","15,670,265","97,939"
"OVERSEAS PAKISTANI","S0029","Textile Composite","REGULAR","298,000","15,020,395","(223,714)","(11,717,316)","74,286","3,303,079","20,644"
"OVERSEAS PAKISTANI","S1111","All other Sectors","REGULAR","5,003,614","147,344,653","(3,789,400)","(116,708,649)","1,214,214","30,636,004","191,475"
"","","","TOTAL","12,939,445","434,351,281","(11,441,133)","(401,996,464)","1,498,312","32,354,817","202,216"
" ","---","---","GRAND-TOTAL","15,829,009","749,990,559","(15,705,023)","(843,404,703)","123,986","(93,414,143)","(583,838)"
