,Symbol,Company Name,Industry Code,Industry Name,Lot Size,Active,Year End,IDX WT %,FF BASED SHARES,ORD SHARES
232,HBL,,,,,,,2.0420109140777845,586741003,1466852508
233,HCAR,Honda Atlas Cars (Pakistan) Limited,801.0,AUTOMOBILE ASSEMBLER,1.0,1.0,3.0,0.2939063758179484,28560000,142800000
234,HCL,Hallmark Company Limited,828.0,TECHNOLOGY & COMMUNICATION,1.0,1.0,6.0,0.0026963426361029906,50000,500000
235,HGFA,,,,,,,0.0202911868130804,265087501,283500000
236,HICL,Habib Insurance Company Limited,812.0,INSURANCE,500.0,1.0,12.0,0.006711084466337968,68131115,123874755
237,HIFA,,,,,,,0.006894267280899874,241506250,284125000
238,HINO,Hinopak Motors Limited,801.0,AUTOMOBILE ASSEMBLER,1.0,1.0,3.0,0.06063009355731375,2548886,24801120
239,HINOON,Highnoon Laboratories Limited,823.0,PHARMACEUTICALS,1.0,1.0,12.0,0.3763195801234996,21193345,52983368
240,HIRAT,Hira Textile Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.002332026068668747,43288960,86577920
241,HKKT,,,,,,,2.0582442026302002e-05,2427660,5394800
242,HMB,Habib Metropolitan Bank Limited,807.0,COMMERCIAL BANKS,500.0,1.0,9.0,0.7035997259428383,471524166,1047831480
243,HMIM,Haji Mohammad Ismail Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.0007995333311422725,5987520,11975040
244,HPL,Hoechst Pakistan Limited,823.0,PHARMACEUTICALS,1.0,1.0,6.0,0.19708580547876967,964476,9644800
245,HRPL,Habib Rice Product Limited.,826.0,SUGAR & ALLIED INDUSTRIES,500.0,1.0,6.0,0.009904355953933417,8000000,40000000
246,HSPI,,,,,,,0.0037299032547403956,8322645,55484300
247,HTL,Hi-Tech Lubricants Limited,821.0,OIL & GAS MARKETING COMPANIES,500.0,1.0,6.0,0.05445892644431401,34801200,139204800
248,HUBC,The Hub Power Company Limited,824.0,POWER GENERATION & DISTRIBUTION,1.0,1.0,6.0,1.0817418871392808,972865790,1297154400
249,HUMNL,Hum Network Limited,828.0,TECHNOLOGY & COMMUNICATION,500.0,1.0,6.0,0.1309192564954825,567000000,1134000000
250,HUSI,Husein Industries Limited,838.0,PROPERTY,500.0,1.0,6.0,0.0015429579788367837,2656463,10625852
251,HWQS,Haseeb Waqas Sugar Mills Limited,826.0,SUGAR & ALLIED INDUSTRIES,500.0,1.0,12.0,0.003755383828092492,12960000,32400000
252,IBFL,Ibrahim Fibres Limited,827.0,SYNTHETIC & RAYON,1.0,1.0,12.0,0.8377663454637365,15525350,310506995
253,IBLHL,IBL HealthCare Limited,823.0,PHARMACEUTICALS,500.0,1.0,6.0,0.02894756860470284,21418691,85674767
254,ICCI,ICC Industries Limited,831.0,TEXTILE WEAVING,500.0,1.0,12.0,0.0019550005613109163,4500168,30001120
255,ICIBL,Invest Capital Investment Bank Limited,813.0,INV. BANKS / INV. COS. / SECURITIES COS.,500.0,1.0,6.0,0.00373871170759549,156676793,284866896
256,ICL,Ittehad Chemicals Limted,805.0,CHEMICAL,500.0,1.0,6.0,0.05662575100087645,30000000,99999999
257,IDRT,Idrees Textile Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.0022026105833651043,1985280,19852800
258,IDSM,Ideal Spinning Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.0008031166019866232,1488000,9920000
259,IDYM,Indus Dyeing & Manufacturing Co. Limited,830.0,TEXTILE SPINNING,1.0,1.0,6.0,0.05264344198403371,8133179,54221193
260,IGIHL,IGI Holdings Limited,812.0,INSURANCE,1.0,1.0,12.0,0.19099257259214847,28526110,142630550
261,IGIL,IGI Life Insurance Limited,812.0,INSURANCE,500.0,1.0,12.0,0.01926232842096543,34113440,170567200
262,ILP,Interloop Limited,829.0,TEXTILE COMPOSITE,1.0,1.0,6.0,0.7336186397832783,280341894,1401709468
263,IMAGE,Image Pakistan Limited,827.0,SYNTHETIC & RAYON,500.0,1.0,6.0,0.03160577889229844,149740273,230369650
264,IML,Imperial  Limited,813.0,INV. BANKS / INV. COS. / SECURITIES COS.,500.0,1.0,6.0,0.014771385465499554,24755000,99020000
265,IMS,,,,,,,0.06015427527908678,19312654,128751024
266,INDU,Indus Motor Company Limited,801.0,AUTOMOBILE ASSEMBLER,1.0,1.0,6.0,1.215458091208628,13943853,78600000
267,INIL,International Industries Limited,808.0,ENGINEERING,1.0,1.0,6.0,0.15772071777668478,59346846,131881860
268,INKL,International Knitwear Limited,829.0,TEXTILE COMPOSITE,500.0,1.0,6.0,0.0012144186374447848,3870000,9675000
269,INMF,,,,,,,1.2971806719327279e-05,12666667,10000000
270,IPAK,,,,,,,0.12213774013117405,140040000,700200000
271,ISIL,Ismail Industries Limited,810.0,FOOD & PERSONAL CARE PRODUCTS,1.0,1.0,6.0,0.8100447657491562,3317847,66356940
272,ISL,International Steels Limited,808.0,ENGINEERING,1.0,1.0,6.0,0.26155740630888263,152250000,435000000
273,ITTEFAQ,Ittefaq Iron Industries Limited,808.0,ENGINEERING,500.0,1.0,6.0,0.007478562792460687,93823187,144343364
274,JATM,J.A. Textile Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.006572066830787627,1890174,12601200
275,JDMT,Janana De Malucho Textile Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.0035356572478712853,2074747,6915822
276,JDWS,JDW Sugar Mills Limited,826.0,SUGAR & ALLIED INDUSTRIES,1.0,1.0,9.0,0.27339258353763407,8666499,57776661
277,JGICL,Jubilee General Insurance Limited,812.0,INSURANCE,500.0,1.0,12.0,0.0695496703719804,49622810,198491379
278,JKSM,J.K. Spinning Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.04617243690432196,5115875,102317502
279,JLICL,Jubilee Life Insurance Company Limited,812.0,INSURANCE,1.0,1.0,12.0,0.12272569103789284,20070662,100353310
280,JSBL,JS Bank Limited,807.0,COMMERCIAL BANKS,500.0,1.0,12.0,0.1397324274750404,410132507,2050662536
281,JSCL,Jahangir Siddiqui & Co. Ltd.,813.0,INV. BANKS / INV. COS. / SECURITIES COS.,500.0,1.0,12.0,0.12405608253609268,228985597,915942388
282,JSCLPSA,,,,,,,0.012510444338720459,27478272,183188477
283,JSGCL,,,,,,,0.025753129251995122,2747730,27477297
284,JSIL,JS Investments Limited,813.0,INV. BANKS / INV. COS. / SECURITIES COS.,500.0,1.0,12.0,0.01154848874824998,12354851,61774256
285,JSML,Jauharabad Sugar Mills Limited,826.0,SUGAR & ALLIED INDUSTRIES,500.0,1.0,9.0,0.006838532021277817,13651381,34128454
286,JUBS,Jubilee Spinning & Weaving Mills Ltd.,829.0,TEXTILE COMPOSITE,500.0,1.0,6.0,0.0029726005174959417,6498241,32491205
287,JVDC,Javedan Corporation Limited,838.0,PROPERTY,500.0,1.0,6.0,0.16451692191383568,133301156,380860447
288,JVDCPS,,,,,,,7.70677928618856e-06,42500,50500
289,KAKL,,,,,,,3.588230652802149e-05,3847500,8550000
290,KAPCO,Kot Addu Power Company Limited,824.0,POWER GENERATION & DISTRIBUTION,1.0,1.0,6.0,0.2416686594480728,456366078,880253228
291,KCL,Karam Ceramics Limited,811.0,GLASS & CERAMICS,500.0,1.0,6.0,0.00737036763732094,727434,14549060
292,KEL,K-Electric Limited,824.0,POWER GENERATION & DISTRIBUTION,1.0,1.0,6.0,1.2179444716935846,2761519425,27615194245
293,KHTC,Khyber Tobacco Company Limited,832.0,TOBACCO,1.0,1.0,9.0,0.013345741930889379,983960,6922368
294,KHYT,Khyber Textile Mills Limited,829.0,TEXTILE COMPOSITE,1.0,1.0,6.0,0.003381273107069823,17766,1227500
295,KML,Kohinoor Mills Limited,829.0,TEXTILE COMPOSITE,500.0,1.0,6.0,0.012563287103904593,7636652,50911011
296,KOHC,Kohat Cement Company Limited,804.0,CEMENT,1.0,1.0,6.0,0.6343467390680334,58758389,195861297
297,KOHE,Kohinoor Energy Limited,824.0,POWER GENERATION & DISTRIBUTION,500.0,1.0,6.0,0.03064527646427893,67783446,169458614
298,KOHP,Kohinoor Power Company Limited,824.0,POWER GENERATION & DISTRIBUTION,500.0,1.0,6.0,0.0006730078544968624,6930000,12600000
299,KOHTM,Kohat Textile Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.004956634174098524,4160000,20800000
300,KOIL,Kohinoor Industries Limited,829.0,TEXTILE COMPOSITE,500.0,1.0,6.0,0.0018682823668965739,16666399,30302580
301,KOSM,,,,,,,0.02578547671440916,226658732,412106785
302,KPUS,Khairpur Sugar Mills Limited,826.0,SUGAR & ALLIED INDUSTRIES,1.0,1.0,9.0,0.028571632614957536,800875,16017500
303,KSBP,KSB Pumps Company Limited,808.0,ENGINEERING,1.0,1.0,12.0,0.03404215654871588,8365701,30900000
304,KSTM,Khalid Siraj Textile Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.0008760624125015789,3210000,10700000
305,KTML,Kohinoor Textile Mills Limited,829.0,TEXTILE COMPOSITE,1.0,1.0,6.0,0.22936600059537537,53859891,269299456
306,LCI,Lucky Core Industries Limited,805.0,CHEMICAL,1.0,1.0,6.0,0.8193557954658499,13853858,92359050
307,LEUL,Leather Up Limited,816.0,LEATHER & TANNERIES,500.0,1.0,6.0,0.0008533922726409194,1772800,6000000
308,LMSM,,,,,,,0.005623657622913967,1212370,12123700
309,LOADS,Loads Limited,802.0,AUTOMOBILE PARTS & ACCESSORIES,500.0,1.0,6.0,0.0273386549465728,125625000,251250000
310,LOTCHEM,Lotte Chemical Pakistan Limited,805.0,CHEMICAL,1.0,1.0,12.0,0.22172355299519397,378551802,1514207200
311,LPGL,Leiner Pak Gelatine Limited,805.0,CHEMICAL,500.0,1.0,6.0,0.004613766431083082,1875000,7500000
312,LPL,Lalpir Power Limited,824.0,POWER GENERATION & DISTRIBUTION,1.0,1.0,12.0,0.06173485018893584,151935493,379838732
313,LSECL,,,,,,,0.005833246865139039,90576673,181153345
314,LSEFSL,,,,,,,0.002093501381157983,7135516,35677578
315,LSEVL,LSE Ventures Limited,813.0,INV. BANKS / INV. COS. / SECURITIES COS.,500.0,1.0,3.0,0.011648544932804672,107758728,179597880
316,LUCK,Lucky Cement Limited,804.0,CEMENT,1.0,1.0,6.0,2.3253817749707557,87900000,293000000
317,MACFL,MACPAC Films Limited,822.0,"PAPER, BOARD & PACKAGING",500.0,1.0,6.0,0.007977502986986181,20755403,59301150
318,MACTER,Macter International Limited,823.0,PHARMACEUTICALS,500.0,1.0,6.0,0.0999321574925828,16033856,45811018
319,MARI,Mari Petroleum Company Limited,820.0,OIL & GAS EXPLORATION COMPANIES,1.0,1.0,6.0,4.256257389030492,240124500,1200622500
320,MCB,MCB Bank Limited,807.0,COMMERCIAL BANKS,1.0,1.0,12.0,2.486073826482778,414771002,1185060006
321,MCBIM,MCB Investment Management Limited.,813.0,INV. BANKS / INV. COS. / SECURITIES COS.,500.0,1.0,3.0,0.03618859377608843,10800000,72000000
322,MDTL,Media Times Limited,828.0,TECHNOLOGY & COMMUNICATION,500.0,1.0,9.0,0.003452736738346747,116253157,178851010
323,MEBL,Meezan Bank Limited,807.0,COMMERCIAL BANKS,1.0,1.0,12.0,3.2593441514641612,448685179,1794740714
324,MEHT,Mehmood Textile Mills Limited,829.0,TEXTILE COMPOSITE,1.0,1.0,6.0,0.13829853581438076,22500000,30000000
325,MERIT,Merit Packaging Limited,822.0,"PAPER, BOARD & PACKAGING",500.0,1.0,6.0,0.01629530569115855,39991685,199958427
326,MFFL,Mitchells Fruit Farms Limited,810.0,FOOD & PERSONAL CARE PRODUCTS,1.0,1.0,6.0,0.03463363659798177,6862500,22875000
327,MFL,Matco Foods Limited,810.0,FOOD & PERSONAL CARE PRODUCTS,500.0,1.0,6.0,0.027374819263078477,30600175,122400698
328,MFTM,,,,,,,0.0005030261233380481,8443614,18889200
329,MIRKS,Mirpurkhas Sugar Mills Limited,826.0,SUGAR & ALLIED INDUSTRIES,500.0,1.0,9.0,0.016317807510991753,29951050,66557888
330,MLCF,Maple Leaf Cement Factory Limited,804.0,CEMENT,1.0,1.0,6.0,0.35594609354900253,471403174,1047562608
331,MOHE,,,,,,,1.7374590529357774e-05,6831000,15180000
332,MQTM,Maqbool Textile Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.0037988189309304692,4608000,18432000
333,MRNS,Mehran Sugar Mills Limited,826.0,SUGAR & ALLIED INDUSTRIES,500.0,1.0,9.0,0.027534811175900238,18731902,74927989
334,MSCL,Metropolitan Steel Corporation Limited,808.0,ENGINEERING,500.0,1.0,6.0,0.0026993799464939483,7744400,30977500
335,MSOT,Masood Textile Mills Limited,829.0,TEXTILE COMPOSITE,500.0,1.0,6.0,0.027457690349408977,13500000,67500000
336,MSOTPS,,,,,,,0.0017752299019126421,27500000,27500000
337,MTL,Millat Tractors Limited,801.0,AUTOMOBILE ASSEMBLER,1.0,1.0,6.0,0.8710966819097491,86309203,191798229
338,MUBT,Mubarak Textile Mills Limited,829.0,TEXTILE COMPOSITE,500.0,1.0,6.0,0.00015863756570283185,666000,5400000
339,MUGHAL,Mughal Iron & Steel Industries Limited,808.0,ENGINEERING,1.0,1.0,6.0,0.19520293989894588,83908483,335633933
340,MUREB,,,,,,,0.14461967335081757,11065452,27663631
341,MWMP,Mandviwala Mauser Plastic Industries,818.0,MISCELLANEOUS,500.0,1.0,6.0,0.003413271116565013,2874813,28748133
342,NAFL,,,,,,,0.0064689484452340245,38150010,84777800
343,NAGC,Nagina Cotton Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.006709277871370455,1870000,18700000
344,NATF,National Foods Limited,810.0,FOOD & PERSONAL CARE PRODUCTS,1.0,1.0,6.0,0.3197357014396451,58278856,233115250
345,NATM,Nadeem Textile Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.012982022398642476,1063337,21266735
346,NBP,National Bank of Pakistan,807.0,COMMERCIAL BANKS,1.0,1.0,12.0,1.1951421274850236,509331527,2127512862
347,NCL,Nishat Chunian Limited,829.0,TEXTILE COMPOSITE,1.0,1.0,6.0,0.06830524128754695,108053563,240119029
348,NCML,Nazir Cotton Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.0024359526923988474,18358283,23000000
349,NCPL,Nishat Chunian Power Limited,824.0,POWER GENERATION & DISTRIBUTION,1.0,1.0,6.0,0.07744775939655163,202040816,367346939
350,NESTLE,Nestle Pakistan Limited,810.0,FOOD & PERSONAL CARE PRODUCTS,1.0,1.0,12.0,2.2952290112488325,2267479,45349551
351,NETSOL,NetSol Technologies Limited,828.0,TECHNOLOGY & COMMUNICATION,1.0,1.0,6.0,0.09668954279976358,31442923,89836923
352,NEXT,Next Capital Limited,813.0,INV. BANKS / INV. COS. / SECURITIES COS.,500.0,1.0,6.0,0.002606188579403666,28462500,56925000
353,NICL,Nimir Industrial Chemicals Limited,805.0,CHEMICAL,500.0,1.0,6.0,0.11314452699199805,38706691,110590546
354,NINA,,,,,,,0.00018650405872576315,7192350,24200000
355,NMFL,,,,,,,0.001615234264351042,7885395,16589500
356,NML,Nishat Mills Limited,829.0,TEXTILE COMPOSITE,1.0,1.0,6.0,0.21787617225984532,140639939,351599848
357,NONS,Noon Sugar Mills Limited,826.0,SUGAR & ALLIED INDUSTRIES,500.0,1.0,9.0,0.01020639750585404,3303491,16517456
358,NPL,Nishat Power Limited,824.0,POWER GENERATION & DISTRIBUTION,1.0,1.0,6.0,0.08505465619395856,159339825,354088500
359,NRL,National Refinery Limited,825.0,REFINERY,1.0,1.0,6.0,0.14780457969094818,26272664,79966560
360,NRSL,Nimir Resins Limited,805.0,CHEMICAL,500.0,1.0,6.0,0.02696945986118452,56528426,141321100
361,NSRM,The National Silk & Rayon Mills Limited,827.0,SYNTHETIC & RAYON,500.0,1.0,6.0,0.006579496421793019,777659,15553133
362,OBOY,Oilboy Energy Limited,821.0,OIL & GAS MARKETING COMPANIES,500.0,1.0,6.0,0.0018713738811264795,16475220,25000000
363,OCTOPUS,Octopus Digital Limited,828.0,TECHNOLOGY & COMMUNICATION,500.0,1.0,9.0,0.0853791118865238,47178751,157262502
364,OGDC,Oil & Gas Development Company Limited,820.0,OIL & GAS EXPLORATION COMPANIES,1.0,1.0,6.0,6.293203584402911,645139260,4300928400
365,OLPL,OLP Financial Services Pakistan Limited,813.0,INV. BANKS / INV. COS. / SECURITIES COS.,500.0,1.0,6.0,0.042415277440691526,87703824,175407648
366,OLPM,OLP Modaraba,819.0,MODARABAS,500.0,1.0,6.0,0.005194468053536392,34037648,45383530
367,OML,Olympia Mills Limited,818.0,MISCELLANEOUS,500.0,1.0,6.0,0.002776271856917669,1200000,12000000
368,ORM,Orient Rental Mod,819.0,MODARABAS,500.0,1.0,6.0,0.004521056165412596,26250000,75000000
369,OTSU,Otsuka Pakistan Limited,823.0,PHARMACEUTICALS,1.0,1.0,6.0,0.015139143816467021,2970872,12100000
370,PABC,Pakistan Aluminium Beverage Cans Limited,818.0,MISCELLANEOUS,1.0,1.0,12.0,0.23148345071686044,90277064,361108254
371,PACE,Pace (Pakistan) Limited,838.0,PROPERTY,500.0,1.0,6.0,0.014406294797716249,209157453,278876604
372,PAEL,Pak Elektron Limited,803.0,CABLE & ELECTRICAL GOODS,1.0,1.0,12.0,0.18099559485209363,428006078,856012155
373,PAKD,Pak Datacom Limited,828.0,TECHNOLOGY & COMMUNICATION,500.0,1.0,6.0,0.0068339105263968995,4150724,11859210
374,PAKL,Pak Leather Crafts Limited,816.0,LEATHER & TANNERIES,500.0,1.0,6.0,0.0007316098989700586,1020000,3400000
375,PAKOXY,Pakistan Oxygen Limited,805.0,CHEMICAL,500.0,1.0,12.0,0.08954839414417674,21781057,87124171
376,PAKRI,Pakistan Reinsurance Company Limited,812.0,INSURANCE,500.0,1.0,12.0,0.10445356598874772,225000000,900000000
377,PAKT,Pakistan Tobacco Company Limited,832.0,TOBACCO,1.0,1.0,12.0,2.368611751792985,12589809,255493792
378,PASL,Pervez Ahmed Consultancy Services Ltd.,813.0,INV. BANKS / INV. COS. / SECURITIES COS.,500.0,1.0,6.0,0.002178117317953192,186154897,186568487
379,PASM,Paramount Spinning Mills Limited,829.0,TEXTILE COMPOSITE,500.0,1.0,3.0,0.0007229395570937144,8676164,17352330
380,PCAL,Pakistan Cables Limited,803.0,CABLE & ELECTRICAL GOODS,1.0,1.0,6.0,0.0569284239999748,12376686,54457418
381,PECO,,,,,,,0.029603023904943945,1991586,5690200
382,PELPS,,,,,,,0.004150877910166782,36694083,44957592
383,PGLC,Pak-Gulf Leasing Company Limited,815.0,LEASING COMPANIES,500.0,1.0,6.0,0.004454358935238136,9894222,49471110
384,PHDL,Pakistan Hotels Developers Limited,818.0,MISCELLANEOUS,1.0,1.0,6.0,0.005815337257019827,9000000,18000000
385,PIAHCLA,,,,,,,0.706469407226122,189038291,5233762118
386,PIAHCLB,,,,,,,0.01067667443457854,2626,1500000
387,PIBTL,,,,,,,0.10889359603950599,803741747,1786092772
388,PICL,,,,,,,3.0063255519042665e-05,11819680,39398933
389,PICT,Pakistan International Container,833.0,TRANSPORT,500.0,1.0,12.0,0.03451497599550891,21830630,109153152
390,PIL,PICIC Insurance Limited,812.0,INSURANCE,500.0,1.0,12.0,0.0005341332178546527,34668541,35000000
391,PIM,Popular Islamic Modaraba,819.0,MODARABAS,500.0,1.0,6.0,0.0017916354221753207,1000000,20000000
392,PINL,Premier Insurance Limited,812.0,INSURANCE,500.0,1.0,12.0,0.0023458813378347855,22754297,50565105
393,PIOC,Pioneer Cement Limited,804.0,CEMENT,1.0,1.0,6.0,0.37880246106139137,102216957,227148793
394,PKGI,The Pakistan General Insurance Co. Ltd.,812.0,INSURANCE,500.0,1.0,12.0,0.0038152372703903763,17500000,50000000
395,PKGP,Pakgen Power Limited,824.0,POWER GENERATION & DISTRIBUTION,500.0,1.0,12.0,0.31622554136201847,148832636,372081591
396,PKGS,Packages Limited,822.0,"PAPER, BOARD & PACKAGING",1.0,1.0,12.0,0.4161544796668135,26813851,89379504
397,PMI,First Prudential Modaraba,819.0,MODARABAS,500.0,1.0,6.0,0.002952086469625786,77635006,129391676
398,PMPK,,,,,,,0.37442493574196434,3079017,61580341
399,PMRS,The Premier Sugar Mills,826.0,SUGAR & ALLIED INDUSTRIES,1.0,1.0,9.0,0.013281603985682977,364448,3750000
400,PNSC,Pakistan National Shipping Corporation,833.0,TRANSPORT,1.0,1.0,6.0,0.5115871974904501,11709973,198095040
401,POL,Pakistan Oilfields Limited,820.0,OIL & GAS EXPLORATION COMPANIES,1.0,1.0,6.0,1.253759662202756,129925469,283855104
402,POML,Punjab Oil Mills Limited,834.0,VANASPATI & ALLIED INDUSTRIES,1.0,1.0,6.0,0.006240044700913096,3105015,7762500
403,POWER,Power Cement Limited,804.0,CEMENT,500.0,1.0,6.0,0.06321495421678619,444807395,1112018487
404,POWERPS,,,,,,,0.01961362830342586,104066139,208132277
405,PPL,Pakistan Petroleum Limited,820.0,OIL & GAS EXPLORATION COMPANIES,1.0,1.0,6.0,3.470829277930095,668167049,2720967548
406,PPP,Pakistan Paper Products Limited,822.0,"PAPER, BOARD & PACKAGING",500.0,1.0,6.0,0.0047937693255001,4000000,8000000
407,PPVC,Pakistan PVC Limited,805.0,CHEMICAL,500.0,1.0,6.0,0.0011664764422098046,2533180,14958000
408,PREMA,At-Tahur Limited,810.0,FOOD & PERSONAL CARE PRODUCTS,500.0,1.0,6.0,0.04160796574939184,54657256,218639430
409,PRET,Premium Textile Mills Limited,830.0,TEXTILE SPINNING,1.0,1.0,6.0,0.01773749849287865,1848900,6163000
410,PRIB,,,,,,,0.0003052189816312301,2500000,10000000
411,PRIC,,,,,,,7.329070796419913e-05,3825000,8500000
412,PRL,Pakistan Refinery Limited,825.0,REFINERY,1.0,1.0,6.0,0.12897714811536298,227225765,630000000
413,PRWM,Prosperity Weaving Mills Limited,831.0,TEXTILE WEAVING,500.0,1.0,6.0,0.00493539093297699,2772000,18480000
414,PSEL,Pakistan Services Limited,818.0,MISCELLANEOUS,1.0,1.0,6.0,0.20273205281252737,24393128,32524250
415,PSO,Pakistan State Oil Company Limited,821.0,OIL & GAS MARKETING COMPANIES,1.0,1.0,6.0,1.0480388767374935,211262985,469473300
416,PSX,Pakistan Stock Exchange Limited,813.0,INV. BANKS / INV. COS. / SECURITIES COS.,500.0,1.0,6.0,0.12078402412879749,480885960,801476600
417,PSYL,Pakistan Synthetics Limited,827.0,SYNTHETIC & RAYON,500.0,1.0,6.0,0.03135859015026974,13869900,138699000
418,PTC,Pakistan Telecommunication Company Ltd,828.0,TECHNOLOGY & COMMUNICATION,1.0,1.0,12.0,0.5958184318707967,593201087,3774000000
419,PTL,Panther Tyres Ltd.,802.0,AUTOMOBILE PARTS & ACCESSORIES,500.0,1.0,6.0,0.05634037181930877,42000000,168000000
420,PUDF,,,,,,,0.00010667403408011493,2700000,6000000
421,QUET,Quetta Textile Mills Limited,829.0,TEXTILE COMPOSITE,500.0,1.0,6.0,0.0022805199260031435,8450000,13000000
422,QUICE,Quice Food Industries Limited,810.0,FOOD & PERSONAL CARE PRODUCTS,500.0,1.0,6.0,0.005131450522344369,68923280,98461828
423,RCML,Reliance Cotton Spinning Mills Limited,830.0,TEXTILE SPINNING,1.0,1.0,6.0,0.05099922887653085,1029200,10292000
424,REDCO,Redco Textiles Limited,829.0,TEXTILE COMPOSITE,500.0,1.0,6.0,0.00574344294115754,7275200,49292600
425,REGAL,,,,,,,0.00021166936376125806,3285000,7300000
426,REWM,Reliance Weaving Mills Limited,829.0,TEXTILE COMPOSITE,500.0,1.0,6.0,0.032124347936085505,6162187,30810938
427,RICL,Reliance Insurance Company Limited,812.0,INSURANCE,500.0,1.0,12.0,0.006463226184810673,46576564,66537948
428,RMPL,Rafhan Maize Products Company Limited,810.0,FOOD & PERSONAL CARE PRODUCTS,1.0,1.0,12.0,0.5661154591268139,786692,9236400
429,RPL,Roshan Packages Limited,822.0,"PAPER, BOARD & PACKAGING",500.0,1.0,6.0,0.019262377561221473,44394332,141900000
430,RUBY,Ruby Textile Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.0030120601129577976,2610720,52214400
431,RUPL,Rupali Polyester Limited,827.0,SYNTHETIC & RAYON,500.0,1.0,6.0,0.004533681853806753,10220554,34068500
432,SAIF,Saif Textile Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.0028216014539746313,13206440,26412900
433,SANE,Salman Noman Enterprises Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.0002750708280789613,1563463,4467036
434,SANSM,Sanghar Sugar Mills Limited,826.0,SUGAR & ALLIED INDUSTRIES,500.0,1.0,9.0,0.002036372515625488,5973000,11946000
435,SAPT,Sapphire Textile Mills Limited,829.0,TEXTILE COMPOSITE,1.0,1.0,6.0,0.1952940096640195,2168979,21689791
436,SARC,Sardar Chemical Industries Limited,805.0,CHEMICAL,500.0,1.0,6.0,0.001510833959074589,2700000,6000000
437,SASML,Sindh Abadgars Sugar Mills Limited,826.0,SUGAR & ALLIED INDUSTRIES,500.0,1.0,9.0,0.00284303469391223,1563750,10425000
438,SAZEW,Sazgar Engineering Works Limited,801.0,AUTOMOBILE ASSEMBLER,1.0,1.0,6.0,0.4768117620640154,21156087,60445961
439,SBL,Samba Bank Limited,807.0,COMMERCIAL BANKS,500.0,1.0,12.0,0.07901059496629277,100823865,1008238648
440,SCBPL,Standard Chartered Bank (Pak) Ltd,807.0,COMMERCIAL BANKS,500.0,1.0,12.0,1.5352993477027916,193579251,3871585021
441,SCL,Shield Corporation Limited,810.0,FOOD & PERSONAL CARE PRODUCTS,1.0,1.0,6.0,0.008165233457547749,195000,3900000
442,SDOT,,,,,,,1.9457710078990917e-05,1350000,3000000
443,SEARL,The Searle Company Limited,823.0,PHARMACEUTICALS,1.0,1.0,6.0,0.3806542449019261,255747212,511494426
444,SEL,Sitara Energy Limited,824.0,POWER GENERATION & DISTRIBUTION,500.0,1.0,6.0,0.0016024912192584475,10500600,19092000
445,SEPL,Security Papers Limited,822.0,"PAPER, BOARD & PACKAGING",1.0,1.0,6.0,0.06565236657203727,23702394,59255985
446,SERT,Service Industries Textiles Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.0011235966514295986,2068135,13787567
447,SFAT,,,,,,,5.768638752830249e-05,1200000,4000000
448,SFL,Sapphire Fibres Limited,829.0,TEXTILE COMPOSITE,1.0,1.0,6.0,0.18928345907724253,2067188,20671875
449,SGABL,SG.Allied Businesses Limited,827.0,SYNTHETIC & RAYON,1.0,1.0,3.0,0.014421596882075623,0,15000000
450,SGF,Service GlobalFootwear Limited,816.0,LEATHER & TANNERIES,500.0,1.0,12.0,0.16644453696550002,41211280,206056400
451,SGPL,S.G. Power Limited,824.0,POWER GENERATION & DISTRIBUTION,500.0,1.0,6.0,0.0012165174605110228,3232280,17833200
452,SHCI,,,,,,,0.000594261357236005,2400000,12000000
453,SHCM,Shadman Cotton Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.00412209820805519,881836,17636800
454,SHDT,Shadab Textile Mills Limited,830.0,TEXTILE SPINNING,500.0,1.0,6.0,0.0029728481420372628,7470000,16600000
455,SHEL,Shell Pakistan Limited,821.0,OIL & GAS MARKETING COMPANIES,1.0,1.0,12.0,0.2809765298190399,53506166,214024662
456,SHEZ,Shezan International Limited,810.0,FOOD & PERSONAL CARE PRODUCTS,1.0,1.0,6.0,0.007980201956794669,3865224,9663060
457,SHFA,Shifa International Hospitals Limited,818.0,MISCELLANEOUS,1.0,1.0,6.0,0.19314006189050342,28446472,63214383
