"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"FOREIGN CORPORATES ","S0005","Cement","OFF-MARKET","300,000","255,150,000","(300,000)","(255,150,000)","0","0","0"
"FOREIGN CORPORATES ","S0005","Cement","REGULAR","38,378","18,147,054","(170,966)","(19,377,006)","(132,588)","(1,229,951)","(4,424)"
"FOREIGN CORPORATES ","S0007","Fertilizer","REGULAR","47,930","3,388,053","(4,812,000)","(822,157,318)","(4,764,070)","(818,769,264)","(2,945,213)"
"FOREIGN CORPORATES ","S0019","Oil and Gas Exploration Companies","REGULAR","0","0","(465,825)","(115,225,205)","(465,825)","(115,225,205)","(414,479)"
"FOREIGN CORPORATES ","S0023","Power Generation and Distribution","REGULAR","61,488","4,872,087","(837)","(128,496)","60,651","4,743,590","17,063"
"FOREIGN CORPORATES ","S0026","Commercial Banks","REGULAR","810,841","174,569,328","(2,304,065)","(469,364,965)","(1,493,224)","(294,795,636)","(1,060,415)"
"FOREIGN CORPORATES ","S0028","Technology and Communication","REGULAR","4,456,048","282,180,779","(5,000,000)","(270,012,057)","(543,952)","12,168,722","43,772"
"FOREIGN CORPORATES ","S0029","Textile Composite","REGULAR","0","0","(1,912)","(76,480)","(1,912)","(76,480)","(275)"
"FOREIGN CORPORATES ","S1111","All other Sectors","REGULAR","213,539","15,044,633","(43,117)","(4,081,402)","170,422","10,963,230","39,436"
"","","","TOTAL","5,928,224","753,351,934","(13,098,722)","(1,955,572,929)","(7,170,498)","(1,202,220,994)","(4,324,535)"
"FOREIGN INDIVIDUAL","S0007","Fertilizer","REGULAR","1,150","204,700","(37,500)","(11,789,080)","(36,350)","(11,584,380)","(41,670)"
"FOREIGN INDIVIDUAL","S0019","Oil and Gas Exploration Companies","REGULAR","0","0","(18,400)","(8,417,816)","(18,400)","(8,417,816)","(30,279)"
"FOREIGN INDIVIDUAL","S0020","Oil and Gas Marketing Companies","REGULAR","662","43,698","(1,662)","(110,577)","(1,000)","(66,878)","(240)"
"FOREIGN INDIVIDUAL","S0023","Power Generation and Distribution","REGULAR","0","0","(1,000)","(154,000)","(1,000)","(154,000)","(553)"
