"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"FOREIGN CORPORATES ","S0005","Cement","REGULAR","36,272","27,313,058","(43,000)","(716,896)","(6,728)","26,596,162","95,669"
"FOREIGN CORPORATES ","S0019","Oil and Gas Exploration Companies","REGULAR","3,505","8,737,780","0","0","3,505","8,737,780","31,430"
"FOREIGN CORPORATES ","S0020","Oil and Gas Marketing Companies","REGULAR","0","0","(145,290)","(8,905,792)","(145,290)","(8,905,792)","(32,035)"
"FOREIGN CORPORATES ","S0023","Power Generation and Distribution","REGULAR","0","0","(75,520)","(8,737,672)","(75,520)","(8,737,672)","(31,430)"
"FOREIGN CORPORATES ","S0026","Commercial Banks","REGULAR","2,861,917","258,505,857","(14,551)","(2,820,834)","2,847,366","255,685,022","919,730"
"FOREIGN CORPORATES ","S0029","Textile Composite","REGULAR","0","0","(95,304)","(6,099,772)","(95,304)","(6,099,772)","(21,941)"
"FOREIGN CORPORATES ","S1111","All other Sectors","REGULAR","234,957","46,474,694","(282,000)","(37,961,151)","(47,043)","8,513,542","30,624"
"","","","TOTAL","3,136,651","341,031,389","(655,665)","(65,242,117)","2,480,986","275,789,270","992,047"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","FUTURE CONTRACT-APR","5,000","119,600","0","0","5,000","119,600","430"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","FUTURE CONTRACT-APR","9,500","1,141,500","0","0","9,500","1,141,500","4,106"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","FUTURE CONTRACT-APR","10,500","707,650","0","0","10,500","707,650","2,545"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","FUTURE CONTRACT-APR","4,500","895,500","0","0","4,500","895,500","3,221"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","FUTURE CONTRACT-APR","65,500","5,429,210","0","0","65,500","5,429,210","19,529"
"OVERSEAS PAKISTANI","S1111","All other Sectors","FUTURE CONTRACT-APR","228,500","6,445,285","(20,500)","(480,150)","208,000","5,965,135","21,457"
"OVERSEAS PAKISTANI","S0005","Cement","FUTURE CONTRACT-MAR","41,500","1,520,870","(232,500)","(9,993,025)","(191,000)","(8,472,155)","(30,475)"
"OVERSEAS PAKISTANI","S0007","Fertilizer","FUTURE CONTRACT-MAR","0","0","(1,000)","(144,850)","(1,000)","(144,850)","(521)"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","FUTURE CONTRACT-MAR","252,000","6,155,860","(159,000)","(3,993,225)","93,000","2,162,635","7,779"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","FUTURE CONTRACT-MAR","92,500","10,834,615","(41,500)","(4,934,935)","51,000","5,899,680","21,221"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","FUTURE CONTRACT-MAR","5,500","600,480","(13,500)","(1,724,985)","(8,000)","(1,124,505)","(4,044)"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","FUTURE CONTRACT-MAR","30,000","132,250","(12,500)","(55,000)","17,500","77,250","277"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","FUTURE CONTRACT-MAR","0","0","(11,000)","(495,850)","(11,000)","(495,850)","(1,783)"
