"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"FOREIGN CORPORATES ","S0005","Cement","REGULAR","49,872","38,107,153","(61,500)","(1,072,149)","(11,628)","37,035,003","131,797"
"FOREIGN CORPORATES ","S0019","Oil and Gas Exploration Companies","REGULAR","127,907","67,568,165","0","0","127,907","67,568,165","240,456"
"FOREIGN CORPORATES ","S0020","Oil and Gas Marketing Companies","REGULAR","0","0","(11,818)","(750,201)","(11,818)","(750,201)","(2,669)"
"FOREIGN CORPORATES ","S0023","Power Generation and Distribution","REGULAR","0","0","(75,421)","(8,856,551)","(75,421)","(8,856,551)","(31,517)"
"FOREIGN CORPORATES ","S0026","Commercial Banks","REGULAR","2,282,936","438,571,918","(2,410,981)","(444,165,607)","(128,045)","(5,593,689)","(19,906)"
"FOREIGN CORPORATES ","S0028","Technology and Communication","REGULAR","14,492","213,032","(35,934)","(14,505,174)","(21,442)","(14,292,142)","(50,861)"
"FOREIGN CORPORATES ","S0029","Textile Composite","REGULAR","0","0","(28,966)","(1,922,777)","(28,966)","(1,922,777)","(6,842)"
"FOREIGN CORPORATES ","S1111","All other Sectors","REGULAR","6,251","3,806,859","(195,963)","(16,591,286)","(189,712)","(12,784,427)","(45,496)"
"","","","TOTAL","2,481,458","548,267,127","(2,820,583)","(487,863,745)","(339,125)","60,403,381","214,962"
"FOREIGN INDIVIDUAL","S0026","Commercial Banks","REGULAR","2,003","61,126","(1,500)","(79,550)","503","(18,423)","(65)"
"FOREIGN INDIVIDUAL","S0028","Technology and Communication","REGULAR","0","0","(100,000)","(6,550,000)","(100,000)","(6,550,000)","(23,309)"
"","","","TOTAL","2,003","61,126","(101,500)","(6,629,550)","(99,497)","(6,568,423)","(23,374)"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","FUTURE CONTRACT-APR","0","0","(500)","(7,840)","(500)","(7,840)","(27)"
"OVERSEAS PAKISTANI","S1111","All other Sectors","FUTURE CONTRACT-APR","25,000","124,000","0","0","25,000","124,000","441"
"OVERSEAS PAKISTANI","S0005","Cement","FUTURE CONTRACT-MAR","895,500","51,302,640","(122,000)","(8,334,425)","773,500","42,968,215","152,911"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","FUTURE CONTRACT-MAR","635,000","15,693,100","(455,000)","(10,718,540)","180,000","4,974,560","17,703"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","FUTURE CONTRACT-MAR","20,500","2,496,825","(75,500)","(8,949,520)","(55,000)","(6,452,695)","(22,963)"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","FUTURE CONTRACT-MAR","74,000","10,429,285","(43,500)","(6,429,480)","30,500","3,999,805","14,234"
