"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"FOREIGN CORPORATES ","S0005","Cement","REGULAR","0","0","(794,997)","(26,681,484)","(794,997)","(26,681,484)","(95,632)"
"FOREIGN CORPORATES ","S0007","Fertilizer","REGULAR","369,917","67,999,976","(145,022)","(36,169,419)","224,895","31,830,556","114,088"
"FOREIGN CORPORATES ","S0008","Food and Personal Care Products","REGULAR","0","0","(9,000)","(4,590,000)","(9,000)","(4,590,000)","(16,451)"
"FOREIGN CORPORATES ","S0019","Oil and Gas Exploration Companies","REGULAR","5,220","19,075,023","0","0","5,220","19,075,023","68,369"
"FOREIGN CORPORATES ","S0026","Commercial Banks","REGULAR","650,000","77,912,223","(801,576)","(177,191,654)","(151,576)","(99,279,430)","(355,840)"
"FOREIGN CORPORATES ","S0028","Technology and Communication","REGULAR","600,000","248,004,092","(1,106)","(92,751)","598,894","247,911,341","888,571"
"FOREIGN CORPORATES ","S0029","Textile Composite","REGULAR","0","0","(25)","(1,000)","(25)","(1,000)","(3)"
"FOREIGN CORPORATES ","S1111","All other Sectors","REGULAR","29","50,545","(536,055)","(71,246,294)","(536,026)","(71,195,749)","(255,181)"
"","","","TOTAL","1,625,166","413,041,859","(2,287,781)","(315,972,602)","(662,615)","97,069,257","347,921"
"FOREIGN INDIVIDUAL","S0007","Fertilizer","REGULAR","27","4,511","(5,027)","(234,591)","(5,000)","(230,079)","(824)"
"FOREIGN INDIVIDUAL","S0026","Commercial Banks","REGULAR","0","0","(5,702,050)","(118,684,377)","(5,702,050)","(118,684,377)","(425,392)"
"","","","TOTAL","27","4,511","(5,707,077)","(118,918,968)","(5,707,050)","(118,914,456)","(426,216)"
"OVERSEAS PAKISTANI","S0005","Cement","FUTURE CONTRACT-SEP","1,631,000","88,607,845","(617,000)","(31,975,260)","1,014,000","56,632,585","202,984"
"OVERSEAS PAKISTANI","S0007","Fertilizer","FUTURE CONTRACT-SEP","72,500","3,346,825","(172,500)","(7,986,665)","(100,000)","(4,639,840)","(16,630)"
"OVERSEAS PAKISTANI","S0008","Food and Personal Care Products","FUTURE CONTRACT-SEP","81,500","2,089,185","(187,000)","(4,672,220)","(105,500)","(2,583,035)","(9,258)"
"OVERSEAS PAKISTANI","S0019","Oil and Gas Exploration Companies","FUTURE CONTRACT-SEP","11,000","1,437,375","(7,500)","(1,008,635)","3,500","428,740","1,536"
"OVERSEAS PAKISTANI","S0020","Oil and Gas Marketing Companies","FUTURE CONTRACT-SEP","29,500","2,745,195","(31,500)","(4,709,870)","(2,000)","(1,964,675)","(7,041)"
"OVERSEAS PAKISTANI","S0023","Power Generation and Distribution","FUTURE CONTRACT-SEP","66,500","8,234,200","(546,500)","(81,748,580)","(480,000)","(73,514,380)","(263,492)"
"OVERSEAS PAKISTANI","S0026","Commercial Banks","FUTURE CONTRACT-SEP","25,000","861,530","(47,500)","(2,682,915)","(22,500)","(1,821,385)","(6,528)"
"OVERSEAS PAKISTANI","S0028","Technology and Communication","FUTURE CONTRACT-SEP","5,239,500","88,282,235","(1,124,000)","(76,334,085)","4,115,500","11,948,150","42,824"
"OVERSEAS PAKISTANI","S0029","Textile Composite","FUTURE CONTRACT-SEP","1,000","65,000","0","0","1,000","65,000","232"
