"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"BANKS / DFI","S0005","Cement","REG","4,133,913","153,494,904","(506,813)","(36,506,380)","3,627,100","116,988,524","420,822"
"BANKS / DFI","S0019","Oil and Gas Exploration Companies","REG","1,150,000","145,855,775","(251,601)","(31,409,664)","898,399","114,446,111","411,676"
"BANKS / DFI","S0020","Oil and Gas Marketing Companies","REG","488,470","51,416,963","(151,778)","(21,880,898)","336,692","29,536,064","106,244"
"BANKS / DFI","S0023","Power Generation and Distribution","REG","23,130,000","186,058,769","(1,233,361)","(64,168,911)","21,896,639","121,889,857","438,452"
"BANKS / DFI","S0026","Commercial Banks","REG","4,938,839","117,659,301","(72,000)","(2,376,450)","4,866,839","115,282,851","414,686"
"BANKS / DFI","S0028","Technology and Communication","REG","5,030,360","120,725,506","0","0","5,030,360","120,725,506","434,264"
"BANKS / DFI","S0029","Textile Composite","REG","315,371","24,601,408","0","0","315,371","24,601,408","88,494"
"BANKS / DFI","S1111","All other Sectors","REG","2,605,591","114,993,462","(761,450)","(25,624,426)","1,844,141","89,369,036","321,471"
"","","","TOTAL","41,792,544","914,806,088","(2,977,003)","(181,966,729)","38,815,541","732,839,357","2,636,109"
"BROKER PROPRIETARY TRADING","S0005","Cement","FUT","1,164,500","66,840,135","(954,000)","(50,594,115)","210,500","16,246,020","58,438"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","FUT","185,000","7,201,005","(43,500)","(4,135,980)","141,500","3,065,025","11,025"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","FUT","2,979,000","46,243,345","(1,231,000)","(20,773,515)","1,748,000","25,469,830","91,618"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","FUT","1,953,500","251,217,315","(1,431,000)","(183,647,725)","522,500","67,569,590","243,056"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","FUT","789,000","86,894,610","(946,000)","(83,100,575)","(157,000)","3,794,035","13,647"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","FUT","27,610,000","172,466,170","(34,751,500)","(215,638,960)","(7,141,500)","(43,172,790)","(155,297)"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","FUT","1,480,500","17,065,965","(1,306,500)","(14,526,345)","174,000","2,539,620","9,135"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","FUT","4,423,500","126,225,740","(4,439,000)","(100,842,095)","(15,500)","25,383,645","91,308"
"BROKER PROPRIETARY TRADING","S0029","Textile Composite","FUT","118,500","5,807,405","(107,000)","(6,314,600)","11,500","(507,195)","(1,824)"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","FUT","7,136,000","238,691,465","(7,125,500)","(229,801,440)","10,500","8,890,025","31,978"
"BROKER PROPRIETARY TRADING","S0005","Cement","ODL","0","0","(30)","(176)","(30)","(176)","0"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","ODL","0","0","(514)","(3,797)","(514)","(3,797)","(13)"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","ODL","148","3,555","(156)","(679)","(8)","2,875","10"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","ODL","800","8,223","(1,501)","(13,314)","(701)","(5,091)","(18)"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","OMKT","0","0","(1,064)","(34,133)","(1,064)","(34,133)","(122)"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","OMKT","0","0","(29,130)","(398,908)","(29,130)","(398,908)","(1,434)"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","OMKT","0","0","(30,989)","(5,029,829)","(30,989)","(5,029,829)","(18,092)"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","OMKT","0","0","(25,137)","(1,961,691)","(25,137)","(1,961,691)","(7,056)"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","OMKT","0","0","(330,372)","(1,866,601)","(330,372)","(1,866,601)","(6,714)"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","OMKT","0","0","(73,650)","(1,000,456)","(73,650)","(1,000,456)","(3,598)"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","OMKT","500","11,500","(167,666)","(5,598,629)","(167,166)","(5,587,129)","(20,097)"
"BROKER PROPRIETARY TRADING","S0005","Cement","REG","2,864,962","123,746,671","(2,980,052)","(140,277,750)","(115,090)","(16,531,078)","(59,464)"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","REG","253,718","18,989,686","(437,318)","(20,883,943)","(183,600)","(1,894,256)","(6,813)"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","REG","1,964,564","37,609,597","(4,235,227)","(61,437,428)","(2,270,663)","(23,827,831)","(85,711)"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","REG","2,806,173","391,438,574","(3,306,937)","(474,979,131)","(500,764)","(83,540,557)","(300,505)"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","REG","2,706,125","147,257,440","(1,900,286)","(138,927,650)","805,839","8,329,790","29,963"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","REG","75,220,639","481,232,060","(83,574,221)","(532,201,496)","(8,353,582)","(50,969,436)","(183,343)"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","REG","4,295,249","79,255,886","(4,854,040)","(88,759,662)","(558,791)","(9,503,776)","(34,186)"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","REG","11,637,645","165,324,479","(16,320,200)","(229,212,498)","(4,682,555)","(63,888,018)","(229,813)"
"BROKER PROPRIETARY TRADING","S0029","Textile Composite","REG","295,490","17,909,620","(167,964)","(8,516,364)","127,526","9,393,255","33,788"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","REG","21,584,719","575,800,977","(18,686,608)","(565,809,709)","2,898,111","9,991,268","35,939"
"","","","TOTAL","171,470,232","3,057,241,423","(189,458,062)","(3,186,289,194)","(17,987,830)","(129,047,770)","(464,195)"
"COMPANIES","S0005","Cement","FUT","33,500","2,180,890","(7,500)","(878,455)","26,000","1,302,435","4,685"
"COMPANIES","S0007","Fertilizer","FUT","13,000","417,005","(10,000)","(321,000)","3,000","96,005","345"
"COMPANIES","S0008","Food and Personal Care Products","FUT","27,000","296,860","(1,000)","(12,810)","26,000","284,050","1,021"
"COMPANIES","S0019","Oil and Gas Exploration Companies","FUT","79,500","10,260,895","(75,500)","(9,806,835)","4,000","454,060","1,633"
"COMPANIES","S0020","Oil and Gas Marketing Companies","FUT","518,500","6,876,470","(15,000)","(2,808,820)","503,500","4,067,650","14,631"
"COMPANIES","S0023","Power Generation and Distribution","FUT","100,500","719,155","(4,000)","(72,200)","96,500","646,955","2,327"
"COMPANIES","S0026","Commercial Banks","FUT","4,000","81,310","(1,000)","(25,015)","3,000","56,295","202"
"COMPANIES","S0028","Technology and Communication","FUT","301,000","4,058,825","(266,500)","(4,427,195)","34,500","(368,370)","(1,325)"
"COMPANIES","S0029","Textile Composite","FUT","4,000","114,525","(4,000)","(85,595)","0","28,930","104"
"COMPANIES","S1111","All other Sectors","FUT","134,500","7,706,515","(131,000)","(8,842,830)","3,500","(1,136,315)","(4,087)"
"COMPANIES","S0005","Cement","REG","426,650","12,097,807","(323,732)","(21,913,309)","102,918","(9,815,502)","(35,307)"
"COMPANIES","S0007","Fertilizer","REG","92,200","9,904,393","(39,600)","(2,270,233)","52,600","7,634,159","27,461"
"COMPANIES","S0008","Food and Personal Care Products","REG","908,748","21,231,124","(179,600)","(4,334,820)","729,148","16,896,303","60,778"
"COMPANIES","S0019","Oil and Gas Exploration Companies","REG","146,250","20,313,459","(1,507,150)","(190,028,387)","(1,360,900)","(169,714,928)","(610,485)"
"COMPANIES","S0020","Oil and Gas Marketing Companies","REG","66,000","17,022,086","(23,070)","(2,846,395)","42,930","14,175,690","50,991"
"COMPANIES","S0023","Power Generation and Distribution","REG","2,062,000","17,047,070","(18,567,500)","(111,653,133)","(16,505,500)","(94,606,063)","(340,309)"
"COMPANIES","S0026","Commercial Banks","REG","2,373,130","42,308,251","(3,149,206)","(33,008,273)","(776,076)","9,299,977","33,453"
"COMPANIES","S0028","Technology and Communication","REG","383,200","16,955,258","(405,200)","(15,525,404)","(22,000)","1,429,853","5,143"
"COMPANIES","S0029","Textile Composite","REG","44,060","2,364,130","(132,540)","(9,602,976)","(88,480)","(7,238,845)","(26,039)"
"COMPANIES","S1111","All other Sectors","REG","2,427,780","71,833,385","(2,497,917)","(80,139,526)","(70,137)","(8,306,141)","(29,878)"
"","","","TOTAL","10,145,518","263,789,413","(27,341,015)","(498,603,211)","(17,195,497)","(234,813,802)","(844,656)"
"INDIVIDUALS","S0036","Debt Market","BNB","448","1,904,042","(527)","(2,239,941)","(79)","(335,899)","(1,208)"
"INDIVIDUALS","S0005","Cement","FUT","3,666,000","201,168,085","(3,918,000)","(218,969,235)","(252,000)","(17,801,150)","(64,032)"
"INDIVIDUALS","S0007","Fertilizer","FUT","507,500","21,956,610","(682,500)","(26,524,445)","(175,000)","(4,567,835)","(16,431)"
"INDIVIDUALS","S0008","Food and Personal Care Products","FUT","12,173,500","193,091,360","(13,953,500)","(222,201,825)","(1,780,000)","(29,110,465)","(104,713)"
"INDIVIDUALS","S0019","Oil and Gas Exploration Companies","FUT","6,430,000","826,794,000","(7,148,500)","(919,265,000)","(718,500)","(92,471,000)","(332,629)"
