"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"BANKS / DFI","S0036","Debt Market","BNB","1,000","5,094,788","(1,000)","(5,094,788)","0","0","0"
"BANKS / DFI","S1111","All other Sectors","FUT","0","0","(500)","(12,000)","(500)","(12,000)","(42)"
"BANKS / DFI","S0005","Cement","REG","203,296","16,168,061","(376,636)","(29,965,040)","(173,340)","(13,796,979)","(49,099)"
"BANKS / DFI","S0007","Fertilizer","REG","240,000","18,297,066","(170,000)","(29,704,211)","70,000","(11,407,144)","(40,594)"
"BANKS / DFI","S0019","Oil and Gas Exploration Companies","REG","0","0","(175,500)","(21,997,142)","(175,500)","(21,997,142)","(78,281)"
"BANKS / DFI","S0020","Oil and Gas Marketing Companies","REG","332,000","4,092,767","(382,000)","(8,351,636)","(50,000)","(4,258,869)","(15,156)"
"BANKS / DFI","S0023","Power Generation and Distribution","REG","27,700,000","167,891,007","(182,793)","(22,348,071)","27,517,207","145,542,935","517,946"
"BANKS / DFI","S0026","Commercial Banks","REG","0","0","(50,000)","(9,073,958)","(50,000)","(9,073,958)","(32,291)"
"BANKS / DFI","S0028","Technology and Communication","REG","0","0","(300,000)","(17,103,198)","(300,000)","(17,103,198)","(60,865)"
"BANKS / DFI","S1111","All other Sectors","REG","460,500","33,110,574","(87,500)","(14,542,345)","373,000","18,568,228","66,079"
"","","","TOTAL","28,936,796","244,654,263","(1,725,929)","(158,192,389)","27,210,867","86,461,873","307,697"
"BROKER PROPRIETARY TRADING","S0005","Cement","FUT","733,000","52,235,435","(758,500)","(72,436,835)","(25,500)","(20,201,400)","(71,891)"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","FUT","610,500","39,634,840","(398,000)","(39,404,100)","212,500","230,740","821"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","FUT","1,233,000","19,435,440","(1,405,500)","(17,105,560)","(172,500)","2,329,880","8,291"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","FUT","822,500","104,718,560","(512,500)","(65,093,025)","310,000","39,625,535","141,016"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","FUT","888,000","63,228,600","(1,021,000)","(65,753,745)","(133,000)","(2,525,145)","(8,986)"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","FUT","16,071,000","126,283,045","(7,885,500)","(81,099,835)","8,185,500","45,183,210","160,794"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","FUT","897,500","15,794,740","(689,500)","(10,324,990)","208,000","5,469,750","19,465"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","FUT","3,680,000","95,666,710","(4,896,500)","(161,484,555)","(1,216,500)","(65,817,845)","(234,227)"
"BROKER PROPRIETARY TRADING","S0029","Textile Composite","FUT","53,500","1,885,215","(35,000)","(907,865)","18,500","977,350","3,478"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","FUT","8,704,500","230,737,735","(6,861,000)","(211,025,825)","1,843,500","19,711,910","70,149"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","ODL","0","0","(981)","(7,453)","(981)","(7,453)","(26)"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","ODL","250","5,950","(270)","(4,318)","(20)","1,631","5"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","ODL","665","12,330","(1,411)","(29,039)","(746)","(16,709)","(59)"
"BROKER PROPRIETARY TRADING","S0005","Cement","OMKT","150,015","2,852,557","(150,000)","(2,850,000)","15","2,557","9"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","OMKT","0","0","(6,000,000)","(214,500,000)","(6,000,000)","(214,500,000)","(763,345)"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","OMKT","200,000","1,212,000","0","0","200,000","1,212,000","4,313"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","OMKT","100,000","800,000","0","0","100,000","800,000","2,846"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","OMKT","1,000,000","85,000,000","0","0","1,000,000","85,000,000","302,491"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","OMKT","58,000","6,172,150","(10,000)","(1,700,000)","48,000","4,472,150","15,915"
"BROKER PROPRIETARY TRADING","S0005","Cement","REG","1,118,547","85,420,755","(1,568,042)","(110,884,027)","(449,495)","(25,463,271)","(90,616)"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","REG","2,013,704","207,721,403","(7,051,816)","(387,309,358)","(5,038,112)","(179,587,955)","(639,103)"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","REG","1,633,575","21,711,006","(3,832,011)","(47,609,183)","(2,198,436)","(25,898,177)","(92,164)"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","REG","1,441,533","202,601,277","(2,127,952)","(278,798,773)","(686,419)","(76,197,496)","(271,165)"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","REG","3,202,457","149,538,831","(2,839,842)","(137,611,551)","362,615","11,927,279","42,445"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","REG","22,501,114","181,964,320","(31,961,652)","(232,572,411)","(9,460,538)","(50,608,091)","(180,099)"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","REG","1,877,851","62,694,369","(3,374,152)","(64,489,542)","(1,496,301)","(1,795,173)","(6,388)"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","REG","8,716,424","108,252,214","(7,788,568)","(133,482,638)","927,856","(25,230,423)","(89,787)"
"BROKER PROPRIETARY TRADING","S0029","Textile Composite","REG","75,800","3,812,872","(166,701)","(8,835,962)","(90,901)","(5,023,089)","(17,875)"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","REG","15,105,186","390,828,540","(16,314,855)","(444,854,429)","(1,209,669)","(54,025,888)","(192,262)"
"","","","TOTAL","92,888,621","2,260,220,894","(107,651,253)","(2,790,175,019)","(14,762,632)","(529,954,123)","(1,885,955)"
"COMPANIES","S0005","Cement","FUT","17,500","1,261,060","(6,500)","(45,320)","11,000","1,215,740","4,326"
"COMPANIES","S0007","Fertilizer","FUT","443,500","14,322,775","(42,500)","(1,299,165)","401,000","13,023,610","46,347"
"COMPANIES","S0008","Food and Personal Care Products","FUT","2,500","26,720","0","0","2,500","26,720","95"
"COMPANIES","S0019","Oil and Gas Exploration Companies","FUT","51,000","6,471,230","(41,000)","(5,235,650)","10,000","1,235,580","4,397"
"COMPANIES","S0023","Power Generation and Distribution","FUT","12,500","88,420","(12,500)","(76,885)","0","11,535","41"
"COMPANIES","S0026","Commercial Banks","FUT","22,000","257,690","(7,000)","(164,060)","15,000","93,630","333"
"COMPANIES","S0028","Technology and Communication","FUT","20,000","1,113,735","(12,500)","(777,945)","7,500","335,790","1,194"
"COMPANIES","S1111","All other Sectors","FUT","92,000","5,116,650","(125,500)","(6,615,590)","(33,500)","(1,498,940)","(5,334)"
"COMPANIES","S0026","Commercial Banks","ODL","115","2,771","0","0","115","2,771","9"
"COMPANIES","S1111","All other Sectors","ODL","0","0","(307)","(3,561)","(307)","(3,561)","(12)"
"COMPANIES","S0007","Fertilizer","OMKT","6,000,000","214,500,000","0","0","6,000,000","214,500,000","763,345"
"COMPANIES","S0005","Cement","REG","293,093","82,232,936","(15,994)","(875,965)","277,099","81,356,971","289,526"
"COMPANIES","S0007","Fertilizer","REG","5,814,589","280,313,455","(645,428)","(69,661,494)","5,169,161","210,651,960","749,651"
"COMPANIES","S0008","Food and Personal Care Products","REG","25,000","782,410","(49,700)","(739,811)","(24,700)","42,598","151"
"COMPANIES","S0019","Oil and Gas Exploration Companies","REG","32,850","5,014,496","(71,870)","(9,077,879)","(39,020)","(4,063,382)","(14,460)"
"COMPANIES","S0020","Oil and Gas Marketing Companies","REG","71,500","5,327,790","(303,562)","(7,936,521)","(232,062)","(2,608,730)","(9,283)"
"COMPANIES","S0023","Power Generation and Distribution","REG","495,000","15,458,721","(867,500)","(7,798,482)","(372,500)","7,660,239","27,260"
"COMPANIES","S0026","Commercial Banks","REG","3,842,289","82,062,089","(428,354)","(18,566,604)","3,413,935","63,495,485","225,962"
"COMPANIES","S0028","Technology and Communication","REG","1,817,513","28,464,421","(2,433,107)","(61,691,689)","(615,594)","(33,227,267)","(118,246)"
"COMPANIES","S0029","Textile Composite","REG","1,287","206,999","(10,000)","(800,069)","(8,713)","(593,069)","(2,110)"
"COMPANIES","S1111","All other Sectors","REG","1,558,394","97,255,782","(2,793,600)","(66,823,811)","(1,235,206)","30,431,971","108,298"
"","","","TOTAL","20,612,630","840,280,150","(7,866,922)","(258,190,501)","12,745,708","582,089,651","2,071,490"
"INDIVIDUALS","S0036","Debt Market","BNB","617","2,623,965","(378)","(1,608,287)","239","1,015,678","3,614"
"INDIVIDUALS","S0005","Cement","FUT","1,869,500","139,479,630","(1,795,000)","(120,658,730)","74,500","18,820,900","66,978"
"INDIVIDUALS","S0007","Fertilizer","FUT","1,304,000","95,238,940","(2,004,000)","(110,339,350)","(700,000)","(15,100,410)","(53,738)"
"INDIVIDUALS","S0008","Food and Personal Care Products","FUT","6,303,000","99,388,665","(5,586,000)","(91,759,510)","717,000","7,629,155","27,150"
"INDIVIDUALS","S0019","Oil and Gas Exploration Companies","FUT","3,468,000","441,410,950","(3,884,500)","(494,355,465)","(416,500)","(52,944,515)","(188,414)"
"INDIVIDUALS","S0020","Oil and Gas Marketing Companies","FUT","3,389,500","251,393,050","(3,245,000)","(253,578,910)","144,500","(2,185,860)","(7,778)"
"INDIVIDUALS","S0023","Power Generation and Distribution","FUT","17,902,000","146,515,430","(25,484,500)","(183,846,995)","(7,582,500)","(37,331,565)","(132,852)"
"INDIVIDUALS","S0026","Commercial Banks","FUT","2,243,500","30,456,615","(2,792,000)","(37,275,705)","(548,500)","(6,819,090)","(24,267)"
"INDIVIDUALS","S0028","Technology and Communication","FUT","13,429,000","491,537,995","(12,653,500)","(448,045,190)","775,500","43,492,805","154,778"
"INDIVIDUALS","S0029","Textile Composite","FUT","147,000","4,727,200","(166,000)","(5,832,830)","(19,000)","(1,105,630)","(3,934)"
"INDIVIDUALS","S1111","All other Sectors","FUT","30,045,000","1,071,863,975","(31,463,500)","(1,118,882,340)","(1,418,500)","(47,018,365)","(167,325)"
"INDIVIDUALS","S0005","Cement","ODL","2,995","89,851","(3,055)","(84,226)","(60)","5,624","20"
"INDIVIDUALS","S0008","Food and Personal Care Products","ODL","3,173","156,124","(1,592)","(158,189)","1,581","(2,065)","(7)"
"INDIVIDUALS","S0020","Oil and Gas Marketing Companies","ODL","3,549","35,242","(3,064)","(34,977)","485","265","0"
"INDIVIDUALS","S0023","Power Generation and Distribution","ODL","1,937","46,209","(1,946)","(46,568)","(9)","(359)","(1)"
"INDIVIDUALS","S0026","Commercial Banks","ODL","3,033","47,601","(3,218)","(51,868)","(185)","(4,267)","(15)"
"INDIVIDUALS","S0028","Technology and Communication","ODL","2,499","87,278","(2,839)","(102,632)","(340)","(15,354)","(54)"
"INDIVIDUALS","S0029","Textile Composite","ODL","325","11,941","(326)","(12,134)","(1)","(193)","0"
"INDIVIDUALS","S1111","All other Sectors","ODL","112,133","4,841,212","(106,765)","(4,598,839)","5,368","242,373","862"
"INDIVIDUALS","S0005","Cement","OMKT","0","0","(15)","(2,557)","(15)","(2,557)","(9)"
"INDIVIDUALS","S0008","Food and Personal Care Products","OMKT","11,500","304,750","(11,500)","(304,750)","0","0","0"
"INDIVIDUALS","S0023","Power Generation and Distribution","OMKT","0","0","(200,000)","(1,212,000)","(200,000)","(1,212,000)","(4,313)"
"INDIVIDUALS","S0026","Commercial Banks","OMKT","0","0","(100,000)","(800,000)","(100,000)","(800,000)","(2,846)"
"INDIVIDUALS","S0028","Technology and Communication","OMKT","50,000","375,000","(1,050,000)","(85,375,000)","(1,000,000)","(85,000,000)","(302,491)"
"INDIVIDUALS","S1111","All other Sectors","OMKT","87,147","3,137,129","(135,147)","(7,609,279)","(48,000)","(4,472,150)","(15,915)"
"INDIVIDUALS","S0005","Cement","REG","6,953,932","367,498,484","(6,428,636)","(377,183,291)","525,296","(9,684,807)","(34,465)"
"INDIVIDUALS","S0007","Fertilizer","REG","13,397,612","1,212,734,731","(13,990,522)","(1,195,374,737)","(592,910)","17,359,994","61,779"
