"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"BANKS / DFI","S0005","Cement","REG","250,000","19,309,750","(190,000)","(11,885,001)","60,000","7,424,748","26,612"
"BANKS / DFI","S0007","Fertilizer","REG","275,000","95,507,558","(736,205)","(236,131,340)","(461,205)","(140,623,781)","(504,027)"
"BANKS / DFI","S0008","Food and Personal Care Products","REG","800,000","19,174,462","0","0","800,000","19,174,462","68,725"
"BANKS / DFI","S0019","Oil and Gas Exploration Companies","REG","0","0","(250,000)","(45,677,713)","(250,000)","(45,677,713)","(163,719)"
"BANKS / DFI","S0020","Oil and Gas Marketing Companies","REG","725,000","22,720,349","(252,266)","(43,125,324)","472,734","(20,404,974)","(73,136)"
"BANKS / DFI","S0023","Power Generation and Distribution","REG","15,550,000","82,349,669","0","0","15,550,000","82,349,669","295,160"
"BANKS / DFI","S0026","Commercial Banks","REG","250,000","22,555,000","(568,075)","(38,488,117)","(318,075)","(15,933,117)","(57,107)"
"BANKS / DFI","S0028","Technology and Communication","REG","1,411,500","230,255,012","(100,000)","(6,105,777)","1,311,500","224,149,234","803,402"
"BANKS / DFI","S1111","All other Sectors","REG","1,855,200","99,510,987","(577,739)","(107,264,268)","1,277,461","(7,753,280)","(27,789)"
"","","","TOTAL","21,116,700","591,382,787","(2,674,285)","(488,677,540)","18,442,415","102,705,248","368,121"
"BROKER PROPRIETARY TRADING","S0005","Cement","FUT","857,000","55,002,535","(1,011,500)","(64,930,805)","(154,500)","(9,928,270)","(35,585)"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","FUT","52,500","11,416,950","(57,000)","(8,600,070)","(4,500)","2,816,880","10,096"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","FUT","624,000","8,744,475","(2,009,500)","(34,992,020)","(1,385,500)","(26,247,545)","(94,077)"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","FUT","3,158,000","411,875,955","(1,529,000)","(192,817,720)","1,629,000","219,058,235","785,154"
