"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"BANKS / DFI","S0019","Oil and Gas Exploration Companies","OMKT","0","0","(200,000)","(25,350,000)","(200,000)","(25,350,000)","(90,213)"
"BANKS / DFI","S0005","Cement","REG","1,723,547","97,652,025","(4,956,985)","(286,541,526)","(3,233,438)","(188,889,500)","(672,204)"
"BANKS / DFI","S0007","Fertilizer","REG","999,462","115,079,126","(532,300)","(152,753,223)","467,162","(37,674,096)","(134,071)"
"BANKS / DFI","S0008","Food and Personal Care Products","REG","0","0","(150,000)","(12,029,003)","(150,000)","(12,029,003)","(42,807)"
"BANKS / DFI","S0019","Oil and Gas Exploration Companies","REG","2,462,720","395,996,772","(1,248,708)","(264,905,549)","1,214,012","131,091,222","466,516"
"BANKS / DFI","S0020","Oil and Gas Marketing Companies","REG","312,856","35,565,795","(646,751)","(103,169,400)","(333,895)","(67,603,605)","(240,582)"
"BANKS / DFI","S0023","Power Generation and Distribution","REG","84,238,939","664,955,902","(30,663,029)","(362,706,132)","53,575,910","302,249,770","1,075,621"
"BANKS / DFI","S0026","Commercial Banks","REG","75,000","1,698,000","(1,805,482)","(157,357,692)","(1,730,482)","(155,659,692)","(553,949)"
"BANKS / DFI","S0028","Technology and Communication","REG","225,000","22,678,470","(86,720)","(36,932,113)","138,280","(14,253,643)","(50,724)"
"BANKS / DFI","S0029","Textile Composite","REG","1,400,000","113,430,945","0","0","1,400,000","113,430,945","403,668"
"BANKS / DFI","S1111","All other Sectors","REG","983,900","41,141,115","(1,803,795)","(58,287,415)","(819,895)","(17,146,299)","(61,018)"
"","","","TOTAL","92,421,424","1,488,198,150","(42,093,770)","(1,460,032,053)","50,327,654","28,166,099","100,237"
"BROKER PROPRIETARY TRADING","S0005","Cement","FUT","1,078,500","58,053,390","(1,275,000)","(74,716,105)","(196,500)","(16,662,715)","(59,297)"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","FUT","155,500","18,295,575","(69,000)","(5,123,345)","86,500","13,172,230","46,876"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","FUT","3,860,500","66,221,870","(3,192,500)","(55,781,230)","668,000","10,440,640","37,155"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","FUT","2,025,500","262,412,920","(2,463,000)","(319,957,440)","(437,500)","(57,544,520)","(204,784)"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","FUT","842,500","92,901,400","(932,500)","(94,431,005)","(90,000)","(1,529,605)","(5,443)"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","FUT","9,359,000","77,253,285","(8,612,500)","(81,400,660)","746,500","(4,147,375)","(14,759)"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","FUT","706,000","19,630,595","(910,500)","(26,415,380)","(204,500)","(6,784,785)","(24,145)"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","FUT","1,754,000","39,194,465","(3,368,500)","(75,198,475)","(1,614,500)","(36,004,010)","(128,128)"
"BROKER PROPRIETARY TRADING","S0029","Textile Composite","FUT","61,500","1,152,790","(68,500)","(1,838,815)","(7,000)","(686,025)","(2,441)"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","FUT","8,915,500","319,057,220","(9,804,000)","(293,736,820)","(888,500)","25,320,400","90,108"
"BROKER PROPRIETARY TRADING","S0005","Cement","ODL","194","1,115","(85)","(516)","109","599","2"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","ODL","401","3,470","(1,946)","(16,926)","(1,545)","(13,455)","(47)"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","ODL","578","6,776","(561)","(7,434)","17","(658)","(2)"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","ODL","571","3,975","(654)","(4,669)","(83)","(694)","(2)"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","OMKT","10","250","0","0","10","250","0"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","OMKT","0","0","(500,000)","(42,210,000)","(500,000)","(42,210,000)","(150,213)"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","OMKT","350,000","2,405,000","(27,615)","(3,056,895)","322,385","(651,895)","(2,319)"
"BROKER PROPRIETARY TRADING","S0005","Cement","REG","2,787,576","159,249,468","(2,600,288)","(125,815,758)","187,288","33,433,709","118,981"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","REG","305,653","55,724,826","(496,206)","(66,571,650)","(190,553)","(10,846,823)","(38,600)"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","REG","2,206,755","36,379,198","(3,745,978)","(64,546,014)","(1,539,223)","(28,166,816)","(100,237)"
