"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"BANKS / DFI","S0023","Power Generation and Distribution","FUT","0","0","(19,000)","(108,690)","(19,000)","(108,690)","(385)"
"BANKS / DFI","S0028","Technology and Communication","FUT","5,000","321,250","(43,000)","(2,855,810)","(38,000)","(2,534,560)","(8,987)"
"BANKS / DFI","S1111","All other Sectors","FUT","0","0","(213,500)","(5,214,125)","(213,500)","(5,214,125)","(18,489)"
"BANKS / DFI","S0005","Cement","REG","1,079,221","48,683,498","(13,221)","(1,586,439)","1,066,000","47,097,058","167,010"
"BANKS / DFI","S0007","Fertilizer","REG","0","0","(350,000)","(60,032,948)","(350,000)","(60,032,948)","(212,882)"
"BANKS / DFI","S0008","Food and Personal Care Products","REG","0","0","(1,850,000)","(20,981,187)","(1,850,000)","(20,981,187)","(74,401)"
"BANKS / DFI","S0019","Oil and Gas Exploration Companies","REG","200,000","25,549,942","0","0","200,000","25,549,942","90,602"
"BANKS / DFI","S0020","Oil and Gas Marketing Companies","REG","300,000","55,505,307","(1,019,500)","(12,003,874)","(719,500)","43,501,433","154,260"
"BANKS / DFI","S0023","Power Generation and Distribution","REG","19,019,000","105,652,290","(7,650,000)","(53,484,263)","11,369,000","52,168,026","184,993"
"BANKS / DFI","S0026","Commercial Banks","REG","1,404,831","123,515,156","(300,000)","(34,956,328)","1,104,831","88,558,827","314,038"
"BANKS / DFI","S0028","Technology and Communication","REG","718,000","58,421,227","(1,459,940)","(19,540,870)","(741,940)","38,880,357","137,873"
"BANKS / DFI","S0029","Textile Composite","REG","103,000","8,264,566","(353,000)","(27,109,021)","(250,000)","(18,844,455)","(66,824)"
"BANKS / DFI","S1111","All other Sectors","REG","945,000","44,863,241","(2,031,252)","(53,809,526)","(1,086,252)","(8,946,284)","(31,724)"
"","","","TOTAL","23,774,052","470,776,477","(15,302,413)","(291,683,081)","8,471,639","179,093,394","635,084"
"BROKER PROPRIETARY TRADING","S0005","Cement","FUT","1,148,000","61,198,865","(902,500)","(65,974,860)","245,500","(4,775,995)","(16,936)"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","FUT","368,500","16,182,415","(607,000)","(24,875,615)","(238,500)","(8,693,200)","(30,826)"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","FUT","3,519,500","46,931,650","(3,565,000)","(53,213,585)","(45,500)","(6,281,935)","(22,276)"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","FUT","1,826,500","235,333,075","(1,683,000)","(217,875,260)","143,500","17,457,815","61,907"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","FUT","789,000","80,360,840","(647,500)","(68,535,060)","141,500","11,825,780","41,935"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","FUT","14,082,000","86,168,930","(12,830,500)","(77,284,655)","1,251,500","8,884,275","31,504"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","FUT","779,000","8,913,175","(996,000)","(8,635,985)","(217,000)","277,190","982"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","FUT","6,163,000","165,511,560","(5,075,500)","(203,435,410)","1,087,500","(37,923,850)","(134,481)"
"BROKER PROPRIETARY TRADING","S0029","Textile Composite","FUT","74,500","4,750,185","(27,500)","(1,141,700)","47,000","3,608,485","12,796"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","FUT","7,454,500","230,557,580","(9,416,500)","(305,241,200)","(1,962,000)","(74,683,620)","(264,835)"
"BROKER PROPRIETARY TRADING","S0005","Cement","ODL","0","0","(235)","(1,397)","(235)","(1,397)","(4)"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","ODL","90","669","(756)","(5,709)","(666)","(5,040)","(17)"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","ODL","805","14,482","(284)","(5,347)","521","9,134","32"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","ODL","150","2,003","0","0","150","2,003","7"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","ODL","910","11,383","(360)","(5,285)","550","6,098","21"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","OMKT","5,000","124,000","(5,000)","(124,250)","0","(250)","0"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","OMKT","50,000","690,000","0","0","50,000","690,000","2,446"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","OMKT","158,500","2,292,425","(50,500)","(850,000)","108,000","1,442,425","5,114"
"BROKER PROPRIETARY TRADING","S0005","Cement","REG","1,977,316","132,496,921","(2,292,361)","(119,554,234)","(315,045)","12,942,687","45,896"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","REG","1,679,592","113,299,008","(757,938)","(69,528,921)","921,654","43,770,087","155,213"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","REG","5,071,980","76,831,770","(4,560,103)","(78,771,552)","511,877","(1,939,781)","(6,878)"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","REG","3,670,917","485,765,909","(3,463,017)","(451,862,134)","207,900","33,903,774","120,226"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","REG","1,655,059","95,603,193","(1,608,518)","(109,943,210)","46,541","(14,340,017)","(50,851)"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","REG","34,005,005","203,612,987","(36,522,230)","(222,968,346)","(2,517,225)","(19,355,359)","(68,636)"
