"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"BANKS / DFI","S0026","Commercial Banks","FUT","400,000","24,078,000","0","0","400,000","24,078,000","86,611"
"BANKS / DFI","S0005","Cement","REG","958,000","57,491,777","(1,447,400)","(80,175,549)","(489,400)","(22,683,772)","(81,596)"
"BANKS / DFI","S0007","Fertilizer","REG","50,000","15,999,535","(100,615)","(6,540,975)","(50,615)","9,458,560","34,023"
"BANKS / DFI","S0008","Food and Personal Care Products","REG","300,000","3,099,215","0","0","300,000","3,099,215","11,148"
"BANKS / DFI","S0019","Oil and Gas Exploration Companies","REG","75,000","23,079,012","(225,000)","(40,887,542)","(150,000)","(17,808,530)","(64,059)"
"BANKS / DFI","S0020","Oil and Gas Marketing Companies","REG","263,766","64,130,824","(2,370,000)","(250,748,329)","(2,106,234)","(186,617,505)","(671,285)"
"BANKS / DFI","S0023","Power Generation and Distribution","REG","1,405,000","45,415,049","(552,678)","(56,052,715)","852,322","(10,637,665)","(38,264)"
"BANKS / DFI","S0026","Commercial Banks","REG","229,573","13,673,115","(600,000)","(48,878,514)","(370,427)","(35,205,398)","(126,638)"
"BANKS / DFI","S0028","Technology and Communication","REG","250,000","3,730,579","0","0","250,000","3,730,579","13,419"
"BANKS / DFI","S0029","Textile Composite","REG","900,000","41,018,912","(170,000)","(13,036,321)","730,000","27,982,591","100,656"
"BANKS / DFI","S1111","All other Sectors","REG","3,603,363","125,456,684","(3,003,716)","(162,487,795)","599,647","(37,031,111)","(133,205)"
"","","","TOTAL","8,434,702","417,172,702","(8,469,409)","(658,807,740)","(34,707)","(241,635,036)","(869,190)"
"BROKER PROPRIETARY TRADING","S0036","Debt Market","BNB","0","0","(1,000)","(4,500,000)","(1,000)","(4,500,000)","(16,187)"
"BROKER PROPRIETARY TRADING","S0005","Cement","FUT","1,664,000","44,452,160","(1,527,000)","(36,713,950)","137,000","7,738,210","27,835"
