"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"BANKS / DFI","S0036","Debt Market","BNB","0","0","(5,000)","(23,300,000)","(5,000)","(23,300,000)","(83,812)"
"BANKS / DFI","S0005","Cement","REG","221,384","28,016,817","(248,677)","(32,146,162)","(27,293)","(4,129,345)","(14,853)"
"BANKS / DFI","S0007","Fertilizer","REG","1,000","283,900","(101,000)","(20,242,900)","(100,000)","(19,959,000)","(71,794)"
"BANKS / DFI","S0019","Oil and Gas Exploration Companies","REG","1,120,000","215,385,729","(510,000)","(91,904,508)","610,000","123,481,220","444,177"
"BANKS / DFI","S0020","Oil and Gas Marketing Companies","REG","1,344,000","116,139,133","(1,637,782)","(159,864,227)","(293,782)","(43,725,094)","(157,284)"
"BANKS / DFI","S0023","Power Generation and Distribution","REG","850,000","44,789,519","(200,000)","(22,220,428)","650,000","22,569,091","81,183"
"BANKS / DFI","S0026","Commercial Banks","REG","2,250,000","21,205,001","(506,853)","(11,890,078)","1,743,147","9,314,922","33,506"
"BANKS / DFI","S0028","Technology and Communication","REG","0","0","(50,000)","(2,625,000)","(50,000)","(2,625,000)","(9,442)"
"BANKS / DFI","S0029","Textile Composite","REG","0","0","(60,000)","(4,543,949)","(60,000)","(4,543,949)","(16,345)"
"BANKS / DFI","S1111","All other Sectors","REG","9,964,033","784,628,857","(6,652,310)","(553,834,957)","3,311,723","230,793,900","830,193"
"","","","TOTAL","15,750,417","1,210,448,956","(9,971,622)","(922,572,209)","5,778,795","287,876,745","1,035,529"
"BROKER PROPRIETARY TRADING","S0036","Debt Market","BNB","0","0","(59)","(279,353)","(59)","(279,353)","(1,004)"
"BROKER PROPRIETARY TRADING","S0005","Cement","FUT","1,179,000","33,418,840","(1,198,000)","(48,057,550)","(19,000)","(14,638,710)","(52,657)"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","FUT","115,000","12,689,300","(81,500)","(7,696,780)","33,500","4,992,520","17,958"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","FUT","627,000","17,485,245","(472,000)","(8,615,865)","155,000","8,869,380","31,904"
