"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"BANKS / DFI","S0005","Cement","REG","200,500","13,397,932","(654,000)","(54,153,666)","(453,500)","(40,755,734)","(146,603)"
"BANKS / DFI","S0007","Fertilizer","REG","0","0","(230,000)","(14,916,396)","(230,000)","(14,916,396)","(53,656)"
"BANKS / DFI","S0008","Food and Personal Care Products","REG","250,000","6,977,711","(50,000)","(1,412,500)","200,000","5,565,211","20,018"
"BANKS / DFI","S0019","Oil and Gas Exploration Companies","REG","50,000","9,838,579","(73,158)","(11,356,937)","(23,158)","(1,518,357)","(5,461)"
"BANKS / DFI","S0020","Oil and Gas Marketing Companies","REG","649,495","166,618,058","(374,495)","(97,169,959)","275,000","69,448,098","249,813"
"BANKS / DFI","S0023","Power Generation and Distribution","REG","1,620,000","172,083,629","(550,000)","(29,576,095)","1,070,000","142,507,534","512,617"
"BANKS / DFI","S0026","Commercial Banks","REG","323,000","21,971,492","(1,247,469)","(104,246,586)","(924,469)","(82,275,094)","(295,953)"
"BANKS / DFI","S0028","Technology and Communication","REG","0","0","(100,000)","(3,713,597)","(100,000)","(3,713,597)","(13,358)"
"BANKS / DFI","S1111","All other Sectors","REG","1,015,403","91,552,134","(1,522,797)","(149,094,214)","(507,394)","(57,542,079)","(206,985)"
"","","","TOTAL","4,108,398","482,439,535","(4,801,919)","(465,639,950)","(693,521)","16,799,586","60,432"
"BROKER PROPRIETARY TRADING","S0005","Cement","FUT","2,439,000","49,590,225","(1,652,000)","(40,583,895)","787,000","9,006,330","32,396"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","FUT","34,000","2,422,400","(35,500)","(5,888,290)","(1,500)","(3,465,890)","(12,467)"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","FUT","5,872,500","80,005,660","(6,628,500)","(96,106,435)","(756,000)","(16,100,775)","(57,916)"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","FUT","531,000","89,773,100","(600,000)","(107,763,570)","(69,000)","(17,990,470)","(64,713)"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","FUT","4,237,500","207,877,490","(4,557,500)","(213,944,820)","(320,000)","(6,067,330)","(21,824)"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","FUT","734,000","28,542,100","(522,500)","(25,706,120)","211,500","2,835,980","10,201"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","FUT","1,446,500","54,241,335","(1,347,500)","(63,084,035)","99,000","(8,842,700)","(31,808)"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","FUT","5,875,000","180,194,860","(5,278,000)","(162,044,930)","597,000","18,149,930","65,287"
"BROKER PROPRIETARY TRADING","S0029","Textile Composite","FUT","54,000","2,747,610","(16,000)","(814,980)","38,000","1,932,630","6,951"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","FUT","7,398,500","339,335,460","(6,143,000)","(329,614,320)","1,255,500","9,721,140","34,968"
"BROKER PROPRIETARY TRADING","S0005","Cement","OMKT","25,000","1,025,000","(25,000)","(1,025,000)","0","0","0"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","OMKT","570,000","22,401,000","(402,000)","(8,387,350)","168,000","14,013,650","50,408"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","OMKT","250,000","2,150,000","0","0","250,000","2,150,000","7,733"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","OMKT","0","0","(1,000)","(29,460)","(1,000)","(29,460)","(105)"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","OMKT","39,500","2,248,340","0","0","39,500","2,248,340","8,087"
"BROKER PROPRIETARY TRADING","S0029","Textile Composite","OMKT","65,000","4,972,500","(65,000)","(4,972,500)","0","0","0"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","OMKT","1,821,000","347,521,800","(3,147,598)","(373,687,992)","(1,326,598)","(26,166,192)","(94,122)"
"BROKER PROPRIETARY TRADING","S0005","Cement","REG","9,418,415","252,651,201","(8,269,221)","(242,020,968)","1,149,194","10,630,233","38,238"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","REG","422,936","54,597,335","(316,511)","(45,022,452)","106,425","9,574,882","34,442"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","REG","15,477,124","230,737,233","(13,763,448)","(197,440,071)","1,713,676","33,297,162","119,773"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","REG","2,295,570","467,081,959","(2,624,037)","(556,323,873)","(328,467)","(89,241,913)","(321,014)"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","REG","13,777,670","928,171,708","(11,099,631)","(631,926,771)","2,678,039","296,244,937","1,065,629"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","REG","6,018,150","196,134,212","(6,358,098)","(155,018,188)","(339,948)","41,116,024","147,899"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","REG","6,798,233","241,962,785","(6,748,301)","(194,698,737)","49,932","47,264,048","170,014"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","REG","17,477,932","322,743,322","(19,538,722)","(409,754,413)","(2,060,790)","(87,011,091)","(312,989)"
"BROKER PROPRIETARY TRADING","S0029","Textile Composite","REG","360,701","25,965,188","(623,708)","(44,760,194)","(263,007)","(18,795,006)","(67,607)"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","REG","24,610,073","957,811,541","(27,075,689)","(830,325,619)","(2,465,616)","127,485,922","458,582"
"","","","TOTAL","128,049,304","5,092,905,364","(126,838,464)","(4,740,944,983)","1,210,840","351,960,381","1,266,043"
"COMPANIES","S0005","Cement","FUT","91,000","2,385,160","(29,000)","(1,128,260)","62,000","1,256,900","4,521"
