"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"BANKS / DFI","S0036","Debt Market","BNB","78","421,843","0","0","78","421,843","1,517"
"BANKS / DFI","S0005","Cement","REG","0","0","(67,800)","(20,588,585)","(67,800)","(20,588,585)","(74,059)"
"BANKS / DFI","S0007","Fertilizer","REG","20,000","5,570,961","(129,957)","(17,938,723)","(109,957)","(12,367,761)","(44,488)"
"BANKS / DFI","S0008","Food and Personal Care Products","REG","50,000","1,849,929","0","0","50,000","1,849,929","6,654"
"BANKS / DFI","S0019","Oil and Gas Exploration Companies","REG","515,000","94,503,078","(260,000)","(45,950,204)","255,000","48,552,873","174,650"
"BANKS / DFI","S0020","Oil and Gas Marketing Companies","REG","200,000","49,828,376","(550,000)","(49,315,286)","(350,000)","513,090","1,845"
"BANKS / DFI","S0023","Power Generation and Distribution","REG","200,000","22,163,905","(12,000)","(283,620)","188,000","21,880,285","78,706"
"BANKS / DFI","S0026","Commercial Banks","REG","0","0","(100,000)","(12,617,778)","(100,000)","(12,617,778)","(45,387)"
"BANKS / DFI","S0028","Technology and Communication","REG","300,000","6,918,975","0","0","300,000","6,918,975","24,888"
"BANKS / DFI","S0029","Textile Composite","REG","100,000","6,337,325","(400,000)","(26,219,030)","(300,000)","(19,881,705)","(71,516)"
"BANKS / DFI","S1111","All other Sectors","REG","5,741,930","202,736,138","(6,055,573)","(281,814,783)","(313,643)","(79,078,645)","(284,455)"
"","","","TOTAL","7,127,008","390,330,530","(7,575,330)","(454,728,009)","(448,322)","(64,397,479)","(231,645)"
"BROKER PROPRIETARY TRADING","S0036","Debt Market","BNB","0","0","(78)","(421,843)","(78)","(421,843)","(1,517)"
"BROKER PROPRIETARY TRADING","S0005","Cement","FUT","1,451,500","43,918,345","(2,120,500)","(63,449,455)","(669,000)","(19,531,110)","(70,255)"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","FUT","36,500","5,979,920","(87,000)","(12,101,845)","(50,500)","(6,121,925)","(22,021)"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","FUT","2,157,000","37,067,720","(3,601,500)","(50,970,035)","(1,444,500)","(13,902,315)","(50,008)"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","FUT","962,500","175,710,240","(763,500)","(132,539,970)","199,000","43,170,270","155,288"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","FUT","4,714,000","144,759,570","(5,474,500)","(160,916,690)","(760,500)","(16,157,120)","(58,119)"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","FUT","1,307,500","26,669,935","(1,567,000)","(15,367,780)","(259,500)","11,302,155","40,655"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","FUT","273,000","15,290,595","(603,500)","(17,199,535)","(330,500)","(1,908,940)","(6,866)"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","FUT","4,806,000","126,135,815","(14,544,000)","(204,413,540)","(9,738,000)","(78,277,725)","(281,574)"
"BROKER PROPRIETARY TRADING","S0029","Textile Composite","FUT","80,500","3,969,840","(82,000)","(3,348,190)","(1,500)","621,650","2,236"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","FUT","7,811,000","612,647,215","(10,693,000)","(643,898,255)","(2,882,000)","(31,251,040)","(112,413)"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","OMKT","0","0","(2,500)","(62,500)","(2,500)","(62,500)","(224)"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","OMKT","50,200","904,200","(2,750,000)","(24,035,000)","(2,699,800)","(23,130,800)","(83,204)"
"BROKER PROPRIETARY TRADING","S0005","Cement","REG","6,353,461","223,152,227","(5,502,767)","(192,901,069)","850,694","30,251,158","108,817"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","REG","236,255","44,960,365","(138,130)","(20,752,313)","98,125","24,208,052","87,079"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","REG","9,803,859","200,313,028","(6,592,629)","(176,749,774)","3,211,230","23,563,254","84,759"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","REG","3,721,111","758,868,302","(4,452,077)","(1,059,364,848)","(730,966)","(300,496,546)","(1,080,922)"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","REG","11,225,935","344,139,592","(14,230,228)","(369,517,877)","(3,004,293)","(25,378,284)","(91,288)"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","REG","3,784,105","47,289,243","(6,482,310)","(63,687,218)","(2,698,205)","(16,397,974)","(58,985)"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","REG","8,068,822","127,904,417","(1,784,233)","(123,913,260)","6,284,589","3,991,156","14,356"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","REG","43,029,535","493,360,167","(41,780,693)","(291,102,561)","1,248,842","202,257,606","727,545"
"BROKER PROPRIETARY TRADING","S0029","Textile Composite","REG","687,481","36,646,097","(1,023,494)","(33,438,493)","(336,013)","3,207,603","11,538"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","REG","39,250,457","1,426,183,664","(34,753,317)","(1,318,666,307)","4,497,140","107,517,357","386,753"
"","","","TOTAL","149,810,721","4,895,870,497","(159,028,956)","(4,978,818,358)","(9,218,235)","(82,947,861)","(298,370)"
"COMPANIES","S0005","Cement","FUT","264,000","7,769,070","(144,500)","(6,053,120)","119,500","1,715,950","6,172"
"COMPANIES","S0008","Food and Personal Care Products","FUT","348,500","3,703,040","(88,000)","(1,577,570)","260,500","2,125,470","7,645"
"COMPANIES","S0019","Oil and Gas Exploration Companies","FUT","7,000","1,352,890","(1,000)","(153,500)","6,000","1,199,390","4,314"
"COMPANIES","S0020","Oil and Gas Marketing Companies","FUT","147,000","4,103,740","(191,000)","(10,017,145)","(44,000)","(5,913,405)","(21,271)"
"COMPANIES","S0023","Power Generation and Distribution","FUT","3,000","176,825","(9,500)","(937,890)","(6,500)","(761,065)","(2,737)"
"COMPANIES","S0026","Commercial Banks","FUT","54,000","927,305","(3,500)","(213,300)","50,500","714,005","2,568"
"COMPANIES","S0028","Technology and Communication","FUT","240,000","10,459,400","(254,500)","(11,365,200)","(14,500)","(905,800)","(3,258)"
"COMPANIES","S0029","Textile Composite","FUT","13,500","901,270","(1,000)","(77,800)","12,500","823,470","2,962"
"COMPANIES","S1111","All other Sectors","FUT","368,500","33,847,925","(524,500)","(44,133,460)","(156,000)","(10,285,535)","(36,998)"
"COMPANIES","S0019","Oil and Gas Exploration Companies","OMKT","1,600","745,600","(3,200)","(1,491,200)","(1,600)","(745,600)","(2,682)"
"COMPANIES","S1111","All other Sectors","OMKT","0","0","(15,031)","(22,786,996)","(15,031)","(22,786,996)","(81,967)"
"COMPANIES","S0005","Cement","REG","345,423","42,198,309","(386,923)","(40,951,575)","(41,500)","1,246,733","4,484"
"COMPANIES","S0007","Fertilizer","REG","112,184","31,231,748","(16,100)","(5,218,331)","96,084","26,013,416","93,573"
"COMPANIES","S0008","Food and Personal Care Products","REG","699,999","11,282,667","(269,193)","(7,670,370)","430,806","3,612,297","12,993"
"COMPANIES","S0019","Oil and Gas Exploration Companies","REG","199,147","47,821,875","(483,070)","(162,007,773)","(283,923)","(114,185,898)","(410,740)"
"COMPANIES","S0020","Oil and Gas Marketing Companies","REG","577,114","34,609,269","(918,050)","(26,303,290)","(340,936)","8,305,979","29,877"
"COMPANIES","S0023","Power Generation and Distribution","REG","686,617","10,525,893","(2,291,731)","(18,869,273)","(1,605,114)","(8,343,379)","(30,012)"
"COMPANIES","S0026","Commercial Banks","REG","1,104,483","56,858,435","(12,485,891)","(253,312,680)","(11,381,408)","(196,454,245)","(706,669)"
"COMPANIES","S0028","Technology and Communication","REG","1,490,096","72,886,965","(3,106,302)","(112,492,555)","(1,616,206)","(39,605,590)","(142,466)"
"COMPANIES","S0029","Textile Composite","REG","231,300","17,055,796","(255,959)","(6,847,181)","(24,659)","10,208,615","36,721"
"COMPANIES","S1111","All other Sectors","REG","3,596,360","395,150,198","(20,044,675)","(468,626,403)","(16,448,315)","(73,476,205)","(264,302)"
"","","","TOTAL","10,489,823","783,608,220","(41,493,625)","(1,201,106,612)","(31,003,802)","(417,498,393)","(1,501,793)"
"INDIVIDUALS","S0036","Debt Market","BNB","11","50,947","(12)","(55,420)","(1)","(4,473)","(16)"
"INDIVIDUALS","S0005","Cement","FUT","8,377,000","247,290,780","(8,782,500)","(279,744,805)","(405,500)","(32,454,025)","(116,741)"
"INDIVIDUALS","S0007","Fertilizer","FUT","221,500","45,621,595","(151,500)","(33,920,870)","70,000","11,700,725","42,088"
"INDIVIDUALS","S0008","Food and Personal Care Products","FUT","13,612,500","230,323,805","(12,326,500)","(214,255,785)","1,286,000","16,068,020","57,798"
"INDIVIDUALS","S0019","Oil and Gas Exploration Companies","FUT","4,044,500","717,091,330","(4,221,500)","(755,639,965)","(177,000)","(38,548,635)","(138,664)"
"INDIVIDUALS","S0020","Oil and Gas Marketing Companies","FUT","20,275,000","721,890,095","(19,270,000)","(703,120,090)","1,005,000","18,770,005","67,518"
"INDIVIDUALS","S0023","Power Generation and Distribution","FUT","3,945,000","123,832,205","(3,220,500)","(126,523,405)","724,500","(2,691,200)","(9,680)"
"INDIVIDUALS","S0026","Commercial Banks","FUT","1,201,000","38,963,590","(899,500)","(36,507,865)","301,500","2,455,725","8,833"
"INDIVIDUALS","S0028","Technology and Communication","FUT","35,465,000","1,026,696,905","(25,570,500)","(949,702,705)","9,894,500","76,994,200","276,957"
"INDIVIDUALS","S0029","Textile Composite","FUT","584,000","17,362,495","(546,500)","(17,754,135)","37,500","(391,640)","(1,408)"
"INDIVIDUALS","S1111","All other Sectors","FUT","52,860,000","3,679,441,070","(49,377,000)","(3,622,071,060)","3,483,000","57,370,010","206,366"
"INDIVIDUALS","S0028","Technology and Communication","GEM","504","5,796","(15,500)","(193,750)","(14,996)","(187,954)","(676)"
"INDIVIDUALS","S1111","All other Sectors","GEM","700","5,334","(2,701)","(20,384)","(2,001)","(15,050)","(54)"
"INDIVIDUALS","S1111","All other Sectors","ODL","404","6,060","(404)","(6,060)","0","0","0"
"INDIVIDUALS","S0005","Cement","OMKT","0","0","(110,000)","(20,801,000)","(110,000)","(20,801,000)","(74,823)"
"INDIVIDUALS","S0008","Food and Personal Care Products","OMKT","325,000","5,460,000","(325,000)","(5,460,000)","0","0","0"
"INDIVIDUALS","S0019","Oil and Gas Exploration Companies","OMKT","53,516","7,429,078","(53,500)","(7,421,550)","16","7,528","27"
"INDIVIDUALS","S0020","Oil and Gas Marketing Companies","OMKT","102,500","883,500","(100,000)","(821,000)","2,500","62,500","224"
"INDIVIDUALS","S0023","Power Generation and Distribution","OMKT","500","17,150","(500)","(17,150)","0","0","0"
"INDIVIDUALS","S0028","Technology and Communication","OMKT","210,000","12,310,200","(110,000)","(5,966,200)","100,000","6,344,000","22,820"
"INDIVIDUALS","S0029","Textile Composite","OMKT","700","15,190","(700)","(15,190)","0","0","0"
"INDIVIDUALS","S1111","All other Sectors","OMKT","3,759,041","35,933,008","(1,059,209)","(12,799,709)","2,699,832","23,133,299","83,213"
"INDIVIDUALS","S0005","Cement","REG","32,787,593","1,313,191,940","(29,214,436)","(1,056,968,120)","3,573,157","256,223,819","921,668"
"INDIVIDUALS","S0007","Fertilizer","REG","1,826,965","377,838,675","(2,099,098)","(459,535,161)","(272,133)","(81,696,485)","(293,872)"
"INDIVIDUALS","S0008","Food and Personal Care Products","REG","58,761,916","1,304,632,486","(62,623,981)","(1,330,774,972)","(3,862,065)","(26,142,486)","(94,037)"
"INDIVIDUALS","S0019","Oil and Gas Exploration Companies","REG","12,410,574","3,167,409,707","(12,590,569)","(2,961,011,186)","(179,995)","206,398,520","742,440"
"INDIVIDUALS","S0020","Oil and Gas Marketing Companies","REG","96,746,262","2,188,444,142","(87,512,407)","(2,120,471,814)","9,233,855","67,972,327","244,504"
"INDIVIDUALS","S0023","Power Generation and Distribution","REG","24,598,637","447,786,141","(21,901,778)","(565,369,430)","2,696,859","(117,583,289)","(422,961)"
"INDIVIDUALS","S0026","Commercial Banks","REG","23,901,970","819,749,979","(23,269,600)","(854,577,488)","632,370","(34,827,509)","(125,278)"
"INDIVIDUALS","S0028","Technology and Communication","REG","199,681,053","2,109,082,784","(177,677,260)","(2,197,462,159)","22,003,793","(88,379,375)","(317,911)"
"INDIVIDUALS","S0029","Textile Composite","REG","12,745,488","261,244,952","(11,965,382)","(257,670,498)","780,106","3,574,453","12,857"
"INDIVIDUALS","S1111","All other Sectors","REG","368,257,761","11,789,841,385","(360,617,709)","(11,739,437,934)","7,640,052","50,403,450","181,307"
"","","","TOTAL","976,756,595","30,689,852,324","(915,615,746)","(30,336,096,860)","61,140,849","353,755,460","1,272,499"
"INSURANCE COMPANIES","S0023","Power Generation and Distribution","FUT","0","0","(30,000)","(147,600)","(30,000)","(147,600)","(530)"
"INSURANCE COMPANIES","S0028","Technology and Communication","FUT","0","0","(28,000)","(1,589,885)","(28,000)","(1,589,885)","(5,719)"
"INSURANCE COMPANIES","S0005","Cement","REG","220,946","18,556,800","(1,741,021)","(109,421,105)","(1,520,075)","(90,864,305)","(326,850)"
"INSURANCE COMPANIES","S0007","Fertilizer","REG","210,402","42,965,512","(54,880)","(7,104,364)","155,522","35,861,148","128,996"
"INSURANCE COMPANIES","S0008","Food and Personal Care Products","REG","15,080","5,765,143","(58,000)","(938,460)","(42,920)","4,826,683","17,362"
"INSURANCE COMPANIES","S0019","Oil and Gas Exploration Companies","REG","675,510","116,606,762","(125,000)","(23,513,107)","550,510","93,093,655","334,869"
"INSURANCE COMPANIES","S0020","Oil and Gas Marketing Companies","REG","331,282","35,719,172","(174,468)","(8,377,493)","156,814","27,341,679","98,351"
"INSURANCE COMPANIES","S0023","Power Generation and Distribution","REG","946,522","87,194,302","0","0","946,522","87,194,302","313,648"
"INSURANCE COMPANIES","S0026","Commercial Banks","REG","3,905,165","357,808,622","(603,456)","(44,051,639)","3,301,709","313,756,983","1,128,622"
"INSURANCE COMPANIES","S0028","Technology and Communication","REG","909,890","17,971,126","(43,000)","(2,313,932)","866,890","15,657,194","56,320"
"INSURANCE COMPANIES","S0029","Textile Composite","REG","25,000","576,386","(39,186)","(519,914)","(14,186)","56,471","203"
"INSURANCE COMPANIES","S1111","All other Sectors","REG","3,110,900","137,917,307","(2,295,973)","(62,038,384)","814,927","75,878,922","272,945"
"","","","TOTAL","10,350,697","821,081,132","(5,192,984)","(260,015,883)","5,157,713","561,065,247","2,018,217"
"MUTUAL FUNDS","S0036","Debt Market","BNB","1,002,005","4,530,994,919","(1,002,009)","(4,531,013,502)","(4)","(18,582)","(66)"
"MUTUAL FUNDS","S1111","All other Sectors","OMKT","0","0","(32)","(2,499)","(32)","(2,499)","(8)"
"MUTUAL FUNDS","S0005","Cement","REG","1,952,665","100,031,785","(3,814,166)","(270,950,592)","(1,861,501)","(170,918,807)","(614,815)"
"MUTUAL FUNDS","S0007","Fertilizer","REG","129,400","41,461,329","(27,610)","(6,357,474)","101,790","35,103,854","126,272"
"MUTUAL FUNDS","S0008","Food and Personal Care Products","REG","2,153,895","44,177,184","(420,802)","(7,443,612)","1,733,093","36,733,571","132,135"
"MUTUAL FUNDS","S0019","Oil and Gas Exploration Companies","REG","766,400","154,391,274","(330,000)","(62,959,182)","436,400","91,432,092","328,892"
"MUTUAL FUNDS","S0020","Oil and Gas Marketing Companies","REG","506,100","61,127,270","(1,276,769)","(68,652,930)","(770,669)","(7,525,659)","(27,070)"
"MUTUAL FUNDS","S0023","Power Generation and Distribution","REG","844,052","33,271,412","(68,760)","(6,150,805)","775,292","27,120,607","97,556"
"MUTUAL FUNDS","S0026","Commercial Banks","REG","3,682,096","472,608,619","(706,490)","(70,811,683)","2,975,606","401,796,935","1,445,312"
"MUTUAL FUNDS","S0028","Technology and Communication","REG","1,100","293,909","(180,668)","(23,913,735)","(179,568)","(23,619,826)","(84,963)"
