"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"BANKS / DFI","S0005","Cement","REG","200,000","8,449,565","(5,007,966)","(184,507,044)","(4,807,966)","(176,057,479)","(633,300)"
"BANKS / DFI","S0007","Fertilizer","REG","0","0","(225,000)","(20,089,285)","(225,000)","(20,089,285)","(72,263)"
"BANKS / DFI","S0019","Oil and Gas Exploration Companies","REG","335,155","125,423,697","(1,612,076)","(265,165,401)","(1,276,921)","(139,741,704)","(502,668)"
"BANKS / DFI","S0020","Oil and Gas Marketing Companies","REG","1,089,266","113,618,920","(3,680,942)","(417,376,492)","(2,591,676)","(303,757,572)","(1,092,653)"
"BANKS / DFI","S0023","Power Generation and Distribution","REG","10,000","1,105,000","(2,600)","(60,490)","7,400","1,044,509","3,757"
"BANKS / DFI","S0026","Commercial Banks","REG","546,370","44,477,061","(370,734)","(38,819,584)","175,636","5,657,477","20,350"
"BANKS / DFI","S0028","Technology and Communication","REG","0","0","(4,919,929)","(146,198,989)","(4,919,929)","(146,198,989)","(525,895)"
"BANKS / DFI","S0029","Textile Composite","REG","100,000","6,350,000","(30,000)","(2,311,317)","70,000","4,038,682","14,527"
"BANKS / DFI","S1111","All other Sectors","REG","869,626","45,569,127","(14,727,516)","(695,042,892)","(13,857,890)","(649,473,764)","(2,336,236)"
"","","","TOTAL","3,150,417","344,993,370","(30,576,763)","(1,769,571,494)","(27,426,346)","(1,424,578,125)","(5,124,381)"
"BROKER PROPRIETARY TRADING","S0005","Cement","FUT","1,199,500","25,598,075","(1,148,500)","(45,499,775)","51,000","(19,901,700)","(71,588)"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","FUT","23,000","3,400,810","(47,000)","(11,942,585)","(24,000)","(8,541,775)","(30,725)"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","FUT","507,000","7,423,675","(281,000)","(6,498,565)","226,000","925,110","3,327"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","FUT","411,000","73,602,435","(651,500)","(121,905,120)","(240,500)","(48,302,685)","(173,750)"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","FUT","4,531,000","146,975,240","(5,159,500)","(170,829,540)","(628,500)","(23,854,300)","(85,806)"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","FUT","3,625,500","38,522,015","(4,020,000)","(30,105,890)","(394,500)","8,416,125","30,273"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","FUT","974,000","12,357,290","(3,056,000)","(102,122,035)","(2,082,000)","(89,764,745)","(322,894)"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","FUT","3,071,000","98,953,385","(2,045,500)","(110,280,120)","1,025,500","(11,326,735)","(40,743)"
"BROKER PROPRIETARY TRADING","S0029","Textile Composite","FUT","95,000","6,926,175","(125,000)","(8,598,665)","(30,000)","(1,672,490)","(6,016)"
