"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"BANKS / DFI","S0019","Oil and Gas Exploration Companies","OMKT","0","0","(200,000)","(24,750,000)","(200,000)","(24,750,000)","(88,078)"
"BANKS / DFI","S0005","Cement","REG","316,616","12,490,452","(1,564,826)","(131,045,653)","(1,248,210)","(118,555,200)","(421,904)"
"BANKS / DFI","S0007","Fertilizer","REG","21,297,761","798,523,304","(2,223,953)","(189,343,684)","19,073,808","609,179,619","2,167,899"
"BANKS / DFI","S0019","Oil and Gas Exploration Companies","REG","0","0","(3,260,000)","(407,892,506)","(3,260,000)","(407,892,506)","(1,451,574)"
"BANKS / DFI","S0020","Oil and Gas Marketing Companies","REG","250,000","19,479,398","(1,276,000)","(136,714,552)","(1,026,000)","(117,235,154)","(417,206)"
"BANKS / DFI","S0023","Power Generation and Distribution","REG","4,500,000","25,929,155","(30,650,000)","(251,181,265)","(26,150,000)","(225,252,109)","(801,608)"
"BANKS / DFI","S0026","Commercial Banks","REG","266,288","21,974,639","(4,286,819)","(298,661,063)","(4,020,531)","(276,686,424)","(984,649)"
"BANKS / DFI","S0029","Textile Composite","REG","25,000","2,003,100","(500,000)","(40,039,635)","(475,000)","(38,036,535)","(135,361)"
"BANKS / DFI","S1111","All other Sectors","REG","2,256,900","49,999,304","(1,175,000)","(38,171,536)","1,081,900","11,827,767","42,091"
"","","","TOTAL","28,912,565","930,399,352","(45,136,598)","(1,517,799,894)","(16,224,033)","(587,400,542)","(2,090,390)"
"BROKER PROPRIETARY TRADING","S0005","Cement","FUT","537,000","52,117,765","(687,000)","(67,290,750)","(150,000)","(15,172,985)","(53,996)"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","FUT","599,000","20,705,585","(153,500)","(11,890,370)","445,500","8,815,215","31,370"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","FUT","2,169,000","29,501,870","(1,727,000)","(22,159,790)","442,000","7,342,080","26,128"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","FUT","1,687,500","216,257,910","(1,876,500)","(240,332,060)","(189,000)","(24,074,150)","(85,673)"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","FUT","651,500","51,814,325","(785,500)","(67,740,200)","(134,000)","(15,925,875)","(56,675)"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","FUT","9,681,500","61,051,750","(12,690,500)","(76,808,170)","(3,009,000)","(15,756,420)","(56,072)"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","FUT","651,500","9,654,770","(221,500)","(8,253,665)","430,000","1,401,105","4,986"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","FUT","3,853,500","117,245,130","(5,821,000)","(87,073,365)","(1,967,500)","30,171,765","107,372"
"BROKER PROPRIETARY TRADING","S0029","Textile Composite","FUT","42,000","2,227,350","(51,000)","(2,681,260)","(9,000)","(453,910)","(1,615)"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","FUT","11,898,000","242,928,320","(9,907,000)","(218,927,075)","1,991,000","24,001,245","85,413"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","ODL","0","0","(215)","(7,015)","(215)","(7,015)","(24)"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","ODL","186","1,486","(754)","(6,311)","(568)","(4,825)","(17)"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","ODL","608","13,983","(397)","(1,828)","211","12,155","43"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","ODL","1,058","16,398","(1,131)","(13,894)","(73)","2,504","8"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","OMKT","11,100","271,950","0","0","11,100","271,950","967"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","OMKT","183,500","22,511,800","0","0","183,500","22,511,800","80,113"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","OMKT","90,000","7,092,000","0","0","90,000","7,092,000","25,238"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","OMKT","387,000","4,210,560","0","0","387,000","4,210,560","14,984"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","OMKT","50,000","5,792,500","(150,000)","(6,400,000)","(100,000)","(607,500)","(2,161)"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","OMKT","5,543,452","19,778,936","(250,000)","(1,715,000)","5,293,452","18,063,936","64,284"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","OMKT","412,615","4,927,915","(5,767)","(148,208)","406,848","4,779,706","17,009"
"BROKER PROPRIETARY TRADING","S0005","Cement","REG","2,250,934","87,030,059","(1,365,401)","(78,384,037)","885,533","8,646,022","30,768"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","REG","1,597,763","77,879,315","(22,140,718)","(837,425,036)","(20,542,955)","(759,545,720)","(2,703,009)"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","REG","2,634,578","33,518,510","(3,226,337)","(40,550,751)","(591,759)","(7,032,241)","(25,025)"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","REG","5,332,596","679,906,578","(4,904,686)","(624,232,056)","427,910","55,674,521","198,129"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","REG","4,410,014","174,882,305","(5,209,491)","(143,317,804)","(799,477)","31,564,500","112,329"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","REG","29,758,833","188,497,479","(23,394,405)","(149,045,310)","6,364,428","39,452,169","140,399"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","REG","3,071,355","51,384,217","(2,197,218)","(48,703,797)","874,137","2,680,419","9,538"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","REG","14,275,452","149,260,461","(15,445,587)","(192,400,512)","(1,170,135)","(43,140,051)","(153,523)"
"BROKER PROPRIETARY TRADING","S0029","Textile Composite","REG","61,014","3,355,491","(60,572)","(3,425,735)","442","(70,244)","(249)"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","REG","27,486,327","726,095,674","(25,220,984)","(661,240,441)","2,265,343","64,855,233","230,801"
"","","","TOTAL","129,328,885","3,039,932,392","(137,494,163)","(3,590,174,440)","(8,165,278)","(550,242,051)","(1,958,160)"
"COMPANIES","S0005","Cement","FUT","4,000","426,965","(500)","(9,850)","3,500","417,115","1,484"
"COMPANIES","S0007","Fertilizer","FUT","13,000","386,360","(13,500)","(444,070)","(500)","(57,710)","(205)"
"COMPANIES","S0008","Food and Personal Care Products","FUT","30,000","316,850","(20,500)","(222,170)","9,500","94,680","336"
"COMPANIES","S0019","Oil and Gas Exploration Companies","FUT","108,000","13,423,060","(139,000)","(17,414,420)","(31,000)","(3,991,360)","(14,204)"
