"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"BANKS / DFI","S0005","Cement","FUT","1,000,000","38,910,000","(2,200,000)","(87,118,000)","(1,200,000)","(48,208,000)","(173,410)"
"BANKS / DFI","S0007","Fertilizer","FUT","70,000","24,372,065","(70,000)","(24,372,065)","0","0","0"
"BANKS / DFI","S0023","Power Generation and Distribution","FUT","0","0","(625,000)","(18,172,500)","(625,000)","(18,172,500)","(65,368)"
"BANKS / DFI","S0026","Commercial Banks","FUT","0","0","(200,000)","(21,230,000)","(200,000)","(21,230,000)","(76,366)"
"BANKS / DFI","S0028","Technology and Communication","FUT","400,000","9,044,000","(800,000)","(18,088,000)","(400,000)","(9,044,000)","(32,532)"
"BANKS / DFI","S1111","All other Sectors","FUT","0","0","(1,480,000)","(104,091,400)","(1,480,000)","(104,091,400)","(374,429)"
"BANKS / DFI","S0005","Cement","REG","7,919,191","471,968,561","(2,571,075)","(242,396,952)","5,348,116","229,571,609","825,797"
"BANKS / DFI","S0007","Fertilizer","REG","4,329,012","373,306,914","(85,000)","(29,359,500)","4,244,012","343,947,414","1,237,220"
"BANKS / DFI","S0008","Food and Personal Care Products","REG","1,200,000","40,914,895","0","0","1,200,000","40,914,895","147,175"
"BANKS / DFI","S0019","Oil and Gas Exploration Companies","REG","2,698,349","543,897,030","(1,143,000)","(252,863,957)","1,555,349","291,033,073","1,046,881"
"BANKS / DFI","S0020","Oil and Gas Marketing Companies","REG","1,227,622","197,544,502","(3,330,714)","(339,768,499)","(2,103,092)","(142,223,997)","(511,597)"
"BANKS / DFI","S0023","Power Generation and Distribution","REG","8,668,500","394,265,840","(575,000)","(50,942,888)","8,093,500","343,322,952","1,234,974"
"BANKS / DFI","S0026","Commercial Banks","REG","1,760,695","162,124,079","(8,691,066)","(836,157,546)","(6,930,371)","(674,033,467)","(2,424,580)"
"BANKS / DFI","S0028","Technology and Communication","REG","1,140,000","58,924,559","(1,339,719)","(60,488,857)","(199,719)","(1,564,298)","(5,626)"
"BANKS / DFI","S0029","Textile Composite","REG","210,000","17,631,228","(264,765)","(19,049,932)","(54,765)","(1,418,703)","(5,103)"
"BANKS / DFI","S1111","All other Sectors","REG","15,314,608","1,201,243,326","(4,637,111)","(590,411,586)","10,677,497","610,831,739","2,197,236"
"","","","TOTAL","45,937,977","3,534,146,999","(28,012,450)","(2,694,511,682)","17,925,527","839,635,317","3,020,272"
"BROKER PROPRIETARY TRADING","S0005","Cement","FUT","6,785,500","207,849,190","(4,758,000)","(130,514,040)","2,027,500","77,335,150","278,183"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","FUT","539,000","96,981,690","(388,000)","(75,162,190)","151,000","21,819,500","78,487"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","FUT","2,962,500","66,599,225","(2,652,500)","(44,879,680)","310,000","21,719,545","78,127"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","FUT","796,500","146,436,710","(579,000)","(106,108,600)","217,500","40,328,110","145,065"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","FUT","5,947,500","258,609,180","(5,860,500)","(243,013,190)","87,000","15,595,990","56,100"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","FUT","7,964,500","218,565,185","(2,002,500)","(142,595,215)","5,962,000","75,969,970","273,273"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","FUT","13,147,000","196,907,805","(11,115,500)","(135,724,115)","2,031,500","61,183,690","220,085"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","FUT","10,452,000","314,908,050","(12,018,000)","(344,243,740)","(1,566,000)","(29,335,690)","(105,524)"
"BROKER PROPRIETARY TRADING","S0029","Textile Composite","FUT","210,000","9,728,010","(160,000)","(6,292,435)","50,000","3,435,575","12,358"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","FUT","15,403,000","429,423,160","(15,778,000)","(343,826,180)","(375,000)","85,596,980","307,902"
"BROKER PROPRIETARY TRADING","S0005","Cement","OMKT","0","0","(69,500)","(622,025)","(69,500)","(622,025)","(2,237)"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","OMKT","0","0","(500)","(9,750)","(500)","(9,750)","(35)"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","OMKT","0","0","(150,000)","(29,625,000)","(150,000)","(29,625,000)","(106,564)"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","OMKT","300,000","93,237,000","(365,000)","(99,666,500)","(65,000)","(6,429,500)","(23,127)"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","OMKT","0","0","(100,000)","(8,950,000)","(100,000)","(8,950,000)","(32,194)"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","OMKT","3,500","203,000","(386,506)","(8,902,886)","(383,006)","(8,699,886)","(31,294)"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","OMKT","1,450,000","39,965,000","(11,000)","(5,147,000)","1,439,000","34,818,000","125,244"
"BROKER PROPRIETARY TRADING","S0005","Cement","REG","8,188,597","396,003,313","(11,287,622)","(528,003,233)","(3,099,025)","(131,999,920)","(474,819)"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","REG","3,277,866","382,953,589","(3,560,323)","(491,443,340)","(282,457)","(108,489,751)","(390,250)"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","REG","17,350,243","432,093,050","(9,139,446)","(211,234,874)","8,210,797","220,858,175","794,453"
"BROKER PROPRIETARY TRADING","S0019","Oil and Gas Exploration Companies","REG","3,588,488","818,013,503","(3,363,355)","(773,036,998)","225,133","44,976,505","161,785"
"BROKER PROPRIETARY TRADING","S0020","Oil and Gas Marketing Companies","REG","21,494,806","1,010,755,583","(17,347,104)","(954,650,940)","4,147,702","56,104,642","201,815"
"BROKER PROPRIETARY TRADING","S0023","Power Generation and Distribution","REG","5,738,097","451,340,772","(9,914,385)","(501,468,333)","(4,176,288)","(50,127,561)","(180,314)"
"BROKER PROPRIETARY TRADING","S0026","Commercial Banks","REG","34,590,422","665,726,678","(31,718,238)","(564,255,547)","2,872,184","101,471,131","365,004"
"BROKER PROPRIETARY TRADING","S0028","Technology and Communication","REG","24,997,548","527,618,369","(28,139,621)","(554,828,939)","(3,142,073)","(27,210,570)","(97,879)"
"BROKER PROPRIETARY TRADING","S0029","Textile Composite","REG","770,785","21,004,712","(963,177)","(30,029,635)","(192,392)","(9,024,923)","(32,463)"
