"CLIENT TYPE","SEC CODE","SECTOR NAME","MARKET TYPE","BUY VOLUME","BUY VALUE","SELL VOLUME","SELL VALUE","NET VOLUME","NET VALUE","USD"
"BANKS / DFI","S0005","Cement","REG","5,000","2,350,000","(64,000)","(5,901,870)","(59,000)","(3,551,870)","(25,553)"
"BANKS / DFI","S0007","Fertilizer","REG","0","0","(244,800)","(23,461,490)","(244,800)","(23,461,490)","(168,787)"
"BANKS / DFI","S0008","Food and Personal Care Products","REG","0","0","(283,500)","(8,570,985)","(283,500)","(8,570,985)","(61,661)"
"BANKS / DFI","S0019","Oil and Gas Exploration Companies","REG","130,700","21,593,020","(36,900)","(6,754,267)","93,800","14,838,753","106,753"
"BANKS / DFI","S0020","Oil and Gas Marketing Companies","REG","145,500","12,908,602","(390,500)","(14,356,310)","(245,000)","(1,447,708)","(10,415)"
"BANKS / DFI","S0023","Power Generation and Distribution","REG","60,500","2,561,635","(606,000)","(6,895,810)","(545,500)","(4,334,175)","(31,181)"
"BANKS / DFI","S0026","Commercial Banks","REG","1,390,500","39,852,670","(535,100)","(22,114,246)","855,400","17,738,424","127,614"
"BANKS / DFI","S0028","Technology and Communication","REG","75,000","6,334,988","0","0","75,000","6,334,988","45,575"
"BANKS / DFI","S0029","Textile Composite","REG","122,700","8,535,605","(595,200)","(61,843,189)","(472,500)","(53,307,584)","(383,507)"
"BANKS / DFI","S1111","All other Sectors","REG","512,400","15,881,760","(592,100)","(22,423,196)","(79,700)","(6,541,436)","(47,060)"
"","","","TOTAL","2,442,300","110,018,280","(3,348,100)","(172,321,363)","(905,800)","(62,303,083)","(448,222)"
"BROKER PROPRIETARY TRADING","S1111","All other Sectors","BNB","44,000","159,480,262","(44,000)","(159,595,762)","0","(115,500)","(830)"
"BROKER PROPRIETARY TRADING","S0005","Cement","FUT","905,500","40,924,925","(1,302,500)","(48,147,030)","(397,000)","(7,222,105)","(51,957)"
"BROKER PROPRIETARY TRADING","S0007","Fertilizer","FUT","38,000","10,120,480","(3,000)","(988,200)","35,000","9,132,280","65,699"
"BROKER PROPRIETARY TRADING","S0008","Food and Personal Care Products","FUT","255,000","9,927,325","(316,000)","(11,216,020)","(61,000)","(1,288,695)","(9,271)"
